"","stratum.id","LE_white_lcl","LE_white","LE_white_ucl","LE_black_lcl","LE_black","LE_black_ucl","LE_wbgap_lcl","LE_wbgap","LE_wbgap_ucl"
"1","Maryland.1969.Female",75.25247303995,75.427677135119,75.6233295006194,68.6004848698513,69.0484153472366,69.5603777727564,5.83927784496168,6.37780527316966,6.85131977236252
"2","Maryland.1969.Male",67.7224419706593,67.9083519674013,68.0925480253559,60.0373289790452,60.4726941475991,60.8924916257883,6.98688675199294,7.42966070959107,7.88363423358292
"3","Maryland.1970.Female",75.5413456247797,75.7072403116696,75.878874700285,69.1059291938611,69.5022156631889,69.9269167773121,5.73926921503014,6.21056243721328,6.63767515030343
"4","Maryland.1970.Male",67.892527618433,68.0669465145876,68.2184921853623,60.4530048762396,60.831302170499,61.1833135836547,6.84313567272478,7.2340685289794,7.64441659410777
"5","Maryland.1971.Female",75.918234986339,76.0743053397244,76.2427292735141,69.737354657329,70.1437721790075,70.5470077396955,5.51437138921032,5.93750154428863,6.34804135658156
"6","Maryland.1971.Male",68.2613003490068,68.4274310130679,68.5933686351146,60.9663368149482,61.3197618795981,61.6682058776248,6.73029295234471,7.10213345252121,7.50260637966567
"7","Maryland.1972.Female",76.0253652055668,76.183881050042,76.3469668442911,70.3612397639338,70.7373876310754,71.0850178953526,5.05319210202149,5.44662983898234,5.85888889036596
"8","Maryland.1972.Male",68.4758896851447,68.6301247253715,68.7685634578895,61.6956792590632,62.0165925064259,62.3517323383453,6.25777197289599,6.61501013903178,6.96896775006254
"9","Maryland.1973.Female",76.3059284879493,76.4622408868561,76.6393408044538,71.1330244615065,71.493428962399,71.8580828454938,4.58705152989025,4.97285858642798,5.36359912005396
"10","Maryland.1973.Male",68.7876184217808,68.9414274721741,69.0907047068903,62.3491786624292,62.6405826626332,62.9462087644048,5.94018960653883,6.29949678749647,6.63933285049535
"11","Maryland.1974.Female",76.6122858802989,76.7787239368943,76.9411635590255,71.7346051208075,72.0783824939082,72.4412969928495,4.30167315986469,4.6975125334296,5.07042496202732
"12","Maryland.1974.Male",68.9861828477195,69.1331783601772,69.2997646474227,62.7814953614045,63.1062558224973,63.4008693730854,5.70568838785489,6.03053202310661,6.3978564888517
"13","Maryland.1975.Female",76.9986551724489,77.1781240501681,77.3482451398516,72.1228207847081,72.4753762402137,72.8391298206571,4.29417658768535,4.7078653402147,5.0872538366291
"14","Maryland.1975.Male",69.3683937538939,69.5366966330059,69.6971258777603,63.1764342930845,63.493963453145,63.8137961598286,5.67722901116357,6.04921821660466,6.40406931280853
"15","Maryland.1976.Female",77.0787442018491,77.2451476317897,77.4040453335777,72.2153065930239,72.5631163536444,72.9278611485291,4.29943238014491,4.67851737972004,5.03621746449223
"16","Maryland.1976.Male",69.7495787004978,69.9076939228178,70.0637881123298,63.55051855394,63.8780893945476,64.2008394214325,5.68380917906767,6.01405165263621,6.39030915202138
"17","Maryland.1977.Female",77.3826405508059,77.5446987299615,77.7063964018042,72.5425850588842,72.8908888547664,73.2564746835463,4.26302011859099,4.6552124788542,5.04431891534594
"18","Maryland.1977.Male",70.1032577809683,70.2624544882717,70.4190615067027,64.2621069684574,64.5640482971878,64.8789884105602,5.35663655568201,5.69982435063713,6.0545193856566
"19","Maryland.1978.Female",77.5683677111247,77.7472948354162,77.9033213897223,72.8377633085251,73.1787582270482,73.5120536453135,4.19943374281882,4.56008529945816,4.92858056866332
"20","Maryland.1978.Male",70.2884340404542,70.4516883097833,70.5989598616522,64.4405251724466,64.761805687241,65.0674817198779,5.34620173733023,5.68546253327441,6.03656782104412
"21","Maryland.1979.Female",77.7952576226016,77.9568397244968,78.1112516581566,73.0417789404875,73.3901063708984,73.7198208084235,4.20206943594662,4.56710441870832,4.95790081884471
"22","Maryland.1979.Male",70.6044147091963,70.7481899439957,70.8992537355786,64.6565162716203,64.9611221149794,65.2778397504497,5.4325286888954,5.78815321006466,6.14177627716481
"23","Maryland.1980.Female",77.7531519959984,77.9071425109314,78.0549704226804,73.2687028291321,73.5649356083355,73.921285816749,3.94405527931008,4.33797068335392,4.68518231783975
"24","Maryland.1980.Male",70.7630388426504,70.9221581599395,71.066619417169,64.8376093458258,65.142168053989,65.4504479645585,5.43915778543065,5.77412311849537,6.10199081026211
"25","Maryland.1981.Female",78.0305330090049,78.1847421483618,78.3385356537436,73.4681305427768,73.7640254751725,74.0917541296392,4.07535145190744,4.42140473637498,4.78336032107094
