"","stratum.id","age_minbin","COD","age_COD_cont_yrs_lcl","age_COD_cont_yrs_med","age_COD_cont_yrs_ucl","age_COD_cont_yrs_mean","age_COD_cont_prop_lcl","age_COD_cont_prop_med","age_COD_cont_prop_ucl","age_COD_cont_prop_mean"
"1","Nevada.1969.Female",0,"1",0.259100379242075,0.954723069200049,1.81416072315845,0.972123956039008,0.0658040937280298,0.218500959085405,0.52798867050224,0.242273865612237
"2","Nevada.1969.Female",0,"2",0.000558840420186762,0.00488276859621978,0.0155453561814391,0.00563739865329245,0.000115000213428858,0.00113484201681946,0.00423697369272777,0.00141179622273686
"3","Nevada.1969.Female",0,"3",-0.00334020824658615,0.016023255029119,0.0663539375354458,0.0197572544987854,-0.000800457289054556,0.00368699020436345,0.0186458844112772,0.00494907010904368
"4","Nevada.1969.Female",0,"4",-0.0104485044288696,0.0999090760800951,0.363496821623643,0.118657644613998,-0.00267409019802925,0.0232250856753653,0.0888391042783203,0.028964465536009
"5","Nevada.1969.Female",0,"5",-0.0135914678975782,0.0423891081560957,0.13533342751656,0.0480432232242308,-0.00338901117470879,0.00988659354489966,0.0398231218628959,0.0121441269628925
"6","Nevada.1969.Female",0,"6",-0.00270136732057543,0.00394909215670911,0.040307573563234,0.00760198975421293,-0.000710998512003818,0.000988456447791138,0.0105465557926228,0.00186465851693119
"7","Nevada.1969.Female",1,"1",0.00649810390372028,0.136147537084267,0.370845921722563,0.146774581550757,0.00139921551722904,0.0310075652202685,0.128441317018587,0.0379172899452762
"8","Nevada.1969.Female",1,"2",-0.00566774579514219,0.00164575712244638,0.0221839445973228,0.0037899501085953,-0.00160805429699999,0.000341916816465183,0.00610958582238538,0.00100222039295752
"9","Nevada.1969.Female",1,"3",0.000405508003042966,0.00707427136876905,0.0220886918325162,0.00837558264667863,0.000135955874640127,0.0016624549835025,0.00634718932214682,0.00207647096363028
"10","Nevada.1969.Female",1,"4",-0.00557075088722876,0.00991706128857455,0.0657007293205817,0.0148275336841095,-0.00131525730950279,0.00241528438973956,0.0180976219489908,0.00386668380945039
"11","Nevada.1969.Female",1,"5",-0.0442491183837217,0.027467219674477,0.133469791038193,0.0324023138274922,-0.00942989344533836,0.00651756391135301,0.0386565889214848,0.00864696728879542
"12","Nevada.1969.Female",1,"6",-0.00480755153732576,0.00234690268751809,0.0163768582074713,0.00340879847814452,-0.00126708462681374,0.000606632214951232,0.00491212890386152,0.000827200616083965
"13","Nevada.1969.Female",5,"1",-0.0147332992926247,0.00513711218101939,0.0476135857305046,0.00895868501552499,-0.00376937094606447,0.00124607420392264,0.011644357488709,0.0021123392653432
"14","Nevada.1969.Female",5,"2",-0.0137733152380338,-0.00665523673779398,0.000549398418220652,-0.00672958137518337,-0.00411264846556463,-0.00154868079213592,0.000118661660485047,-0.00170952399289721
"15","Nevada.1969.Female",5,"3",-0.00244529462878145,0.00151026078049561,0.0125079342293676,0.00214226549608975,-0.000583422851406451,0.000370228619897358,0.00287942451777532,0.000530516550859623
"16","Nevada.1969.Female",5,"4",-0.00416237477101849,0.00162411316207223,0.0148701351880129,0.00217785968694083,-0.00107142677868366,0.000360570898633373,0.00341838449870524,0.000517638205889548
"17","Nevada.1969.Female",5,"5",-0.0710440230480298,-0.00441278416941204,0.105289276224427,0.00275092474712994,-0.0211897501508248,-0.000957301161702431,0.0280992259831943,0.000392902715502245
"18","Nevada.1969.Female",5,"6",0.00193217529479486,0.0079622888296034,0.0395292540091325,0.011544349435698,0.000399760000757897,0.00184728033549982,0.0114824621634737,0.0030053427799792
"19","Nevada.1969.Female",10,"1",-0.0286939059141147,-0.00749223770375014,0.0208716494619275,-0.0068789893528896,-0.00855108572610338,-0.00168741156828746,0.00596078705122959,-0.00163228832666814
"20","Nevada.1969.Female",10,"2",-0.00967995038599295,-0.00375996007034771,0.00148010074858146,-0.00376184039193237,-0.002928677407338,-0.000854643367653748,0.000400308031818723,-0.000943450535083526
"21","Nevada.1969.Female",10,"3",-0.00165116708765772,0.0024959206210368,0.0142436445922124,0.00324900619827799,-0.000418587026396444,0.000567410500023035,0.00332289876933299,0.000791487663245549
"22","Nevada.1969.Female",10,"4",-0.000560162692338944,0.00319609531073726,0.0155093518826851,0.00437411948202448,-0.000150174168367204,0.00078598094216073,0.00411799005636706,0.00109805406876238
"23","Nevada.1969.Female",10,"5",-0.0279237850687798,0.0198351089925514,0.102091652259284,0.0242044578742421,-0.00730490714750488,0.00444420773929639,0.0276561631710093,0.00577353189796048
"24","Nevada.1969.Female",10,"6",0.00103074295621045,0.0132577659139383,0.057316242485788,0.0171056494274579,0.000205870848408409,0.00317691817261304,0.0163010285478071,0.00435602490606992
"25","Nevada.1969.Female",15,"1",-0.00038384889378909,0.0477246305410883,0.14852661775647,0.0546957338363368,-7.19966338811816e-05,0.0109942878611749,0.0486300985544891,0.0142937322840565
"26","Nevada.1969.Female",15,"2",-0.00763219870430422,0.0009746491862428,0.0160578403856189,0.00185279692209874,-0.00159443345829646,0.000238031208082101,0.00378255108850154,0.000458036505841161
"27","Nevada.1969.Female",15,"3",-0.00226305802597834,0.00508651176005137,0.0242070798445229,0.00689597571039212,-0.00050354845808488,0.00116276605742651,0.00805895545906923,0.0018629820863058
"28","Nevada.1969.Female",15,"4",-0.00801701920316616,0.00539330856334245,0.0310252309588456,0.00720596716017221,-0.00200566359681645,0.00124988658010476,0.00780034484416522,0.00165112392339876
