"","stratum.id","LE_white_lcl","LE_white_med","LE_white_ucl","LE_white_mean","LE_black_lcl","LE_black_med","LE_black_ucl","LE_black_mean","LE_wbgap_lcl","LE_wbgap_med","LE_wbgap_ucl","LE_wbgap_mean"
"1","Minnesota.1969.Female",76.9237415599266,77.1063860920617,77.2904929385379,77.1051676000321,71.5344999538704,73.2431280749153,75.199272655095,73.2910267331859,1.87468618436598,3.85156290497399,5.53170189248502,3.81414086684622
"2","Minnesota.1969.Male",69.3277799874291,69.5005194459747,69.671616116714,69.4992599095332,64.7598333023027,66.3671064881649,67.681783169769,66.3352194213436,1.75645662341246,3.13258347136683,4.7519358208338,3.16404048818961
"3","Minnesota.1970.Female",77.1217376524546,77.2752434622586,77.4282573488612,77.275454799832,71.710376525666,73.3032201558827,75.1265622855556,73.3579542260129,2.17249767287864,3.95434752253309,5.54770703984564,3.91750057381914
"4","Minnesota.1970.Male",69.5445142551024,69.713134818194,69.8635870230013,69.7114891793519,64.9715201065545,66.462319622692,67.697546605516,66.441836153047,2.01456093432734,3.24775897716557,4.69096799310596,3.26965302630496
"5","Minnesota.1971.Female",77.3611668039851,77.5261280394966,77.678332158369,77.5227613873899,71.8663871983855,73.4287020329589,75.1105008264924,73.4508200918257,2.42098454602343,4.07974625493496,5.62072453800395,4.07194129556418
"6","Minnesota.1971.Male",69.7655738687152,69.918931453629,70.0660632606356,69.9181985385282,65.0866470646271,66.5281079417567,67.8152732262521,66.5226044869388,2.1005454384807,3.38697099657212,4.81350315312582,3.39559405158936
"7","Minnesota.1972.Female",77.5263135309313,77.6809972997996,77.8494259696832,77.6818484071985,72.0945209847368,73.5250699391543,75.0569442918947,73.5669978986011,2.59415676448118,4.14970418422437,5.59335295294361,4.11485050859742
"8","Minnesota.1972.Male",69.8883369487814,70.0384756544958,70.1800378544996,70.0372326882389,65.1980796295172,66.6130285628122,67.8056989349779,66.5725100100767,2.20345212337848,3.42969399354232,4.85578796174678,3.46472267816222
"9","Minnesota.1973.Female",77.8776178972214,78.0264886960556,78.169956842604,78.024834284256,72.3197344908209,73.5986041141938,75.1161920270174,73.6459929804872,2.90358412776697,4.40219663292527,5.70935091333339,4.37884130376882
"10","Minnesota.1973.Male",70.2462067910706,70.4008894643004,70.5581625035073,70.4030612091689,65.3853951102561,66.8114677909505,67.9199730639658,66.768270544407,2.48435227092677,3.59744407011064,5.00382259012045,3.63479066476193
"11","Minnesota.1974.Female",78.20904258047,78.3668136276732,78.5142060220914,78.3653850042013,72.4732794719334,73.7349074026155,75.1553219362186,73.760868633092,3.19030197721329,4.60828166216722,5.90040777036179,4.60451637110935
"12","Minnesota.1974.Male",70.6680820397464,70.8181641173117,70.9601892855886,70.8149793052987,65.7270439720806,67.0225708915474,68.2248462902083,67.0215023009042,2.60072020094694,3.7932771731274,5.05700101182648,3.79347700439447
"13","Minnesota.1975.Female",78.8079985963032,78.9682486216939,79.1367858977148,78.9703268292434,72.6406041745528,73.8137701930406,75.12411417537,73.8351978059703,3.80002316715065,5.15363061693476,6.34306958657406,5.1351290232731
"14","Minnesota.1975.Male",71.0121774417319,71.1678614282146,71.3190472711765,71.16783193528,65.9468954077399,67.0994546438033,68.3192000789641,67.1083661202627,2.82664724570248,4.07350797255402,5.26820623718639,4.05946581501723
"15","Minnesota.1976.Female",79.1603266451003,79.3147978619577,79.4658633982631,79.3167158402159,72.6422067891309,73.8170887638834,75.0627881565519,73.8195641815369,4.22732584323775,5.49307638799352,6.64853192081283,5.49715165867897
"16","Minnesota.1976.Male",71.2889152204408,71.4353092491473,71.5796366902018,71.4323407169628,65.9233349241666,67.1609098050605,68.3197191627886,67.1532075889557,3.14088596494919,4.25423843748469,5.48912593180372,4.27913312800707
"17","Minnesota.1977.Female",79.5697465057936,79.7312540395532,79.8860985255678,79.7287156271924,72.9377760147974,73.9994174296273,75.1083938127336,73.9955145971893,4.62546904673323,5.73567723169424,6.78191643669317,5.73320103000305
"18","Minnesota.1977.Male",71.6700522821023,71.8151836092128,71.9612363552208,71.815306802987,66.1597591791175,67.2740488853377,68.3295971124155,67.2674193797752,3.43832740444148,4.5421227105721,5.65839804794427,4.54788742321185
"19","Minnesota.1978.Female",79.6575987152489,79.8116629590185,79.9606688847205,79.8100801991263,73.1065724031969,74.2351446265049,75.360901431516,74.2453338724205,4.43713937980035,5.54776603781945,6.68630455122763,5.5647463267058
"20","Minnesota.1978.Male",71.833118409928,71.9856353344063,72.1204040967559,71.9840108671937,66.1497879419917,67.2819748710992,68.3549793343066,67.2742576611298,3.63498141764413,4.70326395339685,5.84253746778047,4.70975320606391
"21","Minnesota.1979.Female",80.0011207237409,80.1515399827397,80.3102087256858,80.1537563890559,73.2789801292916,74.5092421371181,75.5347490086306,74.4812631803129,4.58969269584255,5.65096705687397,6.88391754029053,5.67249320874296
"22","Minnesota.1979.Male",72.3447697730178,72.4870574746319,72.6236373261018,72.4852224675267,66.3799482605139,67.4316972246982,68.4581711540562,67.4229688216038,4.02403474199678,5.04775785560597,6.12041089549779,5.06225364592289
"23","Minnesota.1980.Female",79.9812997136966,80.1354098709777,80.291102219557,80.1339786609433,73.50760369406,74.7161647864499,75.7894810011567,74.6986406925226,4.3332172175583,5.43249489307509,6.62760661360153,5.4353379684207
"24","Minnesota.1980.Male",72.5274891202326,72.6660415248986,72.8060290830321,72.6664437101681,66.6148474443925,67.6617356254435,68.6714600463662,67.6525728047274,3.96995087871644,4.99516161258251,6.06289347632254,5.01387090544062
"25","Minnesota.1981.Female",80.3573446231831,80.5044440574402,80.6513223673964,80.5045685337846,73.872443417473,74.9720217684246,76.0455069928513,74.9575539530857,4.44309998667436,5.53468419898137,6.66336175920846,5.54701458069892
"26","Minnesota.1981.Male",72.7982728569432,72.933643451376,73.0741649574599,72.9336093406981,66.7562494731283,67.8179501610116,68.7947335434962,67.8030600557575,4.11948822570716,5.10890264120287,6.22384192857027,5.13054928494057
"27","Minnesota.1982.Female",80.4323694793421,80.5759693204519,80.7280251500968,80.575973019155,74.1045765670099,75.2114114158649,76.272852348262,75.2028351870938,4.29228570230482,5.37744053513178,6.4692622922952,5.3731378320612
"28","Minnesota.1982.Male",73.0510997954788,73.1983001811859,73.3385174300667,73.1964466427113,67.1871926057648,68.2226292379515,69.148707444837,68.2105542465981,4.0556166662358,4.97776845228793,6.01170808934485,4.98589239611317
"29","Minnesota.1983.Female",80.3204645453325,80.4621115527297,80.6005433388416,80.4628395513944,74.3391395938905,75.4000105978945,76.4106483984582,75.3924185756652,4.04482297727704,5.04840576760437,6.15828570945827,5.07042097572913
"30","Minnesota.1983.Male",73.1802249793048,73.3347854030831,73.4615552411462,73.3322757029064,67.5432054379619,68.5082576969322,69.4937048948051,68.5133828744655,3.80933258392977,4.82662711993891,5.81084286242088,4.81889282844094
"31","Minnesota.1984.Female",80.4381961690603,80.5774629358976,80.715191357818,80.5776281455875,74.7572099487257,75.7967403865514,76.9516810114613,75.8075745198256,3.63275120346616,4.77242376445935,5.8146404142988,4.77005362576193
"32","Minnesota.1984.Male",73.4593223232316,73.5916275413499,73.7343785048916,73.5934909009055,67.805899308827,68.7575752026098,69.6599714509348,68.7564089951595,3.91299954367386,4.83106288372937,5.7861290882093,4.83708190574598
"33","Minnesota.1985.Female",80.2220615991595,80.359466371115,80.4838518604162,80.3612534901164,74.9023199788939,75.9795099926476,77.025142146212,75.9565235147674,3.31068927600997,4.38805107876637,5.49101149050833,4.404729975349
"34","Minnesota.1985.Male",73.5869186732289,73.7204668094026,73.8567056582542,73.7205101258773,67.8987989653832,68.8028156840749,69.8075199401658,68.8340826281584,3.91725187357924,4.91466243010618,5.83203652962043,4.88642749771889
"35","Minnesota.1986.Female",80.3385403970452,80.4698280432465,80.6232505724756,80.4733767703425,74.9498231908839,75.9718073859115,77.0520656249183,75.9806410700932,3.40664419090349,4.50130204662517,5.58732388438762,4.49273570024936
"36","Minnesota.1986.Male",73.6687594862393,73.8111495640312,73.9521145451273,73.8098013957874,68.0332750069823,68.8716951722178,69.7795931751614,68.8813533553653,4.0362465392066,4.94280204726955,5.79671236845445,4.92844804042213
"37","Minnesota.1987.Female",80.4894764952138,80.6289707005542,80.7663652119232,80.6298929538417,75.021080217708,76.066706344392,77.1493761340731,76.0736596084592,3.45352177565332,4.56941330976832,5.60891877324686,4.55623334538254
"38","Minnesota.1987.Male",74.01623435021,74.1592778738164,74.2989997298301,74.1582360961543,67.9763184225699,68.8054887257443,69.6825776027546,68.8108236587575,4.46710484756327,5.34871576387947,6.23467411276955,5.34741243739682
"39","Minnesota.1988.Female",80.5292370498612,80.6650827010456,80.8001989952915,80.6647024811068,75.2196952308716,76.2530765928936,77.2915929566346,76.2629644577894,3.32993873120938,4.41848062474702,5.48037561611891,4.40173802331746
"40","Minnesota.1988.Male",74.133147878651,74.2636146531159,74.4018541953668,74.2665744914682,67.8499031211522,68.7276489804065,69.6709118153866,68.7226970453838,4.58566665696975,5.54507173336022,6.41634391930852,5.5438774460844
"41","Minnesota.1989.Female",80.9307251413231,81.0772139178445,81.2109689061297,81.075850417964,75.5304936577974,76.4998747857654,77.5732803829829,76.5041095491263,3.44470376455633,4.58652979287278,5.59102066196299,4.57174086883765
"42","Minnesota.1989.Male",74.5054306307241,74.6350643673282,74.7686750351575,74.6348545362415,67.8683561865394,68.7538567969512,69.6212422073899,68.7540859256331,5.00095726933859,5.88235158496606,6.76781348355476,5.88076861060845
"43","Minnesota.1990.Female",81.0189935865818,81.1574738858946,81.2885645774434,81.1576155344327,75.7172985278028,76.7026153974868,77.9166159408083,76.7188446284449,3.26168307184126,4.4755190596517,5.488319609561,4.43877090598779
"44","Minnesota.1990.Male",74.6372354987114,74.7761132211101,74.9066223899305,74.7746864879515,67.8651253572479,68.7098315298392,69.5425354017484,68.7141021580579,5.19140214086415,6.05781418777178,6.91653124927354,6.06058432989358
"45","Minnesota.1991.Female",81.1577018081205,81.3029887712264,81.4382039346548,81.2993105848014,75.818658920997,76.8023028480216,77.9382232489645,76.8149418294397,3.37533236782852,4.50897224351137,5.50682979780999,4.48436875536166
"46","Minnesota.1991.Male",74.706163683547,74.8519393068842,74.9887829674279,74.8522971245665,67.9890482694402,68.85814438736,69.6400643125225,68.8325283210997,5.21752507434796,6.00144619936385,6.89672941376616,6.01976880346684
"47","Minnesota.1992.Female",81.2491479502739,81.3760758897974,81.5267852310296,81.3779495279919,75.9610953637312,76.9371549241816,78.0079411825203,76.9468753761869,3.39626545578447,4.43070838347766,5.45028218439329,4.431074151805
"48","Minnesota.1992.Male",74.9948966010068,75.1385981128422,75.2699360753411,75.1377097873015,68.1031348480486,68.9831306607715,69.7662009191353,68.9750074986574,5.3637287264678,6.16497693827706,7.05551968708843,6.1627022886441
"49","Minnesota.1993.Female",81.1397024088975,81.270296150909,81.4100258295516,81.2706719084257,76.0282392043526,77.0325532157348,78.0024940593161,77.047563119485,3.27011070682484,4.21890469154467,5.22645306934039,4.22310878894076
"50","Minnesota.1993.Male",75.0341721506824,75.1600342677282,75.2920368611458,75.1595003309359,68.2501781351236,69.0617522156385,69.8231372490791,69.0542599911638,5.32378925357372,6.10223731866641,6.87931265740526,6.10524033977208
"51","Minnesota.1994.Female",81.2467534140831,81.3832779261149,81.5271746405244,81.3833674052935,76.0792356320965,77.0090344096381,77.9651760108557,77.0122403765399,3.40557913998335,4.37497068303906,5.2933638861445,4.37112702875365
"52","Minnesota.1994.Male",75.203416296697,75.3276759663356,75.4533538078981,75.3281565893329,68.4291897930314,69.2341901712389,69.9174442897916,69.2101172699719,5.35455251762496,6.09844548858023,6.90265761844706,6.11803931936096
"53","Minnesota.1995.Female",81.2077144000641,81.3358136788401,81.4603988607224,81.3354630924718,76.2959144507633,77.1260064015984,78.0568565520708,77.1248728919483,3.28462517967744,4.20565450691532,5.05811216063272,4.21059020052348
"54","Minnesota.1995.Male",75.3461968355845,75.4758056801309,75.6109130457617,75.4764872147817,68.7892459887696,69.5086353599528,70.3187790208494,69.5142781531212,5.14295245480974,5.9531529625418,6.70918573256839,5.96220906166045
"55","Minnesota.1996.Female",81.4062793577727,81.5402274230258,81.6690649939939,81.538817238855,76.4848588763899,77.3264339892733,78.2618123874121,77.3380529929075,3.27237299527722,4.2075562081649,5.06927093697866,4.20076424594746
"56","Minnesota.1996.Male",75.6695278063099,75.7951851645665,75.9253891072425,75.7943411380838,69.1739255076517,69.8833170326186,70.6500314806389,69.8954719012288,5.1213534412373,5.91112544158351,6.61602020772515,5.89886923685495
"57","Minnesota.1997.Female",81.5657839299351,81.6889988370793,81.8158343920334,81.6888250268224,76.733263138259,77.5737070444848,78.5881355801557,77.5853995405402,3.11840825637859,4.13391619424288,4.98220581246431,4.10342548628214
"58","Minnesota.1997.Male",75.9832837770921,76.1158479422563,76.2477381600761,76.1148559762044,69.5322380440251,70.2759579504469,71.0033771266888,70.2713376409955,5.13667442962743,5.83664557641395,6.56400224078785,5.84351833520883
"59","Minnesota.1998.Female",81.5864736184486,81.7143146714711,81.8455670870008,81.7143582353972,77.1029336222497,77.9773793830897,78.9256198661756,77.9864034096523,2.78030644249822,3.73983094972937,4.61359262583633,3.7279548257449
"60","Minnesota.1998.Male",76.2575574253899,76.3804211172455,76.4894763887834,76.3788926810683,69.8882127137928,70.6184175060782,71.309266069417,70.6158901814252,5.10212507509156,5.75163946692594,6.47215692575453,5.7630024996431
"61","Minnesota.1999.Female",81.4646679445952,81.5886480575339,81.7117028606547,81.588108775186,77.4117558183295,78.1857616951287,79.1223359491193,78.2102989252874,2.43883227725399,3.40849772036266,4.19970194776846,3.37780984989856
"62","Minnesota.1999.Male",76.3738707753477,76.5023645363208,76.6311619970815,76.5028921440477,70.3386841866427,71.0742216595146,71.7416332315026,71.0643814545715,4.73080621240363,5.43105154102673,6.14448274125493,5.43851068947626
"63","Minnesota.2000.Female",81.6662859157301,81.7914155391711,81.9254050577082,81.7908352338253,77.8199904700858,78.5635048192407,79.5337742151673,78.6054463413502,2.25678003359616,3.2197801941168,4.0036407861411,3.1853888924751
"64","Minnesota.2000.Male",76.6854562529146,76.8132931074688,76.9453508845034,76.8137428453243,70.9433921265408,71.615429291517,72.2624107593144,71.6097596228445,4.54154110326478,5.19453585451197,5.90518899811938,5.20398322247978
"65","Minnesota.2001.Female",81.8285416996324,81.950069973499,82.0740131551931,81.9512375605976,78.065515362155,78.8652810697317,79.8102704167591,78.8874078792675,2.13417310274903,3.09765564638496,3.92477909574826,3.06382968133017
"66","Minnesota.2001.Male",76.8683245164329,76.9975730997513,77.1310134462922,76.9980585981423,71.5732407598664,72.219085602757,72.9251977879412,72.2369645236742,4.048349524363,4.78002713500466,5.43093526656017,4.76109407446803
"67","Minnesota.2002.Female",81.8871430745775,82.0103304135751,82.1307156175339,82.010629731546,78.3328435293926,79.1171772676591,80.0277598946465,79.143317672577,1.97455415921737,2.88383259737535,3.71970505256313,2.86731205896898
"68","Minnesota.2002.Male",77.0426029378261,77.163613962484,77.2904834834688,77.164125886808,72.2063143192845,72.8509477630872,73.5741806636105,72.8625662186878,3.58395067174844,4.3096895816098,4.98557126389689,4.30155966812014
"69","Minnesota.2003.Female",82.1896380723887,82.3098157735109,82.4389410142319,82.3112395445001,78.6319347475405,79.3915960100787,80.2821652583393,79.4192613080967,1.99254629453019,2.9182461764894,3.68184205770021,2.89197823640337
"70","Minnesota.2003.Male",77.3803677787309,77.5003196784034,77.623640240885,77.4991324171457,72.8631439277039,73.6065415860664,74.3570878178808,73.6064820595778,3.12574195103184,3.90077735033337,4.64775779835277,3.89265035756794
"71","Minnesota.2004.Female",82.4494877350484,82.5794508913752,82.7059777587207,82.5797899218109,78.8340303486639,79.6357315281971,80.5624628143971,79.6639529870267,1.99022877134442,2.92996616727726,3.74291945299095,2.91583693478414
"72","Minnesota.2004.Male",77.7165854551855,77.8424028986166,77.9651989178416,77.8426005544529,73.3729649537544,74.1281833059883,74.8958837133439,74.1154343703243,2.94822527374649,3.71554206505921,4.47972585502169,3.72716618412858
