"","stratum.id","age_minbin","age_cont_yrs_lcl","age_cont_yrs_med","age_cont_yrs_ucl","age_cont_yrs_mean","age_cont_prop_lcl","age_cont_prop_med","age_cont_prop_ucl","age_cont_prop_mean"
"1","South Carolina.1969.Female",0,0.709011158711002,0.946415851681369,1.19169213150373,0.947751340620556,0.0968870419310145,0.126554994459011,0.156273230734799,0.126422130547287
"2","South Carolina.1969.Female",1,0.147858413546366,0.208847323145197,0.282883093986896,0.21086485633698,0.0198160216668814,0.0278938377179891,0.0382501798217141,0.0281698914481861
"3","South Carolina.1969.Female",5,0.0293789105592655,0.0676628566287706,0.111459686444482,0.0682268361231236,0.00393529685801223,0.00904475306570982,0.0150274874723987,0.00911820883090284
"4","South Carolina.1969.Female",10,-0.0211945257441282,0.010261926063111,0.0450769973586622,0.0108420784090317,-0.00281236045064094,0.00137007986106494,0.00595176233457325,0.00144307120612604
"5","South Carolina.1969.Female",15,0.0126505222971476,0.0605939615559032,0.104819067670415,0.0604833072146559,0.00167958826101754,0.00808888551431319,0.0137237946342147,0.0080709311838307
"6","South Carolina.1969.Female",20,0.148620449785782,0.204431616043009,0.267128268263954,0.206419798708233,0.0197991905568156,0.0273196125180685,0.0361496096233557,0.0275827706812958
"7","South Carolina.1969.Female",25,0.20323021418456,0.278844601435413,0.358387263040707,0.279129976611482,0.0270252451605547,0.0371897950887757,0.0484453346580822,0.037293080408576
"8","South Carolina.1969.Female",30,0.347564918466549,0.42388159676017,0.528648839032924,0.426962732708421,0.0455770456269584,0.0567278392985322,0.0705507351015073,0.0570502928368653
"9","South Carolina.1969.Female",35,0.590813692718324,0.69215571542204,0.805454030925267,0.694695230622259,0.078304163805532,0.0926714709391905,0.108335172455602,0.0928211998956667
"10","South Carolina.1969.Female",40,0.682134440231727,0.801565520755289,0.92059700737482,0.801906163121633,0.0916994480054886,0.107080734379274,0.122525918984846,0.107113398341771
"11","South Carolina.1969.Female",45,0.771677668164549,0.890424837415669,1.01373093959163,0.891945702780962,0.102362998589171,0.119179433138744,0.13744047071922,0.119180510061427
"12","South Carolina.1969.Female",50,0.868697512582088,1.00372751474421,1.14735547387209,1.00366142421932,0.115487823291646,0.133805744993296,0.153861479945011,0.13409227255753
"13","South Carolina.1969.Female",55,0.965386201351104,1.10750188455617,1.24450501490961,1.10712193619599,0.127439357711027,0.147575447698096,0.16753713547418,0.147913871936778
"14","South Carolina.1969.Female",60,1.0460749877873,1.17939394038606,1.31664195984592,1.18103442989842,0.139810264496693,0.15742885095679,0.179451779481077,0.157802579373605
"15","South Carolina.1969.Female",65,0.695708372123491,0.798686803592602,0.912537457945345,0.800328056269383,0.0929544982390014,0.106579151811344,0.123108656839729,0.106937928387115
"16","South Carolina.1969.Female",70,0.366814582011132,0.469521202940871,0.569687459165089,0.469656482694434,0.0496524376324923,0.0625307785936821,0.0772220027302523,0.0627358649469794
"17","South Carolina.1969.Female",75,-0.138129155859196,-0.0601926490761034,0.0174575286649767,-0.059960646682993,-0.0188515650006485,-0.00808613984205579,0.00216881043758388,-0.00806685104465381
"18","South Carolina.1969.Female",80,-0.374366543470848,-0.305877063072434,-0.237191949775996,-0.30516018214334,-0.0508023304513231,-0.0408374602608442,-0.0306174944009235,-0.0408437670231222
"19","South Carolina.1969.Female",85,-1.58485140440029,-1.30058611481665,-1.04670537473238,-1.3045643545448,-0.223959599577103,-0.173251418797954,-0.13311415118025,-0.174837384576164
"20","South Carolina.1969.Male",0,1.08614787147513,1.32097780115945,1.56762222510831,1.3198111240641,0.141511446491379,0.169237005729753,0.198079807334593,0.169233617619723
"21","South Carolina.1969.Male",1,0.120683977172679,0.18424075463969,0.254952751377148,0.185161992519783,0.0154768882451422,0.0237262118506452,0.0325030653259508,0.0237525868550834
"22","South Carolina.1969.Male",5,0.0654774933555181,0.114373265158007,0.162740253859404,0.114927469084079,0.00859018701542463,0.0146876804721464,0.0209466217214044,0.0147453293092571
"23","South Carolina.1969.Male",10,0.0183258347467917,0.0618783040725473,0.109592316453455,0.0617885281471258,0.00230064544055245,0.00791386052972198,0.0139334437037177,0.00792575025483151
"24","South Carolina.1969.Male",15,0.0878300887944209,0.165075442006911,0.246838641356235,0.164468438214224,0.0114368358025005,0.0212540493506488,0.0314597187363588,0.0210992212546743
"25","South Carolina.1969.Male",20,0.482134450428711,0.604917881316673,0.729632110719325,0.604604500144753,0.062177592310516,0.0777182126987248,0.0934795472270326,0.0775683919067849
"26","South Carolina.1969.Male",25,0.531870646011399,0.652887289409111,0.79961618328033,0.656266057622893,0.0687933968836485,0.0836265870166721,0.101907748690155,0.0841957111913829
"27","South Carolina.1969.Male",30,0.735228333199206,0.869871349804368,1.02631984832245,0.871153417031414,0.0946076513576226,0.11129836512779,0.132104726162034,0.111784515892659
"28","South Carolina.1969.Male",35,0.732629658454097,0.860637285223296,0.994734571921432,0.860351031193033,0.0936200029858128,0.110382830158884,0.128126946024833,0.110404637122091
"29","South Carolina.1969.Male",40,0.737152246545108,0.86992410730559,1.0125157499877,0.871671426559423,0.094877239844007,0.111879301224733,0.129059235503183,0.111860900209301
"30","South Carolina.1969.Male",45,0.691228409901284,0.826842599343459,0.96631212277758,0.825992168374707,0.088588491282298,0.105519343064531,0.125390861307678,0.106000557535995
"31","South Carolina.1969.Male",50,0.630643465092587,0.752477301064767,0.887161624842708,0.752573372080834,0.0813027971392095,0.0966253166068856,0.113636286781537,0.096557821802208
