"","stratum.id","LE_white_lcl","LE_white","LE_white_ucl","LE_black_lcl","LE_black","LE_black_ucl","LE_wbgap_lcl","LE_wbgap","LE_wbgap_ucl"
"1","Iowa.1969.Female",76.6587902511888,76.8482563051349,77.0315978723755,69.0027340731353,70.4607800478293,71.8218380112865,4.99706742921385,6.3978948880657,7.894046637606
"2","Iowa.1969.Male",68.8518034477683,69.0477083395989,69.2406993097493,60.2421506256489,61.9762851078872,63.4745286403055,5.5158711093467,7.06568989838212,8.88885172780153
"3","Iowa.1970.Female",76.809037616925,76.9765937181248,77.146528073962,69.1757888289531,70.5397077652663,71.8199867491717,5.11644201412121,6.43256208115702,7.74535489057927
"4","Iowa.1970.Male",69.0345625265089,69.20646096693,69.3760242084972,60.6194387713187,62.3163741835945,63.7564494169015,5.43583874929504,6.90160241784736,8.55577042896172
"5","Iowa.1971.Female",77.0230352985894,77.1850876608859,77.3376395968652,69.5809846098194,70.8457715514279,71.962590138939,5.15999809471838,6.33827937240046,7.57995229577326
"6","Iowa.1971.Male",69.1427988160953,69.3039625243437,69.4688940313059,61.1176449578145,62.6751462828806,64.1165991499406,5.17109513430497,6.63664938875882,8.18525268191059
"7","Iowa.1972.Female",77.0891191974792,77.247782898385,77.4089826745459,70.0274755323672,71.0502903896414,72.1665938169552,5.07345830607972,6.19413364719916,7.3377032512185
"8","Iowa.1972.Male",69.2498248055448,69.4123710145569,69.5710073244038,61.517649385893,63.0965257673038,64.4751331543744,4.97012753965265,6.31347290683326,7.8817671671029
"9","Iowa.1973.Female",77.4913831539963,77.651948248255,77.8141500925619,70.2503251071804,71.350198952814,72.5173655596407,5.09922013128686,6.30738842916165,7.40427426630832
"10","Iowa.1973.Male",69.5525956534981,69.7201437433506,69.8734371376566,62.053817119973,63.4572921812636,64.7742948228566,4.93443267874316,6.2572375289859,7.65262817695914
"11","Iowa.1974.Female",77.8807032002238,78.0424978287641,78.2076728124491,70.5116322983745,71.6044364370483,72.762127036314,5.26835936892361,6.41353619474955,7.58289258238133
"12","Iowa.1974.Male",69.8997199096577,70.0603474435449,70.2262618524506,62.4038835300854,63.7897961522615,65.0647339040122,5.02141295002009,6.27363239783814,7.62120666435085
"13","Iowa.1975.Female",78.3859671490825,78.5485061304076,78.7064102515081,70.8331724438442,71.9512716346756,73.0071130678059,5.56808572927269,6.60667939679654,7.79181123341257
"14","Iowa.1975.Male",70.2969288192405,70.4602695094398,70.6129184238928,62.8233235882442,64.1151979575297,65.3805721593597,5.09498641079657,6.33963906324687,7.64031758563019
"15","Iowa.1976.Female",78.6382962679347,78.8061258775536,78.9602886642152,71.0926934732919,72.2547195773955,73.2766935798914,5.50131618355488,6.5507661231763,7.6954327300175
"16","Iowa.1976.Male",70.6941903355552,70.8513421702976,71.0113396601636,63.0992740344449,64.4143783779851,65.6474995192492,5.20695148726292,6.44014495902409,7.73482332553587
"17","Iowa.1977.Female",79.0936042629414,79.2653533756643,79.4211887019067,71.4460484838359,72.6327693826894,73.6503111167456,5.60386159260739,6.62569130080193,7.82307492964649
"18","Iowa.1977.Male",71.1016325840162,71.2653966468502,71.4188444496255,63.5260097996476,64.758488503171,65.969315714562,5.29788955442057,6.51068967631077,7.74860165360445
"19","Iowa.1978.Female",79.2753923158211,79.4460530127164,79.6033560371744,71.668503970313,72.9174202069395,73.8674734582456,5.51667131928066,6.52574644821951,7.82191769029075
"20","Iowa.1978.Male",71.298223161695,71.4622121185368,71.6145231298494,63.9322003014104,65.0973030032669,66.2407061964351,5.21247103617607,6.36462703387243,7.57048950547831
"21","Iowa.1979.Female",79.5781842419932,79.7215417511026,79.8904984925939,72.0012471952824,73.1189820888413,74.1835134934184,5.55044363752498,6.61506990600557,7.79363854399147
"22","Iowa.1979.Male",71.6174977789523,71.7872884470094,71.9453059322648,64.3102260368257,65.412683912654,66.5185498855857,5.25384171357327,6.38086877758862,7.52371645854857
"23","Iowa.1980.Female",79.7285855450661,79.8808575265053,80.0379266250507,72.2564747108808,73.3323084517204,74.3201541082983,5.52133474541685,6.55368131741905,7.62188360583848
"24","Iowa.1980.Male",71.854129214978,72.0131817640669,72.1764342145309,64.4964420512872,65.6440101163092,66.7977613229812,5.19072213197246,6.35563852660162,7.53798883697353
"25","Iowa.1981.Female",79.8965898227233,80.048603667328,80.2085218779972,72.4551992437324,73.5271163796123,74.5309895482496,5.4927317360475,6.53661139501478,7.5823426671287
"26","Iowa.1981.Male",72.2247485275236,72.368530015447,72.5224775379002,64.9242947609278,65.9634945575865,67.0233621120072,5.33535134919318,6.3953543753182,7.45415830235038
"27","Iowa.1982.Female",80.0655470223727,80.2260640869118,80.3792942414432,72.8222367385795,73.7776496893092,74.8554514489851,5.36909230624959,6.43763838774672,7.4206860464963
"28","Iowa.1982.Male",72.3766479221281,72.5251232663323,72.679909300726,65.1695208891868,66.2299264575848,67.3260457934085,5.22875121325068,6.27469499477508,7.32510056016913
"29","Iowa.1983.Female",80.0515906599222,80.1963402505738,80.360099334436,72.9743852090021,73.9912261862225,75.0253553616224,5.1384532895974,6.20667347926267,7.21906701367562
"30","Iowa.1983.Male",72.5133273613352,72.6641524031346,72.8097701588191,65.4873887151783,66.5225406918517,67.6100505690398,5.02828673419709,6.14656100198049,7.17450827525759
"31","Iowa.1984.Female",80.0805880210307,80.2386689361608,80.3789743399912,73.2010340584893,74.1800709087674,75.2451056510678,4.98458539266715,6.07379040745924,7.01263133295953
"32","Iowa.1984.Male",72.781065219888,72.9243964340739,73.0654340170942,65.8928281382849,66.8575842807114,67.9635750550777,4.92633638787014,6.06296807429582,7.01799803122499
"33","Iowa.1985.Female",80.0691092044519,80.2203755161965,80.3661716433636,73.3266981116413,74.3516236890923,75.3834861611369,4.81343482486838,5.87723827225675,6.88852412948274
"34","Iowa.1985.Male",72.8710078647812,73.0103729869285,73.1621986582262,66.1743443504497,67.1039414340956,68.1739579855707,4.8262804989216,5.89903796134244,6.86436326763427
"35","Iowa.1986.Female",80.2186883933985,80.3613408031836,80.5131854955929,73.4189888900531,74.4404588942532,75.4349470976021,4.92326833463243,5.92771538033518,6.97849140802992
"36","Iowa.1986.Male",73.1380216980461,73.2739714783696,73.411382670689,66.3255604182178,67.3118105961269,68.3159170933539,4.92467121044646,5.96694871530961,6.97790855406006
"37","Iowa.1987.Female",80.3430687209962,80.4899486877099,80.637714726229,73.6156887766962,74.5869105365135,75.636291839852,4.85380715771353,5.89363985585667,6.90080877607721
"38","Iowa.1987.Male",73.1984739854071,73.3472515914237,73.4903844343325,66.5558220733219,67.5339977480023,68.547423117664,4.74844367575163,5.80044129391703,6.77854659576379
"39","Iowa.1988.Female",80.3198035230683,80.4715575008002,80.6197401883573,73.8295425431973,74.805326580769,75.856870299819,4.6042469413637,5.65032000168553,6.6438923942626
"40","Iowa.1988.Male",73.3243496934406,73.4713289519897,73.6253004388197,66.6203696375923,67.6216322930441,68.648614366944,4.80436413617465,5.85127524014113,6.81134093964708
"41","Iowa.1989.Female",80.4769453597863,80.6220119426586,80.7765303909518,73.9215290438607,74.8745279638901,75.858818770325,4.77727097593506,5.74679733946767,6.71470854233167
"42","Iowa.1989.Male",73.6686623201578,73.8122403998663,73.9625713084604,66.7127975388781,67.7254774381699,68.7003073100062,5.09657639214682,6.09514313060557,7.10934432761775
"43","Iowa.1990.Female",80.6932532572451,80.8349411482627,80.9863968854315,73.8766902943651,74.8276802450656,75.8397874271297,5.00731655026786,6.02028791248814,7.01652580537481
"44","Iowa.1990.Male",73.8612157774227,73.998619576514,74.1413647197786,66.7976281018767,67.7961356871628,68.7648288244503,5.22764287362873,6.21097167110119,7.17975789740504
"45","Iowa.1991.Female",80.754847854465,80.8939658979072,81.0374164666537,73.8294780319315,74.8012084991141,75.8157294134273,5.06484464356556,6.0978436047587,7.11879432631173
"46","Iowa.1991.Male",74.0279276792896,74.1708315867602,74.3199182599718,66.886892362732,67.84337311114,68.7241282270122,5.40578790054843,6.33290043942645,7.28042469928275
"47","Iowa.1992.Female",80.9508532728078,81.1112788682278,81.2734276438655,73.8801554436127,74.8202902317444,75.8605131988237,5.23658314772913,6.27495881540477,7.27250531933212
"48","Iowa.1992.Male",74.2768062463188,74.4162509417407,74.5594478431875,67.0561703554729,68.0151550201832,68.9065105507515,5.46997876250991,6.40934846119246,7.42124395774488
"49","Iowa.1993.Female",80.7003504509975,80.8432027259574,80.9757012082249,73.7496123183356,74.8647263857067,75.8428738874041,4.98315725825225,5.97815202564529,7.08076357729646
"50","Iowa.1993.Male",74.3096983060371,74.4532803972907,74.6116750359539,67.1792956920726,68.0919846118395,69.0191199090523,5.42846259126174,6.36035846707926,7.28729828179599
"51","Iowa.1994.Female",80.9019162414484,81.0439406866992,81.1905506907652,73.6467630158734,74.7278906915352,75.723817894715,5.27171802801705,6.31819943218107,7.39041986951234
"52","Iowa.1994.Male",74.4354321711262,74.5774583189171,74.7191987701883,67.3598352845602,68.2707254027538,69.2000933937987,5.42103483116084,6.30484722648089,7.20992250026483
"53","Iowa.1995.Female",80.8213845206738,80.9690759857621,81.1259257682316,73.7577869823191,74.779136986924,75.6818995793724,5.28220211793099,6.19227319501289,7.24745408147607
"54","Iowa.1995.Male",74.6541010630981,74.7986978214138,74.9581836053971,67.6088739072629,68.549673721131,69.3830999130314,5.40482145295866,6.25539190642631,7.2206417187528
"55","Iowa.1996.Female",80.885387771761,81.0221777669755,81.1526246620448,73.9194219087957,74.9038516775454,75.874421443033,5.09683593233071,6.11743855446091,7.10758204892375
"56","Iowa.1996.Male",74.9093801839318,75.0694281956448,75.2186413556091,67.9825490154888,68.921499079801,69.8086596121077,5.24651528418833,6.14452581943073,7.10205137624417
"57","Iowa.1997.Female",81.0246423942317,81.1687362865882,81.3168196980179,74.0846734403761,75.072454278846,76.1145469366253,5.05517177813329,6.0952151240217,7.08511615519229
"58","Iowa.1997.Male",75.059750349831,75.2170142993693,75.3629878558051,68.4741401513967,69.3676475927633,70.2803593647263,4.96484944837289,5.84542733245837,6.7309498405772
"59","Iowa.1998.Female",80.9211096504354,81.057139319915,81.1920000882003,74.2810611723658,75.2319452189501,76.3029144964733,4.74370493053362,5.82617085977399,6.8053459768482
"60","Iowa.1998.Male",75.2602177212259,75.400243604147,75.5376513417826,68.835017834471,69.7284583941137,70.5954865893082,4.74518148816264,5.67135287356753,6.60468044801642
"61","Iowa.1999.Female",80.9184467854413,81.0554598305049,81.1877074238963,74.4954050130517,75.4443327154997,76.4992477784968,4.53035360775552,5.60601677840577,6.5287608516964
"62","Iowa.1999.Male",75.5047513740221,75.644800536201,75.7798007448107,69.170920980619,70.1047112836976,70.951673165736,4.66763412247855,5.54895801752334,6.52476001120906
"63","Iowa.2000.Female",81.0391413373716,81.1841055278867,81.316956758325,74.651545026148,75.6248124456825,76.6476474226636,4.54153314196753,5.54878022535175,6.52258887011836
"64","Iowa.2000.Male",75.6934911334892,75.8430773845363,75.9813009431261,69.4932664298011,70.3685002761023,71.2892005988545,4.55107701882255,5.49559525222188,6.37488269609872
"65","Iowa.2001.Female",81.1339003282325,81.2781492347417,81.4140339441873,74.8733272098672,75.8078589409328,76.7324129751991,4.54521907745921,5.47060904857759,6.39940431147964
"66","Iowa.2001.Male",75.9217751792992,76.0590732306197,76.2108535361695,69.7558290198004,70.6091621007539,71.551151214013,4.48525113372804,5.44481800226968,6.31122435443248
"67","Iowa.2002.Female",81.1617281053589,81.2922937993363,81.4384706020544,75.035668694823,75.9982329800847,76.9150496755328,4.3667677579006,5.3045976997408,6.26524298146391
"68","Iowa.2002.Male",76.0457045889081,76.1853222614191,76.3299439653781,70.088478751791,70.9836389764909,71.9307619175806,4.24207813845387,5.21177534034236,6.0983739298837
"69","Iowa.2003.Female",81.2743782711012,81.4120320045769,81.5556939952502,75.1792651236474,76.1922196678892,77.1640242200173,4.23189117711234,5.22207808174429,6.21325088348227
"70","Iowa.2003.Male",76.2188315150246,76.3695503872462,76.5146471215574,70.4014048554372,71.3186014421772,72.326143529965,4.01205814710835,5.04991314298863,5.92646762908908
"71","Iowa.2004.Female",81.5736568236088,81.7128881423129,81.844999904421,75.3050410463193,76.3427510667353,77.2475416365972,4.42875162634395,5.36768716282821,6.40222232562228
"72","Iowa.2004.Male",76.4788696250277,76.6140747030571,76.7632845034972,70.7746009041604,71.6232208440287,72.7154384379541,3.84704463496257,4.98849906528034,5.86762623406185
"73","Iowa.2005.Female",81.4995842905894,81.6446526295699,81.7735110075706,75.6021738189352,76.6155143852634,77.5812935639338,3.9953620042069,5.03239361598244,6.04592351245786
