"","stratum.id","age_minbin","age_cont_yrs_lcl","age_cont_yrs","age_cont_yrs_ucl","age_cont_prop_lcl","age_cont_prop","age_cont_prop_ucl"
"1","Nevada.1969.Female",0,0.415776989879862,1.12569060121208,2.01233474235372,0.0955768817856115,0.245545957538768,0.435891677147218
"2","Nevada.1969.Female",1,0.0515096906484196,0.193561782194957,0.495103732808515,0.010651672999419,0.0427737287738889,0.119397323404488
"3","Nevada.1969.Female",5,-0.0814229058804943,-0.00213682707073346,0.111770595814607,-0.0189672294115493,-0.000464781034171925,0.0244809058698024
"4","Nevada.1969.Female",10,-0.0265295501315668,0.0229714423988152,0.107206989108158,-0.00617047160861956,0.00505161683779685,0.0249125457994566
"5","Nevada.1969.Female",15,-0.0670906755452781,0.0933039067275527,0.340371753506802,-0.0144094487459127,0.0197326854324139,0.0798733061127201
"6","Nevada.1969.Female",20,-0.0590262372886097,0.0930601612187635,0.334303219244028,-0.0131955123533495,0.0206168390211374,0.0680571280054996
"7","Nevada.1969.Female",25,0.0916743490900239,0.22719296068377,0.573087570257429,0.0190120535076638,0.050689102414541,0.133068768750639
"8","Nevada.1969.Female",30,0.130563051203007,0.298734502009603,0.53296165514731,0.0293554233994181,0.0630857544120183,0.134422688382456
"9","Nevada.1969.Female",35,0.0234346912570147,0.204040777126729,0.453827262066374,0.00516411514898885,0.0444634450576478,0.103374128119826
"10","Nevada.1969.Female",40,0.159379109227677,0.394702821651752,0.781545461178264,0.0356644936085529,0.0845422734573117,0.18738199763314
"11","Nevada.1969.Female",45,-0.0263366133569988,0.224650864400307,0.640036314164508,-0.00673454781642179,0.0476710960828347,0.143625204712379
"12","Nevada.1969.Female",50,-0.0293175526541755,0.261690110322708,0.845555211419787,-0.00742987104495408,0.0566463914467756,0.219482077112532
"13","Nevada.1969.Female",55,-0.119149477514034,0.196905689775102,0.58612229717527,-0.0278187388886043,0.042669795592079,0.140046865521305
"14","Nevada.1969.Female",60,0.140743377554102,0.6326461072869,1.38674819925096,0.0315479139913145,0.141848375615427,0.29012258218378
"15","Nevada.1969.Female",65,0.15640342075505,0.589801251701189,1.24222943739539,0.0324993245467563,0.128131010029728,0.260551491600867
"16","Nevada.1969.Female",70,-0.217425090317235,0.167348718515298,0.715445737533744,-0.0543845278352093,0.0339768648402383,0.160331272167917
"17","Nevada.1969.Female",75,-0.370916970584027,0.0666613726546647,0.641731686656005,-0.0919183206327745,0.0139319383804398,0.146649506352624
"18","Nevada.1969.Female",80,-0.435528171994081,-0.0449235215683911,0.443468867768426,-0.12426086019041,-0.0105729327871152,0.0849429755662401
"19","Nevada.1969.Female",85,-1.36127720997939,-0.362028464564386,0.470165861303546,-0.443516738012909,-0.0805662111981385,0.0843978182152791
"20","Nevada.1969.Male",0,0.41482094254719,1.09823255197395,1.92501867306306,0.114419106749889,0.255242571821481,0.49591736899224
"21","Nevada.1969.Male",1,-0.00743049905259852,0.141127145875719,0.385092062010611,-0.00164780744480965,0.0334902319004418,0.0886143504235966
"22","Nevada.1969.Male",5,-0.0127146798367587,0.0594989883269376,0.18879250828325,-0.00300807535320817,0.0138422899228478,0.0495553338114866
"23","Nevada.1969.Male",10,-0.0123199343560696,0.102421951342613,0.38920147807616,-0.00266364584350861,0.0249788232831538,0.0895794480209649
"24","Nevada.1969.Male",15,-0.234030046301827,0.0969817041543397,0.647419125553892,-0.0608975941834832,0.0221200024966655,0.150007271699786
"25","Nevada.1969.Male",20,0.0592913818167535,0.487233036548975,1.17192221146231,0.0175885855067635,0.114794042680864,0.264911069996485
"26","Nevada.1969.Male",25,-0.0131423540875854,0.328529583464923,0.900062310131774,-0.00422157517345066,0.0768505151885535,0.206887288438165
"27","Nevada.1969.Male",30,0.162538524562777,0.487184356469749,1.05111186823714,0.0362555677351517,0.115496033403645,0.257408887728113
"28","Nevada.1969.Male",35,0.259630438086157,0.593685896530742,1.144881880286,0.0592538752540369,0.139055095821435,0.284350292631941
"29","Nevada.1969.Male",40,0.0858583458358708,0.378848832810662,0.770988247523326,0.0199934846756559,0.0881004766481265,0.187793580772898
"30","Nevada.1969.Male",45,-0.114530105240345,0.141536209493975,0.534619696931224,-0.0305358917853389,0.0342425673379723,0.117304292656439
"31","Nevada.1969.Male",50,-0.0697370095871003,0.2731218118873,0.736116162054795,-0.0165755905371888,0.0649552155763088,0.163497242781967
