"","stratum.id","age_minbin","COD","age_COD_cont_yrs_lcl","age_COD_cont_yrs_med","age_COD_cont_yrs_ucl","age_COD_cont_yrs_mean","age_COD_cont_prop_lcl","age_COD_cont_prop_med","age_COD_cont_prop_ucl","age_COD_cont_prop_mean"
"1","Iowa.1969.Female",0,"1",0.130711105261901,0.630171347385187,1.33779677907522,0.66292296185039,0.0197721421294014,0.0997498759243961,0.1919738514127,0.101155371096757
"2","Iowa.1969.Female",0,"2",0.000583776377543659,0.00391930909242501,0.0194857056734779,0.00553562406704609,9.19798559127157e-05,0.000622196527521993,0.00290855527658895,0.000857675589698944
"3","Iowa.1969.Female",0,"3",-0.00829656069125056,0.00183479486216151,0.0130428679819515,0.00192325184348724,-0.0012596087015391,0.000280036906435346,0.00200874252067797,0.000295073028186856
"4","Iowa.1969.Female",0,"4",0.00562730836646499,0.226646652996629,0.797910215536582,0.272855779543441,0.00087906887857974,0.0348377855377914,0.117609975199353,0.0414529939528209
"5","Iowa.1969.Female",0,"5",-0.0087358956209113,0.0168598669480716,0.0589714709095842,0.0185902399620555,-0.00139837792539931,0.00264320394204552,0.00952924047390465,0.00292381252816094
"6","Iowa.1969.Female",0,"6",-0.00308205987828656,-0.00107950118523198,0.00365142443171081,-0.00064927933093595,-0.000505655408533382,-0.000162417717086214,0.000578134982527574,-0.000100630156252762
"7","Iowa.1969.Female",1,"1",-0.0219720768234068,0.0214634524795301,0.116189390741143,0.0286379175371036,-0.00348385835683795,0.00329369283510982,0.0185850179592451,0.0044495844971283
"8","Iowa.1969.Female",1,"2",-0.0105181430008208,-0.00427081834039677,0.00916130511335756,-0.00334529383837679,-0.00173320667878112,-0.000636602078843026,0.00137336251563754,-0.000530193789365339
"9","Iowa.1969.Female",1,"3",-0.00600185774499588,-0.000611890029268528,0.00749291918446684,-0.000299523306980071,-0.000918210194034914,-8.83648897771942e-05,0.00117716196814414,-4.43322833803077e-05
"10","Iowa.1969.Female",1,"4",-0.0136900372176984,0.0158997880560513,0.121307635829074,0.023359472654528,-0.00218955108908336,0.00247100986243465,0.0177271651212129,0.00360876315623273
"11","Iowa.1969.Female",1,"5",-0.0339874877752175,0.0282042621943255,0.222132181709464,0.0459433007717386,-0.00532534033917703,0.00441172736156902,0.03582187771492,0.00705332507851241
"12","Iowa.1969.Female",1,"6",-0.000516583514296364,0.00399145533240199,0.0207639852431214,0.00564509719236141,-8.47960294502346e-05,0.000630990750827853,0.00319872848666277,0.000877172730374718
"13","Iowa.1969.Female",5,"1",-0.0190258138487844,-0.0045018790804304,0.0218537017029779,-0.0026228553645047,-0.00292713234975167,-0.000700598587356127,0.003379058970542,-0.000417768259256383
"14","Iowa.1969.Female",5,"2",-0.0163487027547249,-0.00556800870591071,0.0186696667867584,-0.0039447542492547,-0.00269706831131508,-0.00086387320908409,0.0027228375376921,-0.000630748163994658
"15","Iowa.1969.Female",5,"3",0.000664198339540363,0.00393602035380165,0.0166056688996737,0.00512286245816466,0.000107190790535048,0.000607997208881906,0.0026217196910124,0.000792621473588173
"16","Iowa.1969.Female",5,"4",-0.00979421637353572,-0.00306417911652845,0.0114954536108885,-0.00234651158650336,-0.00153710982833612,-0.0004669336517762,0.00183652128214372,-0.000372000784777896
"17","Iowa.1969.Female",5,"5",-0.0344289284516602,-0.0104447752655633,0.0452917003809379,-0.00640792133191242,-0.00579915516817033,-0.00158927545349671,0.00716686728141419,-0.00101804930663763
"18","Iowa.1969.Female",5,"6",-0.00062169458179523,0.00263567421979298,0.0251608657063555,0.00432746230869868,-9.36158667463054e-05,0.000409385152653663,0.00428427955032772,0.000687677921231433
"19","Iowa.1969.Female",10,"1",-0.0119419847654225,0.000965992627197733,0.0345773328252496,0.00415779252214966,-0.00191539037627972,0.000145589112608783,0.00557413049908144,0.0006278186333041
"20","Iowa.1969.Female",10,"2",-0.00708870457676947,0.00282949161412463,0.0347463756220918,0.00520329789142768,-0.00115887501669223,0.000455342219783916,0.00597730349082586,0.000834031760257038
"21","Iowa.1969.Female",10,"3",-0.00293153262147421,0.00201010768436998,0.0148417593964975,0.00335933394022575,-0.000455096273370553,0.000315841907500285,0.00234077655291524,0.000517056879420051
"22","Iowa.1969.Female",10,"4",-0.00541298942141918,-0.00149175670557476,0.00793448252469786,-0.00097417571286743,-0.000897888762493803,-0.000229643980463911,0.00115838149619859,-0.000155821070535565
"23","Iowa.1969.Female",10,"5",-0.0244468875451807,-0.00284345599789512,0.0479534239518982,0.00140453672358097,-0.0039691061209792,-0.000441721616826694,0.00733484290668412,0.000191803808319351
"24","Iowa.1969.Female",10,"6",0.000666713416161975,0.00660717924157623,0.0284198436782469,0.00823088689208074,9.8820994745524e-05,0.00100410231598251,0.0042599187670991,0.00128835652750894
"25","Iowa.1969.Female",15,"1",-0.0045894723083534,0.0129220876334995,0.0475434781129662,0.0149558811688029,-0.000653636158568828,0.00199344572910867,0.00708729146069058,0.00232085625680579
"26","Iowa.1969.Female",15,"2",-0.0105489237727641,-0.00312490347627546,0.0251331271008838,-0.000205817224083757,-0.00163665186790582,-0.000479773013758249,0.00370497701998398,-5.40022133712901e-05
"27","Iowa.1969.Female",15,"3",-0.00143153407994291,0.00446361415723368,0.0209199610559443,0.00582887848634353,-0.000233801150800036,0.000676322342825536,0.00322583241407973,0.000911702000678156
"28","Iowa.1969.Female",15,"4",-0.0103340887597146,-0.00412144784862863,0.0162784501034627,-0.00234747070947059,-0.00171340052485709,-0.00063508113246278,0.00279233639331312,-0.000374236729493493
