"","X","stratum.id","LE_white_lcl","LE_white_med","LE_white_ucl","LE_white_mean","LE_black_lcl","LE_black_med","LE_black_ucl","LE_black_mean","LE_wbgap_lcl","LE_wbgap_med","LE_wbgap_ucl","LE_wbgap_mean","state","year","sex","Census_Region","Census_Division","stabbrs"
"3357",27,"Washington DC.1982.Female",78.4538810919557,79.0054885282101,79.4874753983769,78.9877915354112,71.7305204627963,72.115550353993,72.5287249408488,72.1181145807951,6.193676565859,6.88427560317521,7.48046703263423,6.86967695461605,"Washington DC",1982,"Female","South","South Atlantic","DC"
"3358",28,"Washington DC.1982.Male",71.3886081276488,71.9909459692766,72.5660668898736,71.9908587170186,61.4240111802192,61.8526594586926,62.2832778306671,61.8559198797989,9.41500467588018,10.1239345026934,10.8308264314961,10.1349388372197,"Washington DC",1982,"Male","South","South Atlantic","DC"
"3359",29,"Washington DC.1983.Female",78.5373515326568,79.0826074196231,79.5527337821407,79.0714755537521,71.89308721298,72.2668272275132,72.6357197180878,72.2618653862111,6.14197190297952,6.82302414157873,7.44322824184411,6.80961016754105,"Washington DC",1983,"Female","South","South Atlantic","DC"
"3360",30,"Washington DC.1983.Male",71.7889146395747,72.3582658848349,72.9200855089264,72.3478503034148,61.4218156580145,61.8697946331878,62.2827025310699,61.8688813152279,9.81612758721452,10.4767800107837,11.1564122521945,10.4789689881869,"Washington DC",1983,"Male","South","South Atlantic","DC"
"3361",31,"Washington DC.1984.Female",78.7880750575887,79.3168035282736,79.7678314217842,79.3054854962372,72.0029662097311,72.3907909330557,72.7428845326741,72.3798437153313,6.27097413869343,6.92800842883526,7.52907812461089,6.92564178090594,"Washington DC",1984,"Female","South","South Atlantic","DC"
"3362",32,"Washington DC.1984.Male",72.1089069990164,72.676229044111,73.232600692746,72.6788501257746,61.004985929061,61.4934635553923,61.9098493034309,61.4825164103729,10.5025576957768,11.1804231169023,11.9209133142106,11.1963337154016,"Washington DC",1984,"Male","South","South Atlantic","DC"
"3363",33,"Washington DC.1985.Female",79.0951708664532,79.6284315870881,80.0768991974592,79.61853519233,71.8499586835754,72.2319828379033,72.6009114821584,72.23681872398,6.74074934460445,7.38565515941483,7.98059495574769,7.38171646835002,"Washington DC",1985,"Female","South","South Atlantic","DC"
"3364",34,"Washington DC.1985.Male",72.3100094192685,72.8635815860747,73.421940944922,72.8749876520369,60.6303313877542,61.1204865946507,61.5150079091624,61.1047132675388,11.0425603751992,11.7519456205679,12.5474389584286,11.7702743844981,"Washington DC",1985,"Male","South","South Atlantic","DC"
"3365",35,"Washington DC.1986.Female",79.3237276136931,79.8135277382724,80.3198362824336,79.8158939321591,71.7140189067091,72.0900503243322,72.4785607779519,72.0879827927121,7.09627504510733,7.73858613646239,8.34831545200601,7.72791113944701,"Washington DC",1986,"Female","South","South Atlantic","DC"
"3366",36,"Washington DC.1986.Male",72.3013616008552,72.88105082076,73.4799046229115,72.8781619934558,60.1138109454237,60.6004764023289,61.0372519184527,60.5967571851686,11.5544887215364,12.2676156134734,13.047249026245,12.2814048082873,"Washington DC",1986,"Male","South","South Atlantic","DC"
"3367",37,"Washington DC.1987.Female",79.391422980559,79.8924899498994,80.3384601020286,79.882211664734,71.5203094325153,71.9034903752418,72.2597885929111,71.9023687576566,7.34522067103016,7.9793987015523,8.5942114245561,7.97984290707741,"Washington DC",1987,"Female","South","South Atlantic","DC"
"3368",38,"Washington DC.1987.Male",72.0091675603655,72.6030846012964,73.163629008328,72.5996249964222,59.4538381435909,59.916411238032,60.3683284215921,59.9133434558142,11.8978685496791,12.7013075105733,13.4073091014083,12.6862815406081,"Washington DC",1987,"Male","South","South Atlantic","DC"
"3369",39,"Washington DC.1988.Female",79.6893811220743,80.1870872573444,80.6249903559012,80.1796274530312,71.293905171371,71.7104143019769,72.0852865811856,71.7086703614269,7.83158812467516,8.46471669756702,9.05919965584706,8.47095709160432,"Washington DC",1988,"Female","South","South Atlantic","DC"
"3370",40,"Washington DC.1988.Male",71.7216380532761,72.2964842322277,72.8670926264613,72.3010617650287,58.4421390351746,58.9370127874852,59.3983709592985,58.9347222029764,12.5937940294505,13.3743200445165,14.1204994601888,13.3663395620524,"Washington DC",1988,"Male","South","South Atlantic","DC"
"3371",41,"Washington DC.1989.Female",80.0695396009929,80.5669791650426,81.0183404806586,80.5568179659396,71.3046747610808,71.7166351600982,72.1019026002989,71.7169586041439,8.2378552028573,8.85276438270443,9.47259558067046,8.83985936179564,"Washington DC",1989,"Female","South","South Atlantic","DC"
"3372",42,"Washington DC.1989.Male",71.6281150340861,72.2269306729654,72.8036580378686,72.2132862608581,57.6300533158122,58.1507475998794,58.6271879816826,58.1498140839316,13.2816646273431,14.0725749007406,14.7957028848523,14.0634721769265,"Washington DC",1989,"Male","South","South Atlantic","DC"
"3373",43,"Washington DC.1990.Female",80.3960902518354,80.8724458280104,81.342209678067,80.8750111046232,71.3954478565614,71.7910151775703,72.1736225221213,71.7870129917302,8.48031287882911,9.07769998425924,9.70543202491916,9.08799811289298,"Washington DC",1990,"Female","South","South Atlantic","DC"
"3374",44,"Washington DC.1990.Male",71.6640151950611,72.2412720295106,72.8343863809841,72.2407775880488,57.2523122191278,57.7804877051116,58.3076208191634,57.7768572031589,13.6324274101893,14.4683308924717,15.2715983712832,14.4639203848899,"Washington DC",1990,"Male","South","South Atlantic","DC"
"3375",45,"Washington DC.1991.Female",80.8356319064538,81.3465713899815,81.8974251886924,81.354091414594,71.5207424852874,71.9075577943741,72.3331138844267,71.9120705387442,8.78377574349263,9.4469020252801,10.1155715279263,9.44202087584985,"Washington DC",1991,"Female","South","South Atlantic","DC"
"3376",46,"Washington DC.1991.Male",71.904401410695,72.5040025284198,73.1174060838479,72.5066641186897,57.0817914477926,57.5964310183001,58.1449659961765,57.5985466173942,14.0556753087398,14.9131319356725,15.713513970205,14.9081175012955,"Washington DC",1991,"Male","South","South Atlantic","DC"
"3377",47,"Washington DC.1992.Female",81.1043978506498,81.5924487530882,82.1213300761105,81.6038985691754,71.6036966804467,72.0042898362959,72.3933351035436,72.0031049032695,8.96722040514197,9.59721702259834,10.2624714688497,9.60079366590598,"Washington DC",1992,"Female","South","South Atlantic","DC"
"3378",48,"Washington DC.1992.Male",72.1303152421781,72.6937945285486,73.2937585812746,72.7005770490484,56.857077138984,57.4207626101944,57.9337627428329,57.4147694766493,14.4809020737991,15.2753145868922,16.1228750430382,15.2858075723991,"Washington DC",1992,"Male","South","South Atlantic","DC"
"3379",49,"Washington DC.1993.Female",80.9784735278208,81.4942272901854,81.9601714021639,81.488674687314,71.6609761929688,72.068714004304,72.4970949596713,72.0687160813052,8.77797606044573,9.42251689077209,10.0659730935374,9.41995860600874,"Washington DC",1993,"Female","South","South Atlantic","DC"
"3380",50,"Washington DC.1993.Male",72.1663186421504,72.7982611077979,73.4712095033026,72.8208469970714,56.4452897583492,57.0028219933957,57.4926020695606,56.9877205350496,15.065192204539,15.8205609268572,16.6592507429201,15.8331264620218,"Washington DC",1993,"Male","South","South Atlantic","DC"
"3381",51,"Washington DC.1994.Female",81.3649263516504,81.8756617847853,82.4130406330319,81.8740607985024,71.6057984671914,71.9881970488391,72.4151601991371,71.9968383965045,9.22133491050046,9.8709517134617,10.5354989224613,9.87722240199792,"Washington DC",1994,"Female","South","South Atlantic","DC"
"3382",52,"Washington DC.1994.Male",72.1382233548153,72.8283355187523,73.42185912066,72.8150274620253,56.4988648027871,57.0905276571366,57.6041516643797,57.0847768857476,14.8987073095312,15.7288283830939,16.5586415328556,15.7302505762777,"Washington DC",1994,"Male","South","South Atlantic","DC"
"3383",53,"Washington DC.1995.Female",81.409310488663,81.8951077934366,82.3669181996682,81.8891209269007,71.7150735504469,72.1003423446374,72.5101728498556,72.107866503561,9.14673349162983,9.759894020747,10.4391526135571,9.78125442333971,"Washington DC",1995,"Female","South","South Atlantic","DC"
"3384",54,"Washington DC.1995.Male",73.4249420338122,74.097890980327,74.7218997694728,74.0817024310329,57.1085203336578,57.6739961695884,58.2410288547433,57.67645894758,15.5398275230982,16.3994682165434,17.2886149357609,16.4052434834529,"Washington DC",1995,"Male","South","South Atlantic","DC"
"3385",55,"Washington DC.1996.Female",81.6254082247295,82.0961074588747,82.6003428195324,82.1005620932757,71.9367671375302,72.3240719755458,72.7323899509774,72.3277189070512,9.1845000519206,9.76403326083564,10.4140202833817,9.77284318622448,"Washington DC",1996,"Female","South","South Atlantic","DC"
"3386",56,"Washington DC.1996.Male",74.6818105509883,75.3153758230963,75.9006415412668,75.3051357862958,58.1694538654959,58.7103946203929,59.2099672567344,58.6963825579058,15.7733327557761,16.614750958371,17.399752606975,16.60875322839,"Washington DC",1996,"Male","South","South Atlantic","DC"
"3387",57,"Washington DC.1997.Female",81.7233024728489,82.2426174324705,82.719989428293,82.2360335951872,72.2283251596899,72.6275888516379,73.0140291946881,72.6245954900762,8.99663981585708,9.60754044778617,10.2299594548651,9.61143810511091,"Washington DC",1997,"Female","South","South Atlantic","DC"
"3388",58,"Washington DC.1997.Male",75.7872183717779,76.4068254958292,77.0249824905226,76.4075417288913,60.0004542372865,60.575524260964,61.0934643065665,60.5711554484668,15.006265398065,15.8306877578161,16.681581196065,15.8363862804245,"Washington DC",1997,"Male","South","South Atlantic","DC"
"3389",59,"Washington DC.1998.Female",81.8839368623052,82.4005656497571,82.8860948561569,82.4055302166178,72.4289773465844,72.8366669891036,73.1933810285715,72.8289929780942,8.92615462649977,9.58918177583953,10.1839894626698,9.57653723852361,"Washington DC",1998,"Female","South","South Atlantic","DC"
"3390",60,"Washington DC.1998.Male",76.3818657945546,76.9931699538291,77.6072572020068,76.9962467754677,61.176783923598,61.6816272033899,62.1951697548564,61.6749928961269,14.5248954779137,15.3167496624781,16.0977040001588,15.3212538793408,"Washington DC",1998,"Male","South","South Atlantic","DC"
"3391",61,"Washington DC.1999.Female",82.0590651493204,82.5842304989659,83.0736924410553,82.5829756923941,72.6753991944619,73.0734979337909,73.412890224133,73.0685143135516,8.88330797638227,9.51065893045688,10.142650454851,9.5144613788425,"Washington DC",1999,"Female","South","South Atlantic","DC"
"3392",62,"Washington DC.1999.Male",76.8809788379219,77.4691088903588,78.0728594855537,77.4686193457906,61.52909845692,62.0468666999971,62.5266653609849,62.0384931624141,14.6575084917886,15.438498455691,16.1843976116899,15.4301261833764,"Washington DC",1999,"Male","South","South Atlantic","DC"
"3393",63,"Washington DC.2000.Female",82.2326466579657,82.760348133857,83.2926714438895,82.7622505726719,72.9532939324738,73.3323376443473,73.6913158835733,73.3300141575114,8.81522709993129,9.42992504216164,10.0567521022515,9.43223641516047,"Washington DC",2000,"Female","South","South Atlantic","DC"
"3394",64,"Washington DC.2000.Male",77.2232801848597,77.8123703187953,78.3901139264829,77.8153918833978,61.9286598780729,62.4453125700167,62.93341667499,62.4417476534435,14.5900772953628,15.362879931606,16.1262768385932,15.3736442299543,"Washington DC",2000,"Male","South","South Atlantic","DC"
"3395",65,"Washington DC.2001.Female",82.6062906430564,83.1458348998113,83.6778591432814,83.1357524631852,73.2183185017395,73.5762585510762,73.9234592047469,73.583620589985,8.9034256885751,9.54672416163218,10.1746136870687,9.55213187320018,"Washington DC",2001,"Female","South","South Atlantic","DC"
"3396",66,"Washington DC.2001.Male",77.6906213383151,78.2718107640453,78.7963875923363,78.260014365184,62.1048469005316,62.6224180296407,63.120515380308,62.6209311083735,14.8886228052108,15.643946796018,16.3836476654046,15.6390832568105,"Washington DC",2001,"Male","South","South Atlantic","DC"
"3397",67,"Washington DC.2002.Female",83.0344658884538,83.5799821309987,84.117765370248,83.5825403513675,73.3981726759651,73.7667971879367,74.1217268326394,73.7655057419823,9.15938089579993,9.80836897123501,10.5230241317731,9.81703460938522,"Washington DC",2002,"Female","South","South Atlantic","DC"
"3398",68,"Washington DC.2002.Male",78.1767756875939,78.7658203075347,79.3540790655157,78.7597001602288,62.4543295059045,62.9764350885102,63.4536831190988,62.9724701468671,15.0624926350854,15.7871691714832,16.5098954770251,15.7872300133617,"Washington DC",2002,"Male","South","South Atlantic","DC"
"3399",69,"Washington DC.2003.Female",83.4611289614807,84.0025828059397,84.5888524521683,84.0066219625087,73.4681030231109,73.8526273169251,74.2367484301196,73.8553891656138,9.44584580364982,10.1396319595453,10.8377703523418,10.1512327968949,"Washington DC",2003,"Female","South","South Atlantic","DC"
"3400",70,"Washington DC.2003.Male",78.5255752184033,79.0717306192637,79.6585982754327,79.0797724179866,63.0072809812007,63.5119270505446,63.9649569170844,63.5027746616671,14.8403847322158,15.5683602315839,16.3477521798695,15.5769977563195,"Washington DC",2003,"Male","South","South Atlantic","DC"
"3401",71,"Washington DC.2004.Female",83.5439715355145,84.0572571820277,84.6585622709493,84.0681293125681,73.6420129040588,74.0203874725157,74.4027521004544,74.0218613629548,9.41168424182805,10.0402780324271,10.7095847753349,10.0462679496133,"Washington DC",2004,"Female","South","South Atlantic","DC"
"3402",72,"Washington DC.2004.Male",78.840220151039,79.3925622976851,79.9434701405425,79.3960937870781,63.6168505793755,64.1313273295829,64.6134349606655,64.128021424825,14.5316995917799,15.2755918150314,16.0172467204552,15.2680723622531,"Washington DC",2004,"Male","South","South Atlantic","DC"
"3403",73,"Washington DC.2005.Female",83.8945147061312,84.4433612245022,85.0373911287744,84.4513444927432,73.7277944935632,74.0980618022735,74.4784537949054,74.097656776093,9.68737076036553,10.345306741625,11.0547705232926,10.3536877166502,"Washington DC",2005,"Female","South","South Atlantic","DC"
"3404",74,"Washington DC.2005.Male",79.1345434556309,79.6933035059622,80.2455447035195,79.6954714731761,64.0362258823321,64.5431071185456,65.0175023162702,64.5422479884568,14.4466729683073,15.1591554963826,15.8709326706302,15.1532234847193,"Washington DC",2005,"Male","South","South Atlantic","DC"
"3405",75,"Washington DC.2006.Female",83.9251203379994,84.4969876107394,85.1013073011547,84.5047157246967,73.9576772193945,74.3650710883709,74.7548579581208,74.3646231507561,9.44688621772469,10.1450112656479,10.7909355608432,10.1400925739406,"Washington DC",2006,"Female","South","South Atlantic","DC"
"3406",76,"Washington DC.2006.Male",79.2372272080821,79.7745984115653,80.2992829191341,79.7761471140229,64.6312176293606,65.1578790306218,65.6236471798258,65.1548575345996,13.9047601370227,14.6240614909564,15.3699420406889,14.6212895794233,"Washington DC",2006,"Male","South","South Atlantic","DC"
"3407",77,"Washington DC.2007.Female",84.0660393193444,84.6196595448351,85.2306139880602,84.6189099996488,74.3386183057593,74.7316434048141,75.1332987711304,74.7316694775002,9.1679852144399,9.89222176781443,10.5836209790022,9.88724052214867,"Washington DC",2007,"Female","South","South Atlantic","DC"
"3408",78,"Washington DC.2007.Male",79.5656705385042,80.1008484654582,80.6447863099539,80.0948160554496,65.225885653239,65.7227649566049,66.1800626147145,65.7193607113917,13.6638387562368,14.3807397626946,15.0566246403099,14.3754553440579,"Washington DC",2007,"Male","South","South Atlantic","DC"
"3409",79,"Washington DC.2008.Female",84.3139332556285,84.8462021991109,85.4477604952806,84.8535246383517,74.7664760953721,75.1450506854923,75.5409907297317,75.1511956529772,9.02415295599635,9.70243988483799,10.3893085219497,9.70232898537442,"Washington DC",2008,"Female","South","South Atlantic","DC"
"3410",80,"Washington DC.2008.Male",80.0023514601788,80.5447704850818,81.1263050092765,80.5525896899847,65.767135331205,66.286070312085,66.7686661136834,66.2841496578136,13.5389050292223,14.2669765331252,15.0212398221318,14.2684400321712,"Washington DC",2008,"Male","South","South Atlantic","DC"
"3411",81,"Washington DC.2009.Female",84.6688755314772,85.2060625340232,85.86586008102,85.2330412638494,75.2549090248121,75.6468206629402,76.0746504863802,75.6495064752604,8.85625206977205,9.56741547069637,10.2947954612349,9.58353478858904,"Washington DC",2009,"Female","South","South Atlantic","DC"
"3412",82,"Washington DC.2009.Male",80.4109024893241,80.9940765987687,81.6302955376067,81.0016804150647,66.4579652333752,66.9236634239888,67.4374772141254,66.9324660902155,13.3131592740566,14.0685340890681,14.8667128343815,14.0692143248491,"Washington DC",2009,"Male","South","South Atlantic","DC"
"3413",83,"Washington DC.2010.Female",84.6923697889753,85.2686369310766,85.9027520196534,85.2817661931771,75.6024535276416,75.9769529973146,76.3926453190183,75.9834946666017,8.59168628163267,9.29824168473851,10.0648913952369,9.29827152657542,"Washington DC",2010,"Female","South","South Atlantic","DC"
"3414",84,"Washington DC.2010.Male",80.8186601895115,81.4518168209931,82.0964452756253,81.4535785901597,67.4389474278859,67.9531487611887,68.4068159767007,67.9438627708971,12.7491608859108,13.5087054639309,14.2797913410874,13.5097158192626,"Washington DC",2010,"Male","South","South Atlantic","DC"
"3415",85,"Washington DC.2011.Female",85.0348537151563,85.6573395508939,86.2900598330825,85.6683431177438,75.7254845849332,76.1714485285286,76.6080521031412,76.1771424194375,8.72867087849329,9.47120912587574,10.2445208144541,9.49120069830635,"Washington DC",2011,"Female","South","South Atlantic","DC"
"3416",86,"Washington DC.2011.Male",80.9004927211682,81.4704680272312,82.0952870421603,81.4751502190382,68.0264224260618,68.5244683632605,69.0224468086394,68.5247219547412,12.1724526147904,12.9553000653325,13.7571410530123,12.9504282642969,"Washington DC",2011,"Male","South","South Atlantic","DC"
"3417",87,"Washington DC.2012.Female",85.0941807426222,85.7631470785861,86.4593407656272,85.7610753443485,75.8155295533416,76.2631488020113,76.7201825568546,76.2626748583357,8.66230931412293,9.51795575881776,10.3015501399229,9.49840048601278,"Washington DC",2012,"Female","South","South Atlantic","DC"
"3418",88,"Washington DC.2012.Male",81.0800878931801,81.6678463350638,82.3112564113952,81.6741366313221,68.3412822337892,68.8536825657364,69.3175141355581,68.8510324905705,12.0382931972985,12.8340482992616,13.6477847125588,12.8231041407516,"Washington DC",2012,"Male","South","South Atlantic","DC"
"3419",89,"Washington DC.2013.Female",85.1669904143083,85.9226242148441,86.7343308139909,85.9275419128684,75.7503496480368,76.2919864313161,76.7781951895634,76.292259736733,8.74373985126517,9.63574259213022,10.5609270002652,9.63528217613534,"Washington DC",2013,"Female","South","South Atlantic","DC"
"3420",90,"Washington DC.2013.Male",80.9025318350133,81.5777954859597,82.2704822190677,81.5743568680451,68.340378769526,68.934946312466,69.4952390941726,68.9328354808719,11.7313359792766,12.656443404852,13.5259891127519,12.6415213871732,"Washington DC",2013,"Male","South","South Atlantic","DC"
"3421",1,"West Virginia.1969.Female",73.880068849659,74.1273568240763,74.3824656264525,74.1274579788297,66.9847852323235,68.1255455854203,69.187838911828,68.1110178443637,4.95549134082478,6.0157287284276,7.15937158370363,6.01644013446607,"West Virginia",1969,"Female","South","South Atlantic","WV"
"3422",2,"West Virginia.1969.Male",65.69247568185,65.9665523863334,66.2114710240294,65.960091988697,57.7710718004756,59.3279169201237,60.6323699122979,59.3089813235065,5.29751085185349,6.63124170363755,8.19591002506902,6.65111066519045,"West Virginia",1969,"Male","South","South Atlantic","WV"
"3423",3,"West Virginia.1970.Female",74.0574759889202,74.2607471562957,74.4744903982574,74.2595563361778,67.3835272696096,68.3563398860383,69.2317006171066,68.3285098726929,4.96478007983234,5.90721440216197,6.88738846858451,5.93104646348495,"West Virginia",1970,"Female","South","South Atlantic","WV"
"3424",4,"West Virginia.1970.Male",65.7419277333162,65.9790303705938,66.2018367496954,65.9749561383636,58.0521562426399,59.5000742458139,60.7701172868842,59.4967332191732,5.14536049311894,6.4707138793541,7.93192275893284,6.4782229191904,"West Virginia",1970,"Male","South","South Atlantic","WV"
"3425",5,"West Virginia.1971.Female",74.3382548208033,74.5563654430656,74.7635790935283,74.5573671693869,67.7572468235249,68.6467739844033,69.4596839287904,68.6257875833718,5.06957718251847,5.89091618413281,6.87780892487833,5.93157958601515,"West Virginia",1971,"Female","South","South Atlantic","WV"
"3426",6,"West Virginia.1971.Male",66.0336375690693,66.2474004215106,66.4600768961141,66.2490819122426,58.2342192501645,59.6537552397862,60.9035341931076,59.6304954694288,5.33812275410188,6.61232841442838,7.99888131768422,6.61858644281382,"West Virginia",1971,"Male","South","South Atlantic","WV"
"3427",7,"West Virginia.1972.Female",74.4565963923149,74.6752470157485,74.8767179781171,74.6696566787524,68.0087901081084,68.9921550143582,69.8159556586874,68.9565755627111,4.82247222456812,5.67022401757097,6.69999689043114,5.71308111604126,"West Virginia",1972,"Female","South","South Atlantic","WV"
"3428",8,"West Virginia.1972.Male",66.0283731261049,66.2478459238927,66.4712244640017,66.2501509838075,58.4797612004519,59.8126564245541,60.9658785404823,59.8044998113462,5.2735395777301,6.42363021346789,7.75761589892188,6.44565117246125,"West Virginia",1972,"Male","South","South Atlantic","WV"
"3429",9,"West Virginia.1973.Female",74.9541475842067,75.1731934919272,75.3656388461206,75.1690895226784,68.4330249373543,69.4137001143711,70.2559072266126,69.4038019378872,4.91487128514074,5.74258397540787,6.77283718313052,5.76528758479117,"West Virginia",1973,"Female","South","South Atlantic","WV"
"3430",10,"West Virginia.1973.Male",66.3988902107977,66.6111989928333,66.8253046082949,66.6098251685493,58.7790526220915,60.0929860217577,61.2402585520913,60.087603603992,5.37923118845236,6.51269960809693,7.84853061859821,6.52222156455734,"West Virginia",1973,"Male","South","South Atlantic","WV"
"3431",11,"West Virginia.1974.Female",75.2430196124885,75.4457738479527,75.6478517269576,75.4462688789027,68.8579642078457,69.7660731991365,70.5412245376777,69.7559154101574,4.87556800182062,5.67128588760602,6.5770955676974,5.69035346874534,"West Virginia",1974,"Female","South","South Atlantic","WV"
"3432",12,"West Virginia.1974.Male",66.7849217195446,66.9986752635618,67.2021621207506,66.997061225444,59.1851696976013,60.4097486639865,61.5253790312443,60.42535392191,5.44300331309962,6.57001973562457,7.84225550583695,6.57170730353401,"West Virginia",1974,"Male","South","South Atlantic","WV"
"3433",13,"West Virginia.1975.Female",75.6358020455015,75.8374066677524,76.0421531035216,75.8372316215488,69.2167720168755,70.0851507951337,70.8409398887676,70.0699578031306,4.96873990681619,5.75197776364872,6.63758378775614,5.76727381841824,"West Virginia",1975,"Female","South","South Atlantic","WV"
"3434",14,"West Virginia.1975.Male",67.1302496082187,67.3360424196683,67.5513079006461,67.3404841525167,59.7845167531546,60.8709697569952,61.8851768231337,60.8701483295417,5.41784017595098,6.46956206066105,7.554142530587,6.470335822975,"West Virginia",1975,"Male","South","South Atlantic","WV"
"3435",15,"West Virginia.1976.Female",75.812422718588,76.0033747254193,76.1827512786107,76.0001158519365,69.7257916608104,70.5603511905522,71.3202174755446,70.5507642502394,4.65468677109609,5.44285903294316,6.26655027136415,5.44935160169706,"West Virginia",1976,"Female","South","South Atlantic","WV"
"3436",16,"West Virginia.1976.Male",67.4131744913981,67.616310997454,67.8301720128757,67.6203202051205,60.4102274868896,61.4313603141113,62.4269070888181,61.4250085203167,5.18745127701238,6.19334322330977,7.23109540617629,6.19531168480379,"West Virginia",1976,"Male","South","South Atlantic","WV"
"3437",17,"West Virginia.1977.Female",76.2153096606494,76.4142232715849,76.6160653600831,76.4159706318254,69.9024401917535,70.7200653708612,71.4947118785109,70.7118111204815,4.88841276046326,5.69290647126398,6.54233504495542,5.70415951134388,"West Virginia",1977,"Female","South","South Atlantic","WV"
"3438",18,"West Virginia.1977.Male",67.7921361317632,67.9938587667829,68.1827333972113,67.9924469018502,60.8023559867707,61.7474390459459,62.719604305048,61.7482933138186,5.27763264853257,6.21619296715506,7.23134698255251,6.24415358803156,"West Virginia",1977,"Male","South","South Atlantic","WV"
"3439",19,"West Virginia.1978.Female",76.3454267570816,76.5592228860626,76.7796637764403,76.5613315969994,70.2987451536873,71.0905922120086,71.7999617422616,71.0817699769697,4.70328657044116,5.4715731929166,6.25862035089066,5.47956162002968,"West Virginia",1978,"Female","South","South Atlantic","WV"
"3440",20,"West Virginia.1978.Male",68.1105654875752,68.3154039254028,68.5283065895863,68.3160295499699,61.2736955755002,62.1617100591745,63.1277234696701,62.163403175298,5.18116696811332,6.13335888821048,7.12284660058368,6.15262637467194,"West Virginia",1978,"Male","South","South Atlantic","WV"
"3441",21,"West Virginia.1979.Female",76.7797942647663,76.9748543196059,77.1595692133059,76.9732444525174,70.4920144487184,71.3185381568109,71.9725044282329,71.2967254282099,4.95735440683265,5.66724788938821,6.46926338846508,5.67651902430752,"West Virginia",1979,"Female","South","South Atlantic","WV"
"3442",22,"West Virginia.1979.Male",68.4678170897635,68.6548594304992,68.842304223642,68.6535495959829,61.7537575885886,62.6980811674044,63.5953995926322,62.6733957242712,5.01327934193913,5.95890105451325,6.91076528075288,5.98015387171166,"West Virginia",1979,"Male","South","South Atlantic","WV"
"3443",23,"West Virginia.1980.Female",76.9753130501843,77.1588243659664,77.3476836630412,77.1575091898712,70.9616455405561,71.7607796560062,72.5164552704722,71.7568892598695,4.62260300516349,5.40331026517411,6.22464000475311,5.4006199300017,"West Virginia",1980,"Female","South","South Atlantic","WV"
"3444",24,"West Virginia.1980.Male",68.8023753630676,69.0006376242774,69.1856653195565,69.0001614277155,62.1417677121117,63.0389213180533,63.9478865122709,63.043776852219,5.01645134381892,5.94747391576494,6.846716978399,5.95638457549652,"West Virginia",1980,"Male","South","South Atlantic","WV"
"3445",25,"West Virginia.1981.Female",77.1932973119404,77.3779881117808,77.5563427786825,77.3769436140044,71.4753947109897,72.1651948393809,72.8865010869501,72.1704212056564,4.46458765476773,5.2156709913321,5.92146308448015,5.20652240834803,"West Virginia",1981,"Female","South","South Atlantic","WV"
"3446",26,"West Virginia.1981.Male",69.1110130946383,69.2894636759579,69.4826409590103,69.2912770049964,62.4866296767182,63.402179394548,64.3181690252255,63.4028130465835,4.97359527597272,5.88843564011859,6.82821238632099,5.88846395841286,"West Virginia",1981,"Male","South","South Atlantic","WV"
"3447",27,"West Virginia.1982.Female",77.4163491625684,77.6035398313028,77.7940084892351,77.6009833092432,71.6690024024706,72.3944778216482,73.1759498642662,72.3913413832375,4.47788348180896,5.20348314194309,5.92590289453357,5.20964192600568,"West Virginia",1982,"Female","South","South Atlantic","WV"
"3448",28,"West Virginia.1982.Male",69.4004469542752,69.5903974462405,69.7806190947168,69.5891837183607,62.7769393667191,63.6813921541714,64.563269360665,63.6753378381441,5.03422251319431,5.91008815450614,6.83021679382436,5.91384588021664,"West Virginia",1982,"Male","South","South Atlantic","WV"
"3449",29,"West Virginia.1983.Female",77.4658577980445,77.6548526135553,77.8423340305538,77.6574168900213,71.8103859452844,72.5348557832175,73.2206106674358,72.5253996754386,4.42736141669069,5.14032162058778,5.89511945927942,5.13201721458267,"West Virginia",1983,"Female","South","South Atlantic","WV"
"3450",30,"West Virginia.1983.Male",69.6385296247491,69.8200314509625,70.0072548730482,69.8194140336565,62.9738506781104,63.8472972074087,64.6927079931557,63.8451979283499,5.08664642918843,5.97302051171481,6.85362938412858,5.97421610530662,"West Virginia",1983,"Male","South","South Atlantic","WV"
"3451",31,"West Virginia.1984.Female",77.4740808312676,77.6697105054734,77.8616179431989,77.666821642664,71.989073137567,72.6887398341339,73.4093657822407,72.6949331907336,4.25551184673055,4.97076873751507,5.70135717179832,4.97188845193041,"West Virginia",1984,"Female","South","South Atlantic","WV"
"3452",32,"West Virginia.1984.Male",69.8141470053205,70.0019778033905,70.1880818664646,70.002886158424,63.3062733294254,64.1844497686143,65.0443223655518,64.1847529710618,4.94308591593067,5.82743726705363,6.71313060075311,5.81813318736222,"West Virginia",1984,"Male","South","South Atlantic","WV"
"3453",33,"West Virginia.1985.Female",77.5227702954553,77.7032551110481,77.8789557576455,77.7013445814639,72.009187012105,72.7426789536868,73.5204248588009,72.7493295218123,4.16640824517016,4.96090081027202,5.70406494446227,4.9520150596516,"West Virginia",1985,"Female","South","South Atlantic","WV"
"3454",34,"West Virginia.1985.Male",69.9414502563186,70.1395776877766,70.3195413219826,70.1347339151218,63.5234035991242,64.4280725585167,65.2714512503921,64.4176869469991,4.85005915545425,5.71274825089998,6.6367929422849,5.71704696812268,"West Virginia",1985,"Male","South","South Atlantic","WV"
