"","state","sex","race","year.n","total_popn"
"1","Alabama","Female","Black",1969,2870874
"2","Alabama","Female","Black",1970,2885382
"3","Alabama","Female","Black",1971,2899536
"4","Alabama","Female","Black",1972,2922384
"5","Alabama","Female","Black",1973,2951898
"6","Alabama","Female","Black",1974,2978280
"7","Alabama","Female","Black",1975,3020196
"8","Alabama","Female","Black",1976,3063432
"9","Alabama","Female","Black",1977,3096000
"10","Alabama","Female","Black",1978,3132942
"11","Alabama","Female","Black",1979,3157464
"12","Alabama","Female","Black",1980,3200256
"13","Alabama","Female","Black",1981,3216696
"14","Alabama","Female","Black",1982,3222900
"15","Alabama","Female","Black",1983,3224610
"16","Alabama","Female","Black",1984,3232722
"17","Alabama","Female","Black",1985,3244602
"18","Alabama","Female","Black",1986,3255540
"19","Alabama","Female","Black",1987,3275460
"20","Alabama","Female","Black",1988,3285582
"21","Alabama","Female","Black",1989,3296256
"22","Alabama","Female","Black",1990,3320130
"23","Alabama","Female","Black",1991,3368886
"24","Alabama","Female","Black",1992,3427836
"25","Alabama","Female","Black",1993,3488496
"26","Alabama","Female","Black",1994,3543006
"27","Alabama","Female","Black",1995,3589746
"28","Alabama","Female","Black",1996,3625050
"29","Alabama","Female","Black",1997,3672714
"30","Alabama","Female","Black",1998,3711894
"31","Alabama","Female","Black",1999,3740850
"32","Alabama","Female","Black",2000,3764634
"33","Alabama","Female","Black",2001,3785406
"34","Alabama","Female","Black",2002,3800244
"35","Alabama","Female","Black",2003,3821256
"36","Alabama","Female","Black",2004,3851238
"37","Alabama","Female","Black",2005,3882792
"38","Alabama","Female","Black",2006,3945924
"39","Alabama","Female","Black",2007,3988986
"40","Alabama","Female","Black",2008,4038612
"41","Alabama","Female","Black",2009,4071516
"42","Alabama","Female","Black",2010,4104036
"43","Alabama","Female","Black",2011,4129860
"44","Alabama","Female","Black",2012,4156416
"45","Alabama","Female","Black",2013,4186980
"46","Alabama","Female","White",1969,7705488
"47","Alabama","Female","White",1970,7820436
"48","Alabama","Female","White",1971,7935384
"49","Alabama","Female","White",1972,8039706
"50","Alabama","Female","White",1973,8140512
"51","Alabama","Female","White",1974,8263860
"52","Alabama","Female","White",1975,8390244
"53","Alabama","Female","White",1976,8525412
"54","Alabama","Female","White",1977,8634120
"55","Alabama","Female","White",1978,8762292
"56","Alabama","Female","White",1979,8847654
"57","Alabama","Female","White",1980,8892528
"58","Alabama","Female","White",1981,8934042
"59","Alabama","Female","White",1982,8952954
"60","Alabama","Female","White",1983,8969154
"61","Alabama","Female","White",1984,9013080
"62","Alabama","Female","White",1985,9067332
"63","Alabama","Female","White",1986,9109896
"64","Alabama","Female","White",1987,9158400
"65","Alabama","Female","White",1988,9169794
"66","Alabama","Female","White",1989,9176424
"67","Alabama","Female","White",1990,9218376
"68","Alabama","Female","White",1991,9311622
"69","Alabama","Female","White",1992,9406836
"70","Alabama","Female","White",1993,9515136
"71","Alabama","Female","White",1994,9591408
"72","Alabama","Female","White",1995,9642288
"73","Alabama","Female","White",1996,9699660
"74","Alabama","Female","White",1997,9752286
"75","Alabama","Female","White",1998,9810294
"76","Alabama","Female","White",1999,9843990
"77","Alabama","Female","White",2000,9862566
"78","Alabama","Female","White",2001,9873246
"79","Alabama","Female","White",2002,9878670
"80","Alabama","Female","White",2003,9905340
"81","Alabama","Female","White",2004,9945234
"82","Alabama","Female","White",2005,10001262
"83","Alabama","Female","White",2006,10110300
"84","Alabama","Female","White",2007,10185108
"85","Alabama","Female","White",2008,10260732
"86","Alabama","Female","White",2009,10320690
"87","Alabama","Female","White",2010,10369560
"88","Alabama","Female","White",2011,10390368
"89","Alabama","Female","White",2012,10407552
"90","Alabama","Female","White",2013,10419702
"91","Alabama","Male","Black",1969,2529648
"92","Alabama","Male","Black",1970,2541186
"93","Alabama","Male","Black",1971,2552394
"94","Alabama","Male","Black",1972,2572056
"95","Alabama","Male","Black",1973,2592792
"96","Alabama","Male","Black",1974,2607930
"97","Alabama","Male","Black",1975,2638416
"98","Alabama","Male","Black",1976,2671176
"99","Alabama","Male","Black",1977,2693766
"100","Alabama","Male","Black",1978,2717454
"101","Alabama","Male","Black",1979,2733882
"102","Alabama","Male","Black",1980,2774682
"103","Alabama","Male","Black",1981,2783136
"104","Alabama","Male","Black",1982,2780304
"105","Alabama","Male","Black",1983,2780520
"106","Alabama","Male","Black",1984,2782656
"107","Alabama","Male","Black",1985,2786568
"108","Alabama","Male","Black",1986,2792322
"109","Alabama","Male","Black",1987,2805270
"110","Alabama","Male","Black",1988,2809686
"111","Alabama","Male","Black",1989,2813358
"112","Alabama","Male","Black",1990,2825058
"113","Alabama","Male","Black",1991,2872794
"114","Alabama","Male","Black",1992,2935926
"115","Alabama","Male","Black",1993,3000378
"116","Alabama","Male","Black",1994,3054552
"117","Alabama","Male","Black",1995,3094452
"118","Alabama","Male","Black",1996,3125508
"119","Alabama","Male","Black",1997,3168006
"120","Alabama","Male","Black",1998,3201594
"121","Alabama","Male","Black",1999,3235188
"122","Alabama","Male","Black",2000,3259068
"123","Alabama","Male","Black",2001,3279468
"124","Alabama","Male","Black",2002,3295302
"125","Alabama","Male","Black",2003,3319842
"126","Alabama","Male","Black",2004,3343914
"127","Alabama","Male","Black",2005,3377328
"128","Alabama","Male","Black",2006,3437280
"129","Alabama","Male","Black",2007,3474216
"130","Alabama","Male","Black",2008,3516450
"131","Alabama","Male","Black",2009,3555966
"132","Alabama","Male","Black",2010,3587484
"133","Alabama","Male","Black",2011,3605778
"134","Alabama","Male","Black",2012,3629652
"135","Alabama","Male","Black",2013,3661782
"136","Alabama","Male","White",1969,7334658
"137","Alabama","Male","White",1970,7445316
"138","Alabama","Male","White",1971,7555974
"139","Alabama","Male","White",1972,7658544
"140","Alabama","Male","White",1973,7745334
"141","Alabama","Male","White",1974,7855728
"142","Alabama","Male","White",1975,7965720
"143","Alabama","Male","White",1976,8085972
"144","Alabama","Male","White",1977,8187450
"145","Alabama","Male","White",1978,8298552
"146","Alabama","Male","White",1979,8376114
"147","Alabama","Male","White",1980,8419632
"148","Alabama","Male","White",1981,8453490
"149","Alabama","Male","White",1982,8460672
"150","Alabama","Male","White",1983,8484078
"151","Alabama","Male","White",1984,8524578
"152","Alabama","Male","White",1985,8566458
"153","Alabama","Male","White",1986,8608638
"154","Alabama","Male","White",1987,8657364
"155","Alabama","Male","White",1988,8670288
"156","Alabama","Male","White",1989,8674068
"157","Alabama","Male","White",1990,8708208
"158","Alabama","Male","White",1991,8801052
"159","Alabama","Male","White",1992,8903244
"160","Alabama","Male","White",1993,9015558
"161","Alabama","Male","White",1994,9094926
"162","Alabama","Male","White",1995,9162270
"163","Alabama","Male","White",1996,9230094
"164","Alabama","Male","White",1997,9296772
"165","Alabama","Male","White",1998,9377946
"166","Alabama","Male","White",1999,9423858
"167","Alabama","Male","White",2000,9456570
"168","Alabama","Male","White",2001,9480522
"169","Alabama","Male","White",2002,9499602
"170","Alabama","Male","White",2003,9545676
"171","Alabama","Male","White",2004,9589632
"172","Alabama","Male","White",2005,9654978
"173","Alabama","Male","White",2006,9774660
"174","Alabama","Male","White",2007,9858690
"175","Alabama","Male","White",2008,9938484
"176","Alabama","Male","White",2009,10014522
"177","Alabama","Male","White",2010,10047906
"178","Alabama","Male","White",2011,10064598
"179","Alabama","Male","White",2012,10076232
"180","Alabama","Male","White",2013,10081962
"181","Alaska","Female","Black",1969,20634
"182","Alaska","Female","Black",1970,21810
"183","Alaska","Female","Black",1971,23004
"184","Alaska","Female","Black",1972,24186
"185","Alaska","Female","Black",1973,25698
"186","Alaska","Female","Black",1974,27426
"187","Alaska","Female","Black",1975,30132
"188","Alaska","Female","Black",1976,32160
"189","Alaska","Female","Black",1977,32982
"190","Alaska","Female","Black",1978,34110
"191","Alaska","Female","Black",1979,34914
"192","Alaska","Female","Black",1980,36624
"193","Alaska","Female","Black",1981,39120
"194","Alaska","Female","Black",1982,43218
"195","Alaska","Female","Black",1983,48324
"196","Alaska","Female","Black",1984,51720
"197","Alaska","Female","Black",1985,54936
"198","Alaska","Female","Black",1986,57072
"199","Alaska","Female","Black",1987,57498
"200","Alaska","Female","Black",1988,58776
"201","Alaska","Female","Black",1989,60480
"202","Alaska","Female","Black",1990,61170
"203","Alaska","Female","Black",1991,62550
"204","Alaska","Female","Black",1992,67824
"205","Alaska","Female","Black",1993,73398
"206","Alaska","Female","Black",1994,73986
"207","Alaska","Female","Black",1995,70746
"208","Alaska","Female","Black",1996,68946
"209","Alaska","Female","Black",1997,72066
"210","Alaska","Female","Black",1998,74682
"211","Alaska","Female","Black",1999,76260
"212","Alaska","Female","Black",2000,76368
"213","Alaska","Female","Black",2001,77430
"214","Alaska","Female","Black",2002,79716
"215","Alaska","Female","Black",2003,80508
"216","Alaska","Female","Black",2004,81114
"217","Alaska","Female","Black",2005,80412
"218","Alaska","Female","Black",2006,81672
"219","Alaska","Female","Black",2007,82410
"220","Alaska","Female","Black",2008,82626
"221","Alaska","Female","Black",2009,85812
"222","Alaska","Female","Black",2010,87162
"223","Alaska","Female","Black",2011,90456
"224","Alaska","Female","Black",2012,94980
"225","Alaska","Female","Black",2013,96750
"226","Alaska","Female","White",1969,621114
"227","Alaska","Female","White",1970,650592
"228","Alaska","Female","White",1971,680070
"229","Alaska","Female","White",1972,707250
"230","Alaska","Female","White",1973,722040
"231","Alaska","Female","White",1974,748260
"232","Alaska","Female","White",1975,812118
"233","Alaska","Female","White",1976,866628
"234","Alaska","Female","White",1977,874350
"235","Alaska","Female","White",1978,887436
"236","Alaska","Female","White",1979,888156
"237","Alaska","Female","White",1980,888282
"238","Alaska","Female","White",1981,917244
"239","Alaska","Female","White",1982,985368
"240","Alaska","Female","White",1983,1074468
"241","Alaska","Female","White",1984,1129536
"242","Alaska","Female","White",1985,1170714
"243","Alaska","Female","White",1986,1190718
"244","Alaska","Female","White",1987,1172346
"245","Alaska","Female","White",1988,1169532
"246","Alaska","Female","White",1989,1173594
"247","Alaska","Female","White",1990,1185204
"248","Alaska","Female","White",1991,1224366
"249","Alaska","Female","White",1992,1259592
"250","Alaska","Female","White",1993,1277640
"251","Alaska","Female","White",1994,1286592
"252","Alaska","Female","White",1995,1294422
"253","Alaska","Female","White",1996,1301244
"254","Alaska","Female","White",1997,1305270
"255","Alaska","Female","White",1998,1313586
"256","Alaska","Female","White",1999,1320216
"257","Alaska","Female","White",2000,1319304
"258","Alaska","Female","White",2001,1324848
"259","Alaska","Female","White",2002,1337880
"260","Alaska","Female","White",2003,1348284
"261","Alaska","Female","White",2004,1366482
"262","Alaska","Female","White",2005,1375992
"263","Alaska","Female","White",2006,1391418
"264","Alaska","Female","White",2007,1396236
"265","Alaska","Female","White",2008,1401324
"266","Alaska","Female","White",2009,1427550
"267","Alaska","Female","White",2010,1446390
"268","Alaska","Female","White",2011,1462644
"269","Alaska","Female","White",2012,1467264
"270","Alaska","Female","White",2013,1461762
"271","Alaska","Male","Black",1969,32064
"272","Alaska","Male","Black",1970,33444
"273","Alaska","Male","Black",1971,34770
"274","Alaska","Male","Black",1972,35976
"275","Alaska","Male","Black",1973,37428
"276","Alaska","Male","Black",1974,39222
"277","Alaska","Male","Black",1975,41934
"278","Alaska","Male","Black",1976,43758
"279","Alaska","Male","Black",1977,44388
"280","Alaska","Male","Black",1978,44970
"281","Alaska","Male","Black",1979,45516
"282","Alaska","Male","Black",1980,47136
"283","Alaska","Male","Black",1981,49794
"284","Alaska","Male","Black",1982,54570
"285","Alaska","Male","Black",1983,60264
"286","Alaska","Male","Black",1984,64080
"287","Alaska","Male","Black",1985,67830
"288","Alaska","Male","Black",1986,70404
"289","Alaska","Male","Black",1987,70830
"290","Alaska","Male","Black",1988,72156
"291","Alaska","Male","Black",1989,74178
"292","Alaska","Male","Black",1990,74820
"293","Alaska","Male","Black",1991,75630
"294","Alaska","Male","Black",1992,80640
"295","Alaska","Male","Black",1993,86064
"296","Alaska","Male","Black",1994,82788
"297","Alaska","Male","Black",1995,78378
"298","Alaska","Male","Black",1996,77832
"299","Alaska","Male","Black",1997,80046
"300","Alaska","Male","Black",1998,82482
"301","Alaska","Male","Black",1999,83400
"302","Alaska","Male","Black",2000,83874
"303","Alaska","Male","Black",2001,86652
"304","Alaska","Male","Black",2002,89226
"305","Alaska","Male","Black",2003,88668
"306","Alaska","Male","Black",2004,90864
"307","Alaska","Male","Black",2005,92214
"308","Alaska","Male","Black",2006,92796
"309","Alaska","Male","Black",2007,95142
"310","Alaska","Male","Black",2008,97824
"311","Alaska","Male","Black",2009,97626
"312","Alaska","Male","Black",2010,104058
"313","Alaska","Male","Black",2011,107982
"314","Alaska","Male","Black",2012,116526
"315","Alaska","Male","Black",2013,123102
"316","Alaska","Male","White",1969,775026
"317","Alaska","Male","White",1970,799434
"318","Alaska","Male","White",1971,823842
"319","Alaska","Male","White",1972,844962
"320","Alaska","Male","White",1973,854082
"321","Alaska","Male","White",1974,877302
"322","Alaska","Male","White",1975,938886
"323","Alaska","Male","White",1976,995784
"324","Alaska","Male","White",1977,1008972
"325","Alaska","Male","White",1978,1017228
"326","Alaska","Male","White",1979,1019712
"327","Alaska","Male","White",1980,1020042
"328","Alaska","Male","White",1981,1051020
"329","Alaska","Male","White",1982,1126008
"330","Alaska","Male","White",1983,1220892
"331","Alaska","Male","White",1984,1281372
"332","Alaska","Male","White",1985,1325994
"333","Alaska","Male","White",1986,1352964
"334","Alaska","Male","White",1987,1334394
"335","Alaska","Male","White",1988,1333734
"336","Alaska","Male","White",1989,1341330
"337","Alaska","Male","White",1990,1354452
"338","Alaska","Male","White",1991,1393800
"339","Alaska","Male","White",1992,1436160
"340","Alaska","Male","White",1993,1452330
"341","Alaska","Male","White",1994,1453452
"342","Alaska","Male","White",1995,1447368
"343","Alaska","Male","White",1996,1445370
"344","Alaska","Male","White",1997,1442178
"345","Alaska","Male","White",1998,1449750
"346","Alaska","Male","White",1999,1452096
"347","Alaska","Male","White",2000,1447272
"348","Alaska","Male","White",2001,1458060
"349","Alaska","Male","White",2002,1474368
"350","Alaska","Male","White",2003,1480962
"351","Alaska","Male","White",2004,1504314
"352","Alaska","Male","White",2005,1520160
"353","Alaska","Male","White",2006,1536306
"354","Alaska","Male","White",2007,1546242
"355","Alaska","Male","White",2008,1562466
"356","Alaska","Male","White",2009,1571652
"357","Alaska","Male","White",2010,1611762
"358","Alaska","Male","White",2011,1620018
"359","Alaska","Male","White",2012,1637394
"360","Alaska","Male","White",2013,1658580
"361","Arizona","Female","Black",1969,154650
"362","Arizona","Female","Black",1970,160662
"363","Arizona","Female","Black",1971,166464
"364","Arizona","Female","Black",1972,174132
"365","Arizona","Female","Black",1973,182346
"366","Arizona","Female","Black",1974,188394
"367","Arizona","Female","Black",1975,191556
"368","Arizona","Female","Black",1976,193614
"369","Arizona","Female","Black",1977,197922
"370","Arizona","Female","Black",1978,202752
"371","Arizona","Female","Black",1979,209844
"372","Arizona","Female","Black",1980,223122
"373","Arizona","Female","Black",1981,232188
"374","Arizona","Female","Black",1982,241374
"375","Arizona","Female","Black",1983,250536
"376","Arizona","Female","Black",1984,261798
"377","Arizona","Female","Black",1985,274998
"378","Arizona","Female","Black",1986,287748
"379","Arizona","Female","Black",1987,302376
"380","Arizona","Female","Black",1988,314016
"381","Arizona","Female","Black",1989,325086
"382","Arizona","Female","Black",1990,333114
"383","Arizona","Female","Black",1991,352146
"384","Arizona","Female","Black",1992,368952
"385","Arizona","Female","Black",1993,385788
"386","Arizona","Female","Black",1994,411312
"387","Arizona","Female","Black",1995,434814
"388","Arizona","Female","Black",1996,455442
"389","Arizona","Female","Black",1997,473958
"390","Arizona","Female","Black",1998,492360
"391","Arizona","Female","Black",1999,509478
"392","Arizona","Female","Black",2000,529116
"393","Arizona","Female","Black",2001,556062
"394","Arizona","Female","Black",2002,584742
"395","Arizona","Female","Black",2003,614832
"396","Arizona","Female","Black",2004,651672
"397","Arizona","Female","Black",2005,698454
"398","Arizona","Female","Black",2006,753366
"399","Arizona","Female","Black",2007,801162
"400","Arizona","Female","Black",2008,847728
"401","Arizona","Female","Black",2009,887382
"402","Arizona","Female","Black",2010,917352
"403","Arizona","Female","Black",2011,942534
"404","Arizona","Female","Black",2012,974388
"405","Arizona","Female","Black",2013,1005468
"406","Arizona","Female","White",1969,4736076
"407","Arizona","Female","White",1970,4990806
"408","Arizona","Female","White",1971,5245536
"409","Arizona","Female","White",1972,5552310
"410","Arizona","Female","White",1973,5870160
"411","Arizona","Female","White",1974,6144564
"412","Arizona","Female","White",1975,6310584
"413","Arizona","Female","White",1976,6485928
"414","Arizona","Female","White",1977,6706824
"415","Arizona","Female","White",1978,6958662
"416","Arizona","Female","White",1979,7295886
"417","Arizona","Female","White",1980,7543866
"418","Arizona","Female","White",1981,7738830
"419","Arizona","Female","White",1982,7947018
"420","Arizona","Female","White",1983,8149188
"421","Arizona","Female","White",1984,8412780
"422","Arizona","Female","White",1985,8724684
"423","Arizona","Female","White",1986,9048438
"424","Arizona","Female","White",1987,9384516
"425","Arizona","Female","White",1988,9636888
"426","Arizona","Female","White",1989,9852468
"427","Arizona","Female","White",1990,10001436
"428","Arizona","Female","White",1991,10260486
"429","Arizona","Female","White",1992,10586472
"430","Arizona","Female","White",1993,10968630
"431","Arizona","Female","White",1994,11429550
"432","Arizona","Female","White",1995,11905818
"433","Arizona","Female","White",1996,12296088
"434","Arizona","Female","White",1997,12676032
"435","Arizona","Female","White",1998,13056258
"436","Arizona","Female","White",1999,13411170
"437","Arizona","Female","White",2000,13753830
"438","Arizona","Female","White",2001,14029578
"439","Arizona","Female","White",2002,14327574
"440","Arizona","Female","White",2003,14607180
"441","Arizona","Female","White",2004,14945166
"442","Arizona","Female","White",2005,15394056
"443","Arizona","Female","White",2006,15826428
"444","Arizona","Female","White",2007,16133364
"445","Arizona","Female","White",2008,16372368
"446","Arizona","Female","White",2009,16493568
"447","Arizona","Female","White",2010,16635534
"448","Arizona","Female","White",2011,16745370
"449","Arizona","Female","White",2012,16921218
"450","Arizona","Female","White",2013,17088108
"451","Arizona","Male","Black",1969,156480
"452","Arizona","Male","Black",1970,164400
"453","Arizona","Male","Black",1971,172116
"454","Arizona","Male","Black",1972,181722
"455","Arizona","Male","Black",1973,191406
"456","Arizona","Male","Black",1974,198342
"457","Arizona","Male","Black",1975,202254
"458","Arizona","Male","Black",1976,205602
"459","Arizona","Male","Black",1977,210522
"460","Arizona","Male","Black",1978,216426
"461","Arizona","Male","Black",1979,224676
"462","Arizona","Male","Black",1980,240432
"463","Arizona","Male","Black",1981,250686
"464","Arizona","Male","Black",1982,260778
"465","Arizona","Male","Black",1983,271374
"466","Arizona","Male","Black",1984,283626
"467","Arizona","Male","Black",1985,297708
"468","Arizona","Male","Black",1986,312096
"469","Arizona","Male","Black",1987,327894
"470","Arizona","Male","Black",1988,340584
"471","Arizona","Male","Black",1989,352530
"472","Arizona","Male","Black",1990,361662
"473","Arizona","Male","Black",1991,379818
"474","Arizona","Male","Black",1992,396750
"475","Arizona","Male","Black",1993,413724
"476","Arizona","Male","Black",1994,440376
"477","Arizona","Male","Black",1995,467730
"478","Arizona","Male","Black",1996,491766
"479","Arizona","Male","Black",1997,512712
"480","Arizona","Male","Black",1998,536280
"481","Arizona","Male","Black",1999,556236
"482","Arizona","Male","Black",2000,579942
"483","Arizona","Male","Black",2001,609144
"484","Arizona","Male","Black",2002,640314
"485","Arizona","Male","Black",2003,669126
"486","Arizona","Male","Black",2004,710064
"487","Arizona","Male","Black",2005,759990
"488","Arizona","Male","Black",2006,819534
"489","Arizona","Male","Black",2007,870060
"490","Arizona","Male","Black",2008,919974
"491","Arizona","Male","Black",2009,960738
"492","Arizona","Male","Black",2010,991602
"493","Arizona","Male","Black",2011,1021134
"494","Arizona","Male","Black",2012,1054050
"495","Arizona","Male","Black",2013,1086300
"496","Arizona","Male","White",1969,4562946
"497","Arizona","Male","White",1970,4827972
"498","Arizona","Male","White",1971,5092998
"499","Arizona","Male","White",1972,5405544
"500","Arizona","Male","White",1973,5723130
"501","Arizona","Male","White",1974,5991888
"502","Arizona","Male","White",1975,6149448
"503","Arizona","Male","White",1976,6311916
"504","Arizona","Male","White",1977,6517548
"505","Arizona","Male","White",1978,6756708
"506","Arizona","Male","White",1979,7076808
"507","Arizona","Male","White",1980,7309350
"508","Arizona","Male","White",1981,7499112
"509","Arizona","Male","White",1982,7702896
"510","Arizona","Male","White",1983,7912128
"511","Arizona","Male","White",1984,8170614
"512","Arizona","Male","White",1985,8475312
"513","Arizona","Male","White",1986,8802714
"514","Arizona","Male","White",1987,9137136
"515","Arizona","Male","White",1988,9387990
"516","Arizona","Male","White",1989,9607878
"517","Arizona","Male","White",1990,9757680
"518","Arizona","Male","White",1991,10022160
"519","Arizona","Male","White",1992,10357686
"520","Arizona","Male","White",1993,10755360
"521","Arizona","Male","White",1994,11242860
"522","Arizona","Male","White",1995,11744910
"523","Arizona","Male","White",1996,12159654
"524","Arizona","Male","White",1997,12570870
"525","Arizona","Male","White",1998,12968790
"526","Arizona","Male","White",1999,13352322
"527","Arizona","Male","White",2000,13719660
"528","Arizona","Male","White",2001,13986216
"529","Arizona","Male","White",2002,14270100
"530","Arizona","Male","White",2003,14519928
"531","Arizona","Male","White",2004,14849658
"532","Arizona","Male","White",2005,15277896
"533","Arizona","Male","White",2006,15706440
"534","Arizona","Male","White",2007,15993066
"535","Arizona","Male","White",2008,16207356
"536","Arizona","Male","White",2009,16290714
"537","Arizona","Male","White",2010,16414164
"538","Arizona","Male","White",2011,16533108
"539","Arizona","Male","White",2012,16697406
"540","Arizona","Male","White",2013,16853646
"541","Arkansas","Female","Black",1969,1112214
"542","Arkansas","Female","Black",1970,1112712
"543","Arkansas","Female","Black",1971,1112838
"544","Arkansas","Female","Black",1972,1119060
"545","Arkansas","Female","Black",1973,1129542
"546","Arkansas","Female","Black",1974,1137378
"547","Arkansas","Female","Black",1975,1154250
"548","Arkansas","Female","Black",1976,1154880
"549","Arkansas","Female","Black",1977,1162950
"550","Arkansas","Female","Black",1978,1174806
"551","Arkansas","Female","Black",1979,1181562
"552","Arkansas","Female","Black",1980,1195506
"553","Arkansas","Female","Black",1981,1199694
"554","Arkansas","Female","Black",1982,1201302
"555","Arkansas","Female","Black",1983,1202628
"556","Arkansas","Female","Black",1984,1206048
"557","Arkansas","Female","Black",1985,1206522
"558","Arkansas","Female","Black",1986,1203558
"559","Arkansas","Female","Black",1987,1204062
"560","Arkansas","Female","Black",1988,1203324
"561","Arkansas","Female","Black",1989,1204140
"562","Arkansas","Female","Black",1990,1206810
"563","Arkansas","Female","Black",1991,1220808
"564","Arkansas","Female","Black",1992,1240038
"565","Arkansas","Female","Black",1993,1260846
"566","Arkansas","Female","Black",1994,1275156
"567","Arkansas","Female","Black",1995,1293120
"568","Arkansas","Female","Black",1996,1312140
"569","Arkansas","Female","Black",1997,1326306
"570","Arkansas","Female","Black",1998,1339368
"571","Arkansas","Female","Black",1999,1347834
"572","Arkansas","Female","Black",2000,1354782
"573","Arkansas","Female","Black",2001,1361910
"574","Arkansas","Female","Black",2002,1367748
"575","Arkansas","Female","Black",2003,1374222
"576","Arkansas","Female","Black",2004,1385886
"577","Arkansas","Female","Black",2005,1396512
"578","Arkansas","Female","Black",2006,1420146
"579","Arkansas","Female","Black",2007,1428702
"580","Arkansas","Female","Black",2008,1444206
"581","Arkansas","Female","Black",2009,1453608
"582","Arkansas","Female","Black",2010,1470060
"583","Arkansas","Female","Black",2011,1477566
"584","Arkansas","Female","Black",2012,1484604
"585","Arkansas","Female","Black",2013,1494372
"586","Arkansas","Female","White",1969,4735164
"587","Arkansas","Female","White",1970,4848126
"588","Arkansas","Female","White",1971,4961088
"589","Arkansas","Female","White",1972,5089362
"590","Arkansas","Female","White",1973,5200800
"591","Arkansas","Female","White",1974,5320032
"592","Arkansas","Female","White",1975,5479392
"593","Arkansas","Female","White",1976,5513910
"594","Arkansas","Female","White",1977,5625702
"595","Arkansas","Female","White",1978,5719650
"596","Arkansas","Female","White",1979,5800314
"597","Arkansas","Female","White",1980,5848416
"598","Arkansas","Female","White",1981,5859006
"599","Arkansas","Female","White",1982,5862702
"600","Arkansas","Female","White",1983,5896260
"601","Arkansas","Female","White",1984,5934834
"602","Arkansas","Female","White",1985,5954862
"603","Arkansas","Female","White",1986,5973228
"604","Arkansas","Female","White",1987,6002418
"605","Arkansas","Female","White",1988,6003936
"606","Arkansas","Female","White",1989,6010962
"607","Arkansas","Female","White",1990,6039114
"608","Arkansas","Female","White",1991,6096762
"609","Arkansas","Female","White",1992,6170100
"610","Arkansas","Female","White",1993,6264468
"611","Arkansas","Female","White",1994,6355182
"612","Arkansas","Female","White",1995,6449178
"613","Arkansas","Female","White",1996,6525108
"614","Arkansas","Female","White",1997,6585420
"615","Arkansas","Female","White",1998,6633984
"616","Arkansas","Female","White",1999,6686238
"617","Arkansas","Female","White",2000,6733548
"618","Arkansas","Female","White",2001,6753828
"619","Arkansas","Female","White",2002,6778590
"620","Arkansas","Female","White",2003,6813192
"621","Arkansas","Female","White",2004,6860976
"622","Arkansas","Female","White",2005,6930654
"623","Arkansas","Female","White",2006,7015956
"624","Arkansas","Female","White",2007,7075080
"625","Arkansas","Female","White",2008,7127526
"626","Arkansas","Female","White",2009,7171596
"627","Arkansas","Female","White",2010,7219386
"628","Arkansas","Female","White",2011,7250334
"629","Arkansas","Female","White",2012,7266648
"630","Arkansas","Female","White",2013,7276992
"631","Arkansas","Male","Black",1969,1002744
"632","Arkansas","Male","Black",1970,1001994
"633","Arkansas","Male","Black",1971,1000938
"634","Arkansas","Male","Black",1972,1005228
"635","Arkansas","Male","Black",1973,1011714
"636","Arkansas","Male","Black",1974,1014930
"637","Arkansas","Male","Black",1975,1026864
"638","Arkansas","Male","Black",1976,1024458
"639","Arkansas","Male","Black",1977,1027944
"640","Arkansas","Male","Black",1978,1034388
"641","Arkansas","Male","Black",1979,1037376
"642","Arkansas","Male","Black",1980,1048422
"643","Arkansas","Male","Black",1981,1050264
"644","Arkansas","Male","Black",1982,1049796
"645","Arkansas","Male","Black",1983,1049706
"646","Arkansas","Male","Black",1984,1051224
"647","Arkansas","Male","Black",1985,1050978
"648","Arkansas","Male","Black",1986,1046418
"649","Arkansas","Male","Black",1987,1046310
"650","Arkansas","Male","Black",1988,1043832
"651","Arkansas","Male","Black",1989,1044018
"652","Arkansas","Male","Black",1990,1045410
"653","Arkansas","Male","Black",1991,1060356
"654","Arkansas","Male","Black",1992,1080354
"655","Arkansas","Male","Black",1993,1101918
"656","Arkansas","Male","Black",1994,1116072
"657","Arkansas","Male","Black",1995,1134642
"658","Arkansas","Male","Black",1996,1156560
"659","Arkansas","Male","Black",1997,1171440
"660","Arkansas","Male","Black",1998,1185312
"661","Arkansas","Male","Black",1999,1198794
"662","Arkansas","Male","Black",2000,1208772
"663","Arkansas","Male","Black",2001,1217664
"664","Arkansas","Male","Black",2002,1226232
"665","Arkansas","Male","Black",2003,1235928
"666","Arkansas","Male","Black",2004,1246386
"667","Arkansas","Male","Black",2005,1259532
"668","Arkansas","Male","Black",2006,1282146
"669","Arkansas","Male","Black",2007,1291896
"670","Arkansas","Male","Black",2008,1306044
"671","Arkansas","Male","Black",2009,1319634
"672","Arkansas","Male","Black",2010,1336332
"673","Arkansas","Male","Black",2011,1344804
"674","Arkansas","Male","Black",2012,1350966
"675","Arkansas","Male","Black",2013,1360650
"676","Arkansas","Male","White",1969,4491402
"677","Arkansas","Male","White",1970,4608336
"678","Arkansas","Male","White",1971,4725270
"679","Arkansas","Male","White",1972,4855650
"680","Arkansas","Male","White",1973,4962276
"681","Arkansas","Male","White",1974,5075550
"682","Arkansas","Male","White",1975,5226336
"683","Arkansas","Male","White",1976,5250480
