"","state","sex","race","year.n","total_popn"
"1515","Florida","Female","White",1998,39225846
"1516","Florida","Female","White",1999,39774162
"1517","Florida","Female","White",2000,40376598
"1518","Florida","Female","White",2001,41002434
"1519","Florida","Female","White",2002,41693946
"1520","Florida","Female","White",2003,42321960
"1521","Florida","Female","White",2004,43180782
"1522","Florida","Female","White",2005,44064330
"1523","Florida","Female","White",2006,44666916
"1524","Florida","Female","White",2007,45001998
"1525","Florida","Female","White",2008,45276924
"1526","Florida","Female","White",2009,45488220
"1527","Florida","Female","White",2010,45868662
"1528","Florida","Female","White",2011,46334838
"1529","Florida","Female","White",2012,46811340
"1530","Florida","Female","White",2013,47311662
"1531","Florida","Male","Black",1969,2939070
"1532","Florida","Male","Black",1970,3013830
"1533","Florida","Male","Black",1971,3087678
"1534","Florida","Male","Black",1972,3196230
"1535","Florida","Male","Black",1973,3321228
"1536","Florida","Male","Black",1974,3436080
"1537","Florida","Male","Black",1975,3489912
"1538","Florida","Male","Black",1976,3514584
"1539","Florida","Male","Black",1977,3552636
"1540","Florida","Male","Black",1978,3600336
"1541","Florida","Male","Black",1979,3694914
"1542","Florida","Male","Black",1980,3872460
"1543","Florida","Male","Black",1981,4007742
"1544","Florida","Male","Black",1982,4104198
"1545","Florida","Male","Black",1983,4201158
"1546","Florida","Male","Black",1984,4295946
"1547","Florida","Male","Black",1985,4406784
"1548","Florida","Male","Black",1986,4525674
"1549","Florida","Male","Black",1987,4658286
"1550","Florida","Male","Black",1988,4794474
"1551","Florida","Male","Black",1989,4940298
"1552","Florida","Male","Black",1990,5146890
"1553","Florida","Male","Black",1991,5343114
"1554","Florida","Male","Black",1992,5558340
"1555","Florida","Male","Black",1993,5749314
"1556","Florida","Male","Black",1994,5965260
"1557","Florida","Male","Black",1995,6162186
"1558","Florida","Male","Black",1996,6364254
"1559","Florida","Male","Black",1997,6588060
"1560","Florida","Male","Black",1998,6785766
"1561","Florida","Male","Black",1999,6982320
"1562","Florida","Male","Black",2000,7159344
"1563","Florida","Male","Black",2001,7371636
"1564","Florida","Male","Black",2002,7582584
"1565","Florida","Male","Black",2003,7796916
"1566","Florida","Male","Black",2004,8044116
"1567","Florida","Male","Black",2005,8318232
"1568","Florida","Male","Black",2006,8574504
"1569","Florida","Male","Black",2007,8753886
"1570","Florida","Male","Black",2008,8919372
"1571","Florida","Male","Black",2009,9054588
"1572","Florida","Male","Black",2010,9220950
"1573","Florida","Male","Black",2011,9464358
"1574","Florida","Male","Black",2012,9648300
"1575","Florida","Male","Black",2013,9805032
"1576","Florida","Male","White",1969,16015008
"1577","Florida","Male","White",1970,16796994
"1578","Florida","Male","White",1971,17578980
"1579","Florida","Male","White",1972,18495504
"1580","Florida","Male","White",1973,19521504
"1581","Florida","Male","White",1974,20507358
"1582","Florida","Male","White",1975,21071520
"1583","Florida","Male","White",1976,21451974
"1584","Florida","Male","White",1977,21939312
"1585","Florida","Male","White",1978,22551708
"1586","Florida","Male","White",1979,23401914
"1587","Florida","Male","White",1980,24231108
"1588","Florida","Male","White",1981,25095252
"1589","Florida","Male","White",1982,25774266
"1590","Florida","Male","White",1983,26488662
"1591","Florida","Male","White",1984,27212268
"1592","Florida","Male","White",1985,28001676
"1593","Florida","Male","White",1986,28813968
"1594","Florida","Male","White",1987,29635320
"1595","Florida","Male","White",1988,30380634
"1596","Florida","Male","White",1989,31209216
"1597","Florida","Male","White",1990,32164722
"1598","Florida","Male","White",1991,32926422
"1599","Florida","Male","White",1992,33536526
"1600","Florida","Male","White",1993,34108182
"1601","Florida","Male","White",1994,34773906
"1602","Florida","Male","White",1995,35421132
"1603","Florida","Male","White",1996,36137466
"1604","Florida","Male","White",1997,36876774
"1605","Florida","Male","White",1998,37526898
"1606","Florida","Male","White",1999,38098176
"1607","Florida","Male","White",2000,38712210
"1608","Florida","Male","White",2001,39354696
"1609","Florida","Male","White",2002,40047510
"1610","Florida","Male","White",2003,40709652
"1611","Florida","Male","White",2004,41610570
"1612","Florida","Male","White",2005,42507552
"1613","Florida","Male","White",2006,43138542
"1614","Florida","Male","White",2007,43503912
"1615","Florida","Male","White",2008,43720698
"1616","Florida","Male","White",2009,43876926
"1617","Florida","Male","White",2010,44246328
"1618","Florida","Male","White",2011,44678628
"1619","Florida","Male","White",2012,45142818
"1620","Florida","Male","White",2013,45645564
"1621","Georgia","Female","Black",1969,3705354
"1622","Georgia","Female","Black",1970,3792036
"1623","Georgia","Female","Black",1971,3878040
"1624","Georgia","Female","Black",1972,3977610
"1625","Georgia","Female","Black",1973,4059780
"1626","Georgia","Female","Black",1974,4118004
"1627","Georgia","Female","Black",1975,4197318
"1628","Georgia","Female","Black",1976,4263012
"1629","Georgia","Female","Black",1977,4359426
"1630","Georgia","Female","Black",1978,4448832
"1631","Georgia","Female","Black",1979,4573014
"1632","Georgia","Female","Black",1980,4694730
"1633","Georgia","Female","Black",1981,4797036
"1634","Georgia","Female","Black",1982,4885236
"1635","Georgia","Female","Black",1983,4961478
"1636","Georgia","Female","Black",1984,5053596
"1637","Georgia","Female","Black",1985,5159508
"1638","Georgia","Female","Black",1986,5251410
"1639","Georgia","Female","Black",1987,5351196
"1640","Georgia","Female","Black",1988,5444016
"1641","Georgia","Female","Black",1989,5534592
"1642","Georgia","Female","Black",1990,5634408
"1643","Georgia","Female","Black",1991,5797728
"1644","Georgia","Female","Black",1992,5977560
"1645","Georgia","Female","Black",1993,6175188
"1646","Georgia","Female","Black",1994,6386766
"1647","Georgia","Female","Black",1995,6580434
"1648","Georgia","Female","Black",1996,6785862
"1649","Georgia","Female","Black",1997,7000200
"1650","Georgia","Female","Black",1998,7215546
"1651","Georgia","Female","Black",1999,7434450
"1652","Georgia","Female","Black",2000,7636512
"1653","Georgia","Female","Black",2001,7819548
"1654","Georgia","Female","Black",2002,8001960
"1655","Georgia","Female","Black",2003,8172516
"1656","Georgia","Female","Black",2004,8362302
"1657","Georgia","Female","Black",2005,8597292
"1658","Georgia","Female","Black",2006,8923524
"1659","Georgia","Female","Black",2007,9212952
"1660","Georgia","Female","Black",2008,9433152
"1661","Georgia","Female","Black",2009,9625872
"1662","Georgia","Female","Black",2010,9785424
"1663","Georgia","Female","Black",2011,9922248
"1664","Georgia","Female","Black",2012,10065984
"1665","Georgia","Female","Black",2013,10207680
"1666","Georgia","Female","White",1969,10179894
"1667","Georgia","Female","White",1970,10405644
"1668","Georgia","Female","White",1971,10631394
"1669","Georgia","Female","White",1972,10839690
"1670","Georgia","Female","White",1973,11079012
"1671","Georgia","Female","White",1974,11288160
"1672","Georgia","Female","White",1975,11406144
"1673","Georgia","Female","White",1976,11524986
"1674","Georgia","Female","White",1977,11695284
"1675","Georgia","Female","White",1978,11838096
"1676","Georgia","Female","White",1979,12036474
"1677","Georgia","Female","White",1980,12196068
"1678","Georgia","Female","White",1981,12342546
"1679","Georgia","Female","White",1982,12480504
"1680","Georgia","Female","White",1983,12623436
"1681","Georgia","Female","White",1984,12839730
"1682","Georgia","Female","White",1985,13102872
"1683","Georgia","Female","White",1986,13357458
"1684","Georgia","Female","White",1987,13623594
"1685","Georgia","Female","White",1988,13830366
"1686","Georgia","Female","White",1989,14005578
"1687","Georgia","Female","White",1990,14193060
"1688","Georgia","Female","White",1991,14427810
"1689","Georgia","Female","White",1992,14701074
"1690","Georgia","Female","White",1993,14953188
"1691","Georgia","Female","White",1994,15232674
"1692","Georgia","Female","White",1995,15501630
"1693","Georgia","Female","White",1996,15764724
"1694","Georgia","Female","White",1997,16038246
"1695","Georgia","Female","White",1998,16288782
"1696","Georgia","Female","White",1999,16537866
"1697","Georgia","Female","White",2000,16775682
"1698","Georgia","Female","White",2001,16992330
"1699","Georgia","Female","White",2002,17184624
"1700","Georgia","Female","White",2003,17364282
"1701","Georgia","Female","White",2004,17531088
"1702","Georgia","Female","White",2005,17785110
"1703","Georgia","Female","White",2006,18078594
"1704","Georgia","Female","White",2007,18367314
"1705","Georgia","Female","White",2008,18561486
"1706","Georgia","Female","White",2009,18679788
"1707","Georgia","Female","White",2010,18796008
"1708","Georgia","Female","White",2011,18873390
"1709","Georgia","Female","White",2012,19005246
"1710","Georgia","Female","White",2013,19071372
"1711","Georgia","Male","Black",1969,3289668
"1712","Georgia","Male","Black",1970,3361860
"1713","Georgia","Male","Black",1971,3433290
"1714","Georgia","Male","Black",1972,3515418
"1715","Georgia","Male","Black",1973,3579828
"1716","Georgia","Male","Black",1974,3626016
"1717","Georgia","Male","Black",1975,3692406
"1718","Georgia","Male","Black",1976,3757578
"1719","Georgia","Male","Black",1977,3834984
"1720","Georgia","Male","Black",1978,3910638
"1721","Georgia","Male","Black",1979,4020312
"1722","Georgia","Male","Black",1980,4137276
"1723","Georgia","Male","Black",1981,4218750
"1724","Georgia","Male","Black",1982,4295538
"1725","Georgia","Male","Black",1983,4360944
"1726","Georgia","Male","Black",1984,4437360
"1727","Georgia","Male","Black",1985,4528866
"1728","Georgia","Male","Black",1986,4610442
"1729","Georgia","Male","Black",1987,4691016
"1730","Georgia","Male","Black",1988,4773300
"1731","Georgia","Male","Black",1989,4851774
"1732","Georgia","Male","Black",1990,4944000
"1733","Georgia","Male","Black",1991,5096280
"1734","Georgia","Male","Black",1992,5267598
"1735","Georgia","Male","Black",1993,5443638
"1736","Georgia","Male","Black",1994,5639190
"1737","Georgia","Male","Black",1995,5821314
"1738","Georgia","Male","Black",1996,6010962
"1739","Georgia","Male","Black",1997,6215694
"1740","Georgia","Male","Black",1998,6416436
"1741","Georgia","Male","Black",1999,6627294
"1742","Georgia","Male","Black",2000,6823962
"1743","Georgia","Male","Black",2001,6989568
"1744","Georgia","Male","Black",2002,7133172
"1745","Georgia","Male","Black",2003,7256430
"1746","Georgia","Male","Black",2004,7449714
"1747","Georgia","Male","Black",2005,7617084
"1748","Georgia","Male","Black",2006,7912038
"1749","Georgia","Male","Black",2007,8138598
"1750","Georgia","Male","Black",2008,8342616
"1751","Georgia","Male","Black",2009,8512182
"1752","Georgia","Male","Black",2010,8638362
"1753","Georgia","Male","Black",2011,8798766
"1754","Georgia","Male","Black",2012,8929104
"1755","Georgia","Male","Black",2013,9037560
"1756","Georgia","Male","White",1969,9856458
"1757","Georgia","Male","White",1970,10053216
"1758","Georgia","Male","White",1971,10249974
"1759","Georgia","Male","White",1972,10429590
"1760","Georgia","Male","White",1973,10629648
"1761","Georgia","Male","White",1974,10830648
"1762","Georgia","Male","White",1975,10934394
"1763","Georgia","Male","White",1976,11074890
"1764","Georgia","Male","White",1977,11228442
"1765","Georgia","Male","White",1978,11349264
"1766","Georgia","Male","White",1979,11529828
"1767","Georgia","Male","White",1980,11669952
"1768","Georgia","Male","White",1981,11810124
"1769","Georgia","Male","White",1982,11964090
"1770","Georgia","Male","White",1983,12119814
"1771","Georgia","Male","White",1984,12343002
"1772","Georgia","Male","White",1985,12611130
"1773","Georgia","Male","White",1986,12879600
"1774","Georgia","Male","White",1987,13141134
"1775","Georgia","Male","White",1988,13369128
"1776","Georgia","Male","White",1989,13557702
"1777","Georgia","Male","White",1990,13763208
"1778","Georgia","Male","White",1991,14010714
"1779","Georgia","Male","White",1992,14313192
"1780","Georgia","Male","White",1993,14590842
"1781","Georgia","Male","White",1994,14905962
"1782","Georgia","Male","White",1995,15212040
"1783","Georgia","Male","White",1996,15514182
"1784","Georgia","Male","White",1997,15846486
"1785","Georgia","Male","White",1998,16163016
"1786","Georgia","Male","White",1999,16483782
"1787","Georgia","Male","White",2000,16793052
"1788","Georgia","Male","White",2001,17018334
"1789","Georgia","Male","White",2002,17179806
"1790","Georgia","Male","White",2003,17295234
"1791","Georgia","Male","White",2004,17517174
"1792","Georgia","Male","White",2005,17683326
"1793","Georgia","Male","White",2006,18008286
"1794","Georgia","Male","White",2007,18244518
"1795","Georgia","Male","White",2008,18434010
"1796","Georgia","Male","White",2009,18545292
"1797","Georgia","Male","White",2010,18605478
"1798","Georgia","Male","White",2011,18726294
"1799","Georgia","Male","White",2012,18850476
"1800","Georgia","Male","White",2013,18890118
"1801","Hawaii","Female","Black",1969,14214
"1802","Hawaii","Female","Black",1970,15624
"1803","Hawaii","Female","Black",1971,17082
"1804","Hawaii","Female","Black",1972,19230
"1805","Hawaii","Female","Black",1973,21132
"1806","Hawaii","Female","Black",1974,22986
"1807","Hawaii","Female","Black",1975,24846
"1808","Hawaii","Female","Black",1976,26634
"1809","Hawaii","Female","Black",1977,28422
"1810","Hawaii","Female","Black",1978,30048
"1811","Hawaii","Female","Black",1979,32166
"1812","Hawaii","Female","Black",1980,35700
"1813","Hawaii","Female","Black",1981,38892
"1814","Hawaii","Female","Black",1982,42180
"1815","Hawaii","Female","Black",1983,45936
"1816","Hawaii","Female","Black",1984,49152
"1817","Hawaii","Female","Black",1985,52296
"1818","Hawaii","Female","Black",1986,55044
"1819","Hawaii","Female","Black",1987,57984
"1820","Hawaii","Female","Black",1988,60900
"1821","Hawaii","Female","Black",1989,63780
"1822","Hawaii","Female","Black",1990,65484
"1823","Hawaii","Female","Black",1991,71004
"1824","Hawaii","Female","Black",1992,79200
"1825","Hawaii","Female","Black",1993,81390
"1826","Hawaii","Female","Black",1994,84522
"1827","Hawaii","Female","Black",1995,85254
"1828","Hawaii","Female","Black",1996,83688
"1829","Hawaii","Female","Black",1997,82968
"1830","Hawaii","Female","Black",1998,81828
"1831","Hawaii","Female","Black",1999,77196
"1832","Hawaii","Female","Black",2000,74004
"1833","Hawaii","Female","Black",2001,79770
"1834","Hawaii","Female","Black",2002,84222
"1835","Hawaii","Female","Black",2003,84156
"1836","Hawaii","Female","Black",2004,84606
"1837","Hawaii","Female","Black",2005,85134
"1838","Hawaii","Female","Black",2006,84648
"1839","Hawaii","Female","Black",2007,82290
"1840","Hawaii","Female","Black",2008,82362
"1841","Hawaii","Female","Black",2009,82500
"1842","Hawaii","Female","Black",2010,84726
"1843","Hawaii","Female","Black",2011,94980
"1844","Hawaii","Female","Black",2012,101088
"1845","Hawaii","Female","Black",2013,107094
"1846","Hawaii","Female","White",1969,655908
"1847","Hawaii","Female","White",1970,678012
"1848","Hawaii","Female","White",1971,697986
"1849","Hawaii","Female","White",1972,715944
"1850","Hawaii","Female","White",1973,727788
"1851","Hawaii","Female","White",1974,735798
"1852","Hawaii","Female","White",1975,734328
"1853","Hawaii","Female","White",1976,746478
"1854","Hawaii","Female","White",1977,749508
"1855","Hawaii","Female","White",1978,746646
"1856","Hawaii","Female","White",1979,755112
"1857","Hawaii","Female","White",1980,763158
"1858","Hawaii","Female","White",1981,772824
"1859","Hawaii","Female","White",1982,773358
"1860","Hawaii","Female","White",1983,769656
"1861","Hawaii","Female","White",1984,768738
"1862","Hawaii","Female","White",1985,779856
"1863","Hawaii","Female","White",1986,792708
"1864","Hawaii","Female","White",1987,802086
"1865","Hawaii","Female","White",1988,807222
"1866","Hawaii","Female","White",1989,831618
"1867","Hawaii","Female","White",1990,877650
"1868","Hawaii","Female","White",1991,912756
"1869","Hawaii","Female","White",1992,917808
"1870","Hawaii","Female","White",1993,901704
"1871","Hawaii","Female","White",1994,884346
"1872","Hawaii","Female","White",1995,864018
"1873","Hawaii","Female","White",1996,842850
"1874","Hawaii","Female","White",1997,835242
"1875","Hawaii","Female","White",1998,838674
"1876","Hawaii","Female","White",1999,835512
"1877","Hawaii","Female","White",2000,818424
"1878","Hawaii","Female","White",2001,827304
"1879","Hawaii","Female","White",2002,837252
"1880","Hawaii","Female","White",2003,848520
"1881","Hawaii","Female","White",2004,867378
"1882","Hawaii","Female","White",2005,879228
"1883","Hawaii","Female","White",2006,890820
"1884","Hawaii","Female","White",2007,898872
"1885","Hawaii","Female","White",2008,911676
"1886","Hawaii","Female","White",2009,923328
"1887","Hawaii","Female","White",2010,935508
"1888","Hawaii","Female","White",2011,945648
"1889","Hawaii","Female","White",2012,953136
"1890","Hawaii","Female","White",2013,964308
"1891","Hawaii","Male","Black",1969,26760
"1892","Hawaii","Male","Black",1970,30174
"1893","Hawaii","Male","Black",1971,33738
"1894","Hawaii","Male","Black",1972,38406
"1895","Hawaii","Male","Black",1973,42570
"1896","Hawaii","Male","Black",1974,46536
"1897","Hawaii","Male","Black",1975,50676
"1898","Hawaii","Male","Black",1976,54606
"1899","Hawaii","Male","Black",1977,58596
"1900","Hawaii","Male","Black",1978,62436
"1901","Hawaii","Male","Black",1979,67086
"1902","Hawaii","Male","Black",1980,73812
"1903","Hawaii","Male","Black",1981,76824
"1904","Hawaii","Male","Black",1982,79542
"1905","Hawaii","Male","Black",1983,83586
"1906","Hawaii","Male","Black",1984,87192
"1907","Hawaii","Male","Black",1985,89994
"1908","Hawaii","Male","Black",1986,93048
"1909","Hawaii","Male","Black",1987,95886
"1910","Hawaii","Male","Black",1988,97902
"1911","Hawaii","Male","Black",1989,100254
"1912","Hawaii","Male","Black",1990,101580
"1913","Hawaii","Male","Black",1991,108348
"1914","Hawaii","Male","Black",1992,117276
"1915","Hawaii","Male","Black",1993,114288
"1916","Hawaii","Male","Black",1994,115728
"1917","Hawaii","Male","Black",1995,115452
"1918","Hawaii","Male","Black",1996,115038
"1919","Hawaii","Male","Black",1997,113826
"1920","Hawaii","Male","Black",1998,113958
"1921","Hawaii","Male","Black",1999,109770
"1922","Hawaii","Male","Black",2000,108444
"1923","Hawaii","Male","Black",2001,115428
"1924","Hawaii","Male","Black",2002,119286
"1925","Hawaii","Male","Black",2003,116154
"1926","Hawaii","Male","Black",2004,112878
"1927","Hawaii","Male","Black",2005,117480
"1928","Hawaii","Male","Black",2006,118686
"1929","Hawaii","Male","Black",2007,114642
"1930","Hawaii","Male","Black",2008,116040
"1931","Hawaii","Male","Black",2009,117276
"1932","Hawaii","Male","Black",2010,121572
"1933","Hawaii","Male","Black",2011,134298
"1934","Hawaii","Male","Black",2012,147444
"1935","Hawaii","Male","Black",2013,158622
"1936","Hawaii","Male","White",1969,788436
"1937","Hawaii","Male","White",1970,817956
"1938","Hawaii","Male","White",1971,842070
"1939","Hawaii","Male","White",1972,865770
"1940","Hawaii","Male","White",1973,884184
"1941","Hawaii","Male","White",1974,889098
"1942","Hawaii","Male","White",1975,865578
"1943","Hawaii","Male","White",1976,879642
"1944","Hawaii","Male","White",1977,885636
"1945","Hawaii","Male","White",1978,890556
"1946","Hawaii","Male","White",1979,899196
"1947","Hawaii","Male","White",1980,899184
"1948","Hawaii","Male","White",1981,899706
"1949","Hawaii","Male","White",1982,894006
"1950","Hawaii","Male","White",1983,893400
"1951","Hawaii","Male","White",1984,899628
"1952","Hawaii","Male","White",1985,909318
"1953","Hawaii","Male","White",1986,927174
"1954","Hawaii","Male","White",1987,939732
"1955","Hawaii","Male","White",1988,942276
"1956","Hawaii","Male","White",1989,964500
"1957","Hawaii","Male","White",1990,1015950
"1958","Hawaii","Male","White",1991,1065114
"1959","Hawaii","Male","White",1992,1078122
"1960","Hawaii","Male","White",1993,1050912
"1961","Hawaii","Male","White",1994,1017276
"1962","Hawaii","Male","White",1995,977082
"1963","Hawaii","Male","White",1996,934008
"1964","Hawaii","Male","White",1997,912288
"1965","Hawaii","Male","White",1998,921600
"1966","Hawaii","Male","White",1999,936726
"1967","Hawaii","Male","White",2000,950718
"1968","Hawaii","Male","White",2001,963810
"1969","Hawaii","Male","White",2002,976398
"1970","Hawaii","Male","White",2003,984288
"1971","Hawaii","Male","White",2004,1000308
"1972","Hawaii","Male","White",2005,1021626
"1973","Hawaii","Male","White",2006,1039134
"1974","Hawaii","Male","White",2007,1042782
"1975","Hawaii","Male","White",2008,1059234
"1976","Hawaii","Male","White",2009,1072350
"1977","Hawaii","Male","White",2010,1090926
"1978","Hawaii","Male","White",2011,1108362
"1979","Hawaii","Male","White",2012,1130226
"1980","Hawaii","Male","White",2013,1151154
"1981","Idaho","Female","Black",1969,4914
"1982","Idaho","Female","Black",1970,5034
"1983","Idaho","Female","Black",1971,5154
"1984","Idaho","Female","Black",1972,5274
"1985","Idaho","Female","Black",1973,5406
"1986","Idaho","Female","Black",1974,5526
"1987","Idaho","Female","Black",1975,5574
"1988","Idaho","Female","Black",1976,5850
"1989","Idaho","Female","Black",1977,6066
"1990","Idaho","Female","Black",1978,6246
"1991","Idaho","Female","Black",1979,6396
"1992","Idaho","Female","Black",1980,6510
"1993","Idaho","Female","Black",1981,6792
"1994","Idaho","Female","Black",1982,6894
"1995","Idaho","Female","Black",1983,7188
"1996","Idaho","Female","Black",1984,7326
"1997","Idaho","Female","Black",1985,7794
"1998","Idaho","Female","Black",1986,7920
"1999","Idaho","Female","Black",1987,7908
"2000","Idaho","Female","Black",1988,8172
"2001","Idaho","Female","Black",1989,8400
"2002","Idaho","Female","Black",1990,7962
"2003","Idaho","Female","Black",1991,9468
"2004","Idaho","Female","Black",1992,10380
"2005","Idaho","Female","Black",1993,11706
"2006","Idaho","Female","Black",1994,12324
"2007","Idaho","Female","Black",1995,13290
"2008","Idaho","Female","Black",1996,13710
"2009","Idaho","Female","Black",1997,13488
"2010","Idaho","Female","Black",1998,15084
"2011","Idaho","Female","Black",1999,15906
"2012","Idaho","Female","Black",2000,19470
"2013","Idaho","Female","Black",2001,22062
"2014","Idaho","Female","Black",2002,24504
"2015","Idaho","Female","Black",2003,26436
"2016","Idaho","Female","Black",2004,28602
"2017","Idaho","Female","Black",2005,31362
"2018","Idaho","Female","Black",2006,33306
"2019","Idaho","Female","Black",2007,35826
"2020","Idaho","Female","Black",2008,37554
"2021","Idaho","Female","Black",2009,39630
"2022","Idaho","Female","Black",2010,40428
"2023","Idaho","Female","Black",2011,42954
"2024","Idaho","Female","Black",2012,45222
"2025","Idaho","Female","Black",2013,48186
"2026","Idaho","Female","White",1969,2062944
"2027","Idaho","Female","White",1970,2120856
"2028","Idaho","Female","White",1971,2178768
"2029","Idaho","Female","White",1972,2247600
"2030","Idaho","Female","White",1973,2301870
"2031","Idaho","Female","White",1974,2377782
"2032","Idaho","Female","White",1975,2448846
"2033","Idaho","Female","White",1976,2522280
"2034","Idaho","Female","White",1977,2599998
"2035","Idaho","Female","White",1978,2680224
"2036","Idaho","Female","White",1979,2744190
"2037","Idaho","Female","White",1980,2789550
"2038","Idaho","Female","White",1981,2828298
"2039","Idaho","Female","White",1982,2863158
"2040","Idaho","Female","White",1983,2883570
"2041","Idaho","Female","White",1984,2909262
"2042","Idaho","Female","White",1985,2917752
"2043","Idaho","Female","White",1986,2904246
"2044","Idaho","Female","White",1987,2888490
"2045","Idaho","Female","White",1988,2891250
"2046","Idaho","Female","White",1989,2916126
"2047","Idaho","Female","White",1990,2970444
"2048","Idaho","Female","White",1991,3053442
"2049","Idaho","Female","White",1992,3136662
"2050","Idaho","Female","White",1993,3240036
"2051","Idaho","Female","White",1994,3345666
"2052","Idaho","Female","White",1995,3435360
"2053","Idaho","Female","White",1996,3508134
"2054","Idaho","Female","White",1997,3577008
"2055","Idaho","Female","White",1998,3640158
"2056","Idaho","Female","White",1999,3701118
"2057","Idaho","Female","White",2000,3756690
"2058","Idaho","Female","White",2001,3809682
"2059","Idaho","Female","White",2002,3866520
"2060","Idaho","Female","White",2003,3926742
"2061","Idaho","Female","White",2004,3998772
"2062","Idaho","Female","White",2005,4101210
"2063","Idaho","Female","White",2006,4213020
"2064","Idaho","Female","White",2007,4309710
"2065","Idaho","Female","White",2008,4389144
"2066","Idaho","Female","White",2009,4445526
"2067","Idaho","Female","White",2010,4490544
"2068","Idaho","Female","White",2011,4521198
"2069","Idaho","Female","White",2012,4555194
"2070","Idaho","Female","White",2013,4596624
"2071","Idaho","Male","Black",1969,7686
"2072","Idaho","Male","Black",1970,7890
"2073","Idaho","Male","Black",1971,8124
"2074","Idaho","Male","Black",1972,8376
"2075","Idaho","Male","Black",1973,8580
"2076","Idaho","Male","Black",1974,8850
"2077","Idaho","Male","Black",1975,8952
"2078","Idaho","Male","Black",1976,9282
"2079","Idaho","Male","Black",1977,9588
"2080","Idaho","Male","Black",1978,10062
"2081","Idaho","Male","Black",1979,9978
"2082","Idaho","Male","Black",1980,10002
"2083","Idaho","Male","Black",1981,10380
"2084","Idaho","Male","Black",1982,10566
"2085","Idaho","Male","Black",1983,10980
"2086","Idaho","Male","Black",1984,11118
"2087","Idaho","Male","Black",1985,11628
"2088","Idaho","Male","Black",1986,11754
"2089","Idaho","Male","Black",1987,11832
"2090","Idaho","Male","Black",1988,12054
"2091","Idaho","Male","Black",1989,12426
"2092","Idaho","Male","Black",1990,12018
"2093","Idaho","Male","Black",1991,12966
"2094","Idaho","Male","Black",1992,14070
"2095","Idaho","Male","Black",1993,16098
"2096","Idaho","Male","Black",1994,16632
"2097","Idaho","Male","Black",1995,18228
"2098","Idaho","Male","Black",1996,18486
"2099","Idaho","Male","Black",1997,18840
"2100","Idaho","Male","Black",1998,20358
"2101","Idaho","Male","Black",1999,21552
"2102","Idaho","Male","Black",2000,26628
"2103","Idaho","Male","Black",2001,29256
"2104","Idaho","Male","Black",2002,31170
"2105","Idaho","Male","Black",2003,33528
"2106","Idaho","Male","Black",2004,36336
"2107","Idaho","Male","Black",2005,39258
"2108","Idaho","Male","Black",2006,42906
"2109","Idaho","Male","Black",2007,45942
"2110","Idaho","Male","Black",2008,47910
"2111","Idaho","Male","Black",2009,50694
"2112","Idaho","Male","Black",2010,51786
"2113","Idaho","Male","Black",2011,54570
"2114","Idaho","Male","Black",2012,56574
"2115","Idaho","Male","Black",2013,60234
"2116","Idaho","Male","White",1969,2048916
"2117","Idaho","Male","White",1970,2111442
"2118","Idaho","Male","White",1971,2173968
"2119","Idaho","Male","White",1972,2247510
"2120","Idaho","Male","White",1973,2302968
"2121","Idaho","Male","White",1974,2378010
"2122","Idaho","Male","White",1975,2447472
"2123","Idaho","Male","White",1976,2519400
"2124","Idaho","Male","White",1977,2595690
"2125","Idaho","Male","White",1978,2674830
"2126","Idaho","Male","White",1979,2737086
"2127","Idaho","Male","White",1980,2778300
"2128","Idaho","Male","White",1981,2816046
"2129","Idaho","Male","White",1982,2845536
"2130","Idaho","Male","White",1983,2869836
"2131","Idaho","Male","White",1984,2893368
"2132","Idaho","Male","White",1985,2899152
"2133","Idaho","Male","White",1986,2886552
"2134","Idaho","Male","White",1987,2867856
"2135","Idaho","Male","White",1988,2864796
"2136","Idaho","Male","White",1989,2886282
"2137","Idaho","Male","White",1990,2940462
"2138","Idaho","Male","White",1991,3025590
"2139","Idaho","Male","White",1992,3117708
"2140","Idaho","Male","White",1993,3227598
"2141","Idaho","Male","White",1994,3335076
"2142","Idaho","Male","White",1995,3428994
"2143","Idaho","Male","White",1996,3503760
"2144","Idaho","Male","White",1997,3578214
"2145","Idaho","Male","White",1998,3645876
"2146","Idaho","Male","White",1999,3714936
"2147","Idaho","Male","White",2000,3776916
"2148","Idaho","Male","White",2001,3832542
"2149","Idaho","Male","White",2002,3885108
"2150","Idaho","Male","White",2003,3948684
"2151","Idaho","Male","White",2004,4031508
"2152","Idaho","Male","White",2005,4126554
"2153","Idaho","Male","White",2006,4237716
"2154","Idaho","Male","White",2007,4337784
"2155","Idaho","Male","White",2008,4417314
"2156","Idaho","Male","White",2009,4465464
"2157","Idaho","Male","White",2010,4505604
"2158","Idaho","Male","White",2011,4538670
"2159","Idaho","Male","White",2012,4561554
"2160","Idaho","Male","White",2013,4606458
"2161","Illinois","Female","Black",1969,4420194
"2162","Illinois","Female","Black",1970,4522350
"2163","Illinois","Female","Black",1971,4623576
"2164","Illinois","Female","Black",1972,4709418
"2165","Illinois","Female","Black",1973,4773312
"2166","Illinois","Female","Black",1974,4847166
"2167","Illinois","Female","Black",1975,4936284
"2168","Illinois","Female","Black",1976,5028450
"2169","Illinois","Female","Black",1977,5122536
"2170","Illinois","Female","Black",1978,5209584
"2171","Illinois","Female","Black",1979,5273544
"2172","Illinois","Female","Black",1980,5376120
