stnum	gender	year	deathsw	popw	deathsb	popb
21	1	2005	16272	1842570	5704	882860
21	1	2006	16129	1839882	5802	893365
21	1	2007	16051	1836111	5752	901065
21	1	2008	15952	1836215	5771	907251
21	1	2009	15999	1841024	5817	917265
22	0	1990	24360	2653833	1038	158551
22	0	1991	24221	2642465	1074	162900
22	0	1992	24791	2639745	1086	167652
22	0	1993	25123	2645842	1130	172532
22	0	1994	24832	2655450	1145	176169
22	0	1995	24691	2670358	1194	179480
22	0	1996	24757	2680472	1098	182988
22	0	1997	24081	2691058	1071	188838
22	0	1998	24370	2701280	1035	194758
22	0	1999	24684	2711096	1064	200746
22	0	2000	24798	2720833	1093	206184
22	0	2001	24505	2735330	1151	211207
22	0	2002	24973	2743622	1190	216170
22	0	2003	24602	2743410	1227	220050
22	0	2004	23866	2738161	1218	223155
22	0	2005	23603	2734006	1171	226619
22	0	2006	23359	2735424	1173	230931
22	0	2007	23437	2745673	1160	235441
22	0	2008	23605	2760101	1174	239913
22	0	2009	23175	2776999	1164	244431
22	1	1990	26547	2879796	865	169790
22	1	1991	26587	2867032	850	174665
22	1	1992	26754	2860240	892	179616
22	1	1993	28098	2864487	847	184769
22	1	1994	27601	2871566	954	188903
22	1	1995	28141	2884369	963	192764
22	1	1996	28055	2892540	937	197488
22	1	1997	28072	2902233	979	204092
22	1	1998	28387	2912615	950	210314
22	1	1999	28605	2921658	978	216145
22	1	2000	29228	2931196	1021	221796
22	1	2001	29415	2940518	1088	226844
22	1	2002	29057	2941083	1108	230694
22	1	2003	28636	2935801	1154	233781
22	1	2004	27783	2926067	1010	236096
22	1	2005	27328	2917044	1119	238721
22	1	2006	27132	2912308	1074	242127
22	1	2007	26563	2917842	1056	245925
22	1	2008	26885	2928458	1055	249911
22	1	2009	26069	2940746	1118	254227
23	0	1990	33761	3831975	6570	608626
23	0	1991	34148	3863618	6635	620696
23	0	1992	33735	3893291	6531	631463
23	0	1993	34738	3914314	6876	642181
23	0	1994	34606	3933613	6986	651331
23	0	1995	34782	3961560	6905	660966
23	0	1996	34793	3992390	6540	668453
23	0	1997	34666	4009557	6335	675163
23	0	1998	35259	4021080	6431	681431
23	0	1999	35680	4034851	6618	688403
23	0	2000	35600	4050577	6362	696060
23	0	2001	35560	4069738	6369	700462
23	0	2002	35967	4081599	6541	702884
23	0	2003	35646	4091930	6332	703933
23	0	2004	34914	4099463	6226	704316
23	0	2005	35416	4099111	6372	704310
23	0	2006	35424	4094175	6373	704069
23	0	2007	35999	4079412	6400	700500
23	0	2008	36557	4057448	6331	696032
23	0	2009	36315	4042252	6206	692790
23	1	1990	32648	4012196	5192	694021
23	1	1991	33290	4038707	5364	704686
23	1	1992	32815	4061264	5365	713708
23	1	1993	34609	4074542	5670	722692
23	1	1994	35081	4086900	5635	731632
23	1	1995	35562	4107272	5735	740856
23	1	1996	35984	4131188	5547	748136
23	1	1997	35828	4141260	5744	753308
23	1	1998	37069	4144993	5713	760082
23	1	1999	38117	4152047	6097	766679
23	1	2000	38213	4164902	6058	772285
23	1	2001	37686	4177302	6025	776650
23	1	2002	38337	4183520	6184	778600
23	1	2003	38041	4187863	5916	779826
23	1	2004	37323	4192437	5876	781906
23	1	2005	38308	4187027	5925	781043
23	1	2006	37477	4178321	5860	780349
23	1	2007	37511	4163656	5939	777593
23	1	2008	38688	4142718	6020	773465
23	1	2009	37251	4126652	5764	771043
24	0	1990	16997	2039952	311	50003
24	0	1991	17446	2060604	288	52920
24	0	1992	17028	2081492	258	57348
24	0	1993	17604	2105181	339	61765
24	0	1994	17611	2125156	367	66206
24	0	1995	17834	2143238	362	70858
24	0	1996	17716	2162784	351	75479
24	0	1997	17434	2179452	352	80754
24	0	1998	17181	2194215	394	87243
24	0	1999	17892	2214981	395	94244
24	0	2000	17332	2233598	395	101284
24	0	2001	17444	2250310	434	106524
24	0	2002	17763	2261034	432	110901
24	0	2003	17364	2270797	399	115528
24	0	2004	17072	2279380	436	120084
24	0	2005	17220	2286114	482	124342
24	0	2006	17011	2298040	484	130099
24	0	2007	17122	2310611	582	135496
24	0	2008	17550	2323333	521	139577
24	0	2009	17573	2335588	510	142781
24	1	1990	16810	2123516	137	46860
24	1	1991	16935	2142021	162	49658
24	1	1992	17052	2158547	173	53752
24	1	1993	17794	2179075	196	57992
24	1	1994	17818	2196314	199	62838
24	1	1995	18486	2210413	190	67226
24	1	1996	18292	2227192	233	71630
24	1	1997	18245	2241242	247	76458
24	1	1998	18708	2254409	228	81970
24	1	1999	19326	2269961	256	88181
24	1	2000	18989	2284904	264	94851
24	1	2001	18823	2299673	280	99153
24	1	2002	19298	2308024	287	103043
24	1	2003	18814	2313997	302	106650
24	1	2004	18419	2321220	328	110738
24	1	2005	18688	2326617	340	114488
24	1	2006	18309	2336958	365	119435
24	1	2007	18226	2348516	350	124280
24	1	2008	19107	2359939	395	128053
24	1	2009	18414	2371345	332	130544
25	0	1990	8558	799066	4760	425261
25	0	1991	8567	802373	4827	432035
25	0	1992	8680	807374	4640	439498
25	0	1993	8986	815576	4904	447764
25	0	1994	8790	824894	4873	455379
25	0	1995	9222	834145	4872	462782
25	0	1996	8970	840756	4694	468725
25	0	1997	9150	849400	4812	474505
25	0	1998	9328	856655	4783	480782
25	0	1999	9434	863770	4740	486114
25	0	2000	9479	870349	4604	489193
25	0	2001	9271	871363	4615	491552
25	0	2002	9438	872435	4761	493004
25	0	2003	9457	874249	4690	495422
25	0	2004	9517	878148	4526	499829
25	0	2005	9737	871412	4820	500438
25	0	2006	9530	876009	4839	507624
25	0	2007	9551	881637	4832	514107
25	0	2008	9685	884699	4773	519130
25	0	2009	9647	886575	4661	522557
25	1	1990	7619	841250	4116	492876
25	1	1991	7936	844668	4257	499057
25	1	1992	7798	848593	4050	506996
25	1	1993	8094	854953	4316	514130
25	1	1994	8495	863729	4505	521690
25	1	1995	8575	871716	4257	529583
25	1	1996	8602	877314	4304	535588
25	1	1997	8966	884426	4444	541734
25	1	1998	9087	892044	4531	547341
25	1	1999	9320	897065	4570	552139
25	1	2000	9808	900840	4629	554392
25	1	2001	9591	900543	4637	555342
25	1	2002	9786	900832	4715	556555
25	1	2003	9685	902454	4519	558370
25	1	2004	9260	906743	4413	562449
25	1	2005	9890	898945	4562	562790
25	1	2006	9460	902236	4559	570345
25	1	2007	9334	907327	4366	576145
25	1	2008	9805	909669	4551	582591
25	1	2009	9355	912003	4410	585552
26	0	1990	22512	2184264	2857	256198
26	0	1991	22753	2200917	2953	260443
26	0	1992	22655	2219418	2989	265801
26	0	1993	23810	2240501	2994	271309
26	0	1994	23472	2260931	3052	276936
26	0	1995	23840	2283399	2918	281569
26	0	1996	23345	2304451	2768	287125
26	0	1997	23527	2323343	2873	292627
26	0	1998	23598	2338130	2896	297139
26	0	1999	23879	2354682	2952	300905
26	0	2000	23299	2369232	2860	306351
26	0	2001	23367	2383657	2832	309843
26	0	2002	24101	2398096	2876	313161
26	0	2003	23688	2411023	2808	315955
26	0	2004	23217	2429516	2840	319155
26	0	2005	23706	2448488	2881	322721
26	0	2006	23506	2470216	2928	326675
26	0	2007	23590	2490799	2852	329789
26	0	2008	24885	2509353	2809	332953
26	0	2009	24087	2521239	2618	336012
26	1	1990	22398	2331949	2419	295416
26	1	1991	22458	2345446	2562	300080
26	1	1992	22748	2358984	2438	304947
26	1	1993	24168	2376783	2608	310970
26	1	1994	24567	2395181	2521	316465
26	1	1995	24826	2413529	2616	321448
26	1	1996	24945	2430701	2656	326286
26	1	1997	24979	2446579	2715	331848
26	1	1998	25535	2459251	2794	336638
26	1	1999	26032	2470291	2820	341114
26	1	2000	25828	2480189	2659	345959
26	1	2001	25833	2492549	2698	349718
26	1	2002	25899	2504313	2782	352960
26	1	2003	25902	2515811	2893	355918
26	1	2004	24841	2529402	2742	359834
26	1	2005	25052	2546651	2698	363628
26	1	2006	25092	2567004	2818	367879
26	1	2007	24581	2584564	2777	370631
26	1	2008	26027	2602035	2606	374122
26	1	2009	24744	2611885	2547	376989
27	0	1990	3400	369835	0	1326
27	0	1991	3537	374219	0	1367
27	0	1992	3572	382102	0	1381
27	0	1993	3761	391417	0	1492
27	0	1994	3761	398932	0	1540
27	0	1995	3744	405852	0	1664
27	0	1996	3860	410248	0	1742
27	0	1997	3845	411219	0	1751
27	0	1998	3959	411821	0	1837
27	0	1999	3821	413721	0	1897
27	0	2000	3949	415285	0	2412
27	0	2001	3985	415914	0	2758
27	0	2002	3913	417525	0	3050
27	0	2003	4067	420522	0	3309
27	0	2004	3785	424361	0	3644
27	0	2005	4078	428414	0	3887
27	0	2006	3975	433809	0	4221
27	0	2007	4093	438860	0	4508
27	0	2008	4228	443518	0	4771
27	0	2009	4137	446009	0	5108
27	1	1990	3085	376577	0	874
27	1	1991	3095	380183	0	902
27	1	1992	3133	387467	0	940
27	1	1993	3332	395873	0	1056
27	1	1994	3225	403162	0	1126
27	1	1995	3480	409976	0	1105
27	1	1996	3473	413922	0	1187
27	1	1997	3559	415399	0	1159
27	1	1998	3628	415843	0	1197
27	1	1999	3809	417059	0	1213
27	1	2000	3711	418046	0	1676
27	1	2001	3822	418349	0	1961
27	1	2002	4086	419490	0	2184
27	1	2003	3909	421861	0	2495
27	1	2004	3807	425362	0	2777
27	1	2005	3958	428570	0	3019
27	1	2006	3940	433010	0	3338
27	1	2007	4015	437337	0	3647
27	1	2008	4127	441816	0	3934
27	1	2009	4030	444532	0	4204
28	0	1990	7260	731270	167	28209
28	0	1991	7028	738403	189	28703
28	0	1992	6954	745311	182	29496
28	0	1993	7294	750965	198	30154
28	0	1994	7195	756947	187	31061
28	0	1995	7122	764789	209	31760
28	0	1996	7140	772275	211	32605
28	0	1997	7170	777820	238	33622
28	0	1998	6971	781843	173	34517
28	0	1999	7128	785277	189	35543
28	0	2000	6864	787054	201	37026
28	0	2001	6835	788667	235	38003
28	0	2002	7195	791197	207	38720
28	0	2003	7019	794374	263	39718
28	0	2004	6807	797934	214	40524
28	0	2005	6890	801680	216	41387
28	0	2006	6859	804555	203	42551
28	0	2007	6899	807649	246	43261
28	0	2008	7099	812370	226	44694
28	0	2009	6775	818377	231	45881
28	1	1990	7001	768023	137	29652
28	1	1991	7165	773345	147	30289
28	1	1992	7152	779198	156	30854
28	1	1993	7197	784452	168	31251
28	1	1994	7278	788970	152	32175
28	1	1995	7531	795284	170	33053
28	1	1996	7720	800807	194	33999
28	1	1997	7471	804716	181	35075
28	1	1998	7595	807425	211	35877
28	1	1999	7818	809461	201	36481
28	1	2000	7494	809481	207	37750
28	1	2001	7703	809436	196	38525
28	1	2002	7909	811052	207	39165
28	1	2003	7776	813238	204	39825
28	1	2004	7206	815038	214	40623
28	1	2005	7402	817953	212	41237
28	1	2006	7363	820203	204	42145
28	1	2007	7620	823304	271	43039
28	1	2008	7699	826562	230	44012
28	1	2009	7334	831572	217	44946
29	0	1990	4936	550837	295	41506
29	0	1991	5255	583173	305	44758
29	0	1992	5512	606036	345	47495
29	0	1993	5838	630706	318	49774
29	0	1994	6167	668560	409	53707
29	0	1995	6559	703606	422	57110
29	0	1996	6828	739547	457	60172
29	0	1997	6814	780331	404	64753
29	0	1998	7173	816824	515	69388
29	0	1999	7600	849671	462	73172
29	0	2000	7661	883147	487	76642
29	0	2001	8014	911530	562	81099
29	0	2002	8165	937360	600	85331
29	0	2003	8752	963526	640	89505
29	0	2004	8729	998917	661	94976
29	0	2005	9234	1029073	756	100386
29	0	2006	9172	1060038	736	106470
29	0	2007	9105	1086486	742	111484
29	0	2008	9337	1103575	778	115195
29	0	2009	9304	1112074	770	117569
29	1	1990	3667	526660	181	39961
29	1	1991	3908	557512	194	43240
29	1	1992	3927	579533	188	46063
29	1	1993	4502	603585	212	48546
29	1	1994	4729	638235	267	52825
29	1	1995	4884	670961	274	56333
29	1	1996	5208	705442	283	59701
29	1	1997	5395	744274	335	63304
29	1	1998	6000	778195	325	67252
29	1	1999	6066	808081	406	70681
29	1	2000	6240	838337	372	74575
29	1	2001	6667	865950	464	79481
29	1	2002	7001	891703	487	84105
29	1	2003	7285	917127	483	88137
29	1	2004	7296	949103	513	94085
29	1	2005	7655	974175	540	100025
29	1	2006	7542	1001016	580	106379
29	1	2007	7406	1025178	593	111743
29	1	2008	7682	1039200	608	115477
29	1	2009	7654	1047408	587	118058
30	0	1990	4296	535407	0	4101
30	0	1991	4154	533510	0	3721
30	0	1992	4154	537473	0	3818
30	0	1993	4239	543178	0	3911
30	0	1994	4325	549405	0	4329
30	0	1995	4453	556313	0	4472
30	0	1996	4528	563994	0	4820
30	0	1997	4491	570967	0	5006
30	0	1998	4586	578144	0	5255
30	0	1999	4530	585238	0	5806
30	0	2000	4642	592937	0	6438
30	0	2001	4671	599671	0	7086
30	0	2002	4708	605744	0	7649
30	0	2003	4635	610396	0	8234
30	0	2004	4808	614428	0	8639
30	0	2005	4862	617540	0	9249
30	0	2006	4811	621847	0	9859
30	0	2007	4892	623531	0	10323
30	0	2008	5047	625116	0	10753
30	0	2009	4960	625571	0	11191
30	1	1990	4134	558108	0	3249
30	1	1991	4180	557938	0	3024
30	1	1992	4330	561002	0	3167
30	1	1993	4521	565970	0	3350
30	1	1994	4542	572043	0	3536
30	1	1995	4693	578665	0	3683
30	1	1996	4757	586132	0	4005
30	1	1997	4884	592610	0	4240
30	1	1998	4850	600295	0	4380
30	1	1999	4915	606762	0	4759
30	1	2000	4936	614314	0	5216
30	1	2001	5006	620825	0	5841
30	1	2002	5042	626336	0	6291
30	1	2003	4952	629906	0	6839
30	1	2004	5196	634581	0	7426
30	1	2005	5235	637742	0	7894
30	1	2006	5136	641734	0	8455
30	1	2007	5305	643691	0	8851
30	1	2008	5112	644864	0	9285
30	1	2009	5020	645678	0	9648
31	0	1990	30099	3093816	4914	512420
31	0	1991	30122	3100592	5130	521182
31	0	1992	30412	3113473	5178	531683
31	0	1993	30508	3127471	5495	540047
31	0	1994	30434	3142523	5381	548123
31	0	1995	30633	3160469	5492	555257
31	0	1996	30208	3174645	5180	561605
31	0	1997	29654	3189005	4699	568337
31	0	1998	29385	3203952	4499	575676
31	0	1999	30122	3217379	4798	582178
31	0	2000	30339	3231317	4896	588329
31	0	2001	29978	3244981	4943	593973
31	0	2002	29544	3258286	4635	598919
31	0	2003	29320	3266639	4957	603011
31	0	2004	28420	3270475	4624	606528
31	0	2005	28686	3268539	4678	609233
31	0	2006	28380	3262738	4554	610618
31	0	2007	28057	3260774	4448	612689
31	0	2008	28072	3265258	4544	616452
31	0	2009	27509	3274720	4358	621479
31	1	1990	30550	3292352	4138	567940
31	1	1991	30449	3298195	4277	577721
31	1	1992	30581	3307059	4157	588421
31	1	1993	31603	3319423	4495	597773
31	1	1994	31370	3330395	4490	606927
31	1	1995	32451	3342928	4816	614902
31	1	1996	32437	3355199	4603	623286
31	1	1997	32606	3366382	4413	632213
31	1	1998	32474	3376789	4426	641482
31	1	1999	33581	3391812	4590	649064
31	1	2000	33889	3407249	4723	656117
31	1	2001	33830	3413123	4839	661403
31	1	2002	33827	3418300	4852	665623
31	1	2003	33486	3418309	4733	669286
31	1	2004	32462	3415043	4590	671438
31	1	2005	32414	3403856	4731	671378
31	1	2006	31468	3391468	4599	671863
31	1	2007	31311	3382456	4457	672999
31	1	2008	31470	3379126	4427	674728
31	1	2009	30611	3383652	4250	679831
32	0	1990	5248	658666	69	16534
32	0	1991	5560	671813	62	17594
32	0	1992	5555	687690	58	18593
32	0	1993	5667	704728	41	19234
32	0	1994	6068	724432	38	19768
32	0	1995	6040	741034	78	20303
32	0	1996	6142	753076	11	21038
32	0	1997	6129	760905	64	21701
32	0	1998	6141	766122	75	21855
32	0	1999	6515	769836	109	22033
32	0	2000	6383	771669	71	22475
32	0	2001	6678	773424	93	23839
32	0	2002	6910	780922	74	25492
32	0	2003	7005	788308	83	26976
32	0	2004	6794	797184	106	28631
32	0	2005	7111	807156	69	30028
32	0	2006	7266	817116	96	31742
32	0	2007	7420	827524	128	33161
32	0	2008	7510	833298	122	34591
32	0	2009	7400	842098	118	36573
32	1	1990	4431	678317	10	15003
32	1	1991	4682	690989	64	15822
32	1	1992	4626	707104	24	16878
32	1	1993	5028	724536	26	17737
32	1	1994	5023	744082	44	18478
32	1	1995	5378	760398	67	19091
32	1	1996	5295	773620	10	19585
32	1	1997	5433	783086	45	19931
32	1	1998	5619	788766	61	19794
32	1	1999	5902	793585	59	20058
32	1	2000	5822	795975	59	20479
32	1	2001	6113	795906	81	21779
32	1	2002	6139	802575	60	23145
32	1	2003	6451	808404	52	24535
32	1	2004	6171	815138	75	26077
32	1	2005	6470	823933	88	27484
32	1	2006	6692	834367	66	28953
32	1	2007	6576	843704	43	30577
32	1	2008	6902	849727	75	31932
32	1	2009	6702	856928	69	33719
33	0	1990	70888	6821839	13774	1424703
33	0	1991	69955	6834125	13669	1443180
33	0	1992	69572	6855389	13113	1464757
33	0	1993	70702	6879422	13809	1487070
33	0	1994	69420	6885166	13508	1505674
33	0	1995	68349	6884634	13310	1520817
33	0	1996	66251	6881717	12261	1533805
33	0	1997	63767	6880878	11193	1546831
33	0	1998	62394	6900077	10682	1561214
33	0	1999	63574	6917065	10890	1575076
33	0	2000	62586	6931240	10829	1588260
33	0	2001	62986	6960646	10787	1594537
33	0	2002	62418	6983561	10719	1598066
33	0	2003	60957	7008682	10634	1599874
33	0	2004	59601	7033198	10467	1600052
33	0	2005	59508	7043587	10437	1601519
33	0	2006	58886	7047572	10123	1603168
33	0	2007	58319	7069723	10211	1607043
33	0	2008	58861	7080026	9929	1611432
33	0	2009	58537	7097048	9959	1622953
33	1	1990	71391	7338075	11185	1650853
33	1	1991	70820	7334528	11297	1672561
33	1	1992	70394	7341785	11320	1694338
33	1	1993	72745	7350282	11761	1719245
33	1	1994	71685	7343884	11689	1742488
33	1	1995	72416	7328468	11742	1763372
33	1	1996	71737	7313610	11542	1780419
33	1	1997	69960	7300834	11031	1798279
33	1	1998	69854	7295150	11014	1817226
33	1	1999	71217	7318698	11364	1835692
33	1	2000	70441	7338401	11372	1852477
33	1	2001	70697	7353790	11618	1854566
33	1	2002	70415	7364657	11406	1855187
33	1	2003	69511	7376542	11274	1853565
33	1	2004	67617	7390357	11520	1851340
33	1	2005	67458	7384977	11369	1846741
33	1	2006	65323	7377731	10846	1843801
33	1	2007	64349	7386554	11004	1840765
33	1	2008	64998	7383532	10948	1840795
33	1	2009	63315	7387356	10659	1848832
34	0	1990	22671	2477707	7357	688886
34	0	1991	22905	2519893	7533	704619
34	0	1992	23180	2559163	7542	720174
34	0	1993	24369	2608779	7895	737219
34	0	1994	24264	2659693	7997	752858
34	0	1995	24995	2717865	7965	768900
34	0	1996	25394	2776297	8027	783804
34	0	1997	25194	2836068	7593	799610
34	0	1998	25897	2894317	7738	814365
34	0	1999	26083	2952586	7749	826729
34	0	2000	26925	3004362	7989	840382
34	0	2001	26679	3047309	7810	852280
34	0	2002	27251	3084757	7623	864268
34	0	2003	27771	3111073	7586	871252
34	0	2004	27554	3155231	7734	884359
34	0	2005	28215	3201806	7759	897070
34	0	2006	28481	3276764	8013	916657
34	0	2007	29056	3341434	8038	934833
34	0	2008	29565	3410077	8023	956296
34	0	2009	29976	3453554	7826	972101
34	1	1990	20745	2580906	6021	782487
34	1	1991	21578	2621122	6317	799548
34	1	1992	21794	2656221	6526	815833
34	1	1993	23001	2706648	6605	835373
34	1	1994	23370	2757708	6912	853007
34	1	1995	24288	2813087	7009	871061
34	1	1996	24949	2867510	7254	887831
34	1	1997	25380	2921104	7103	904218
34	1	1998	26084	2974478	7542	918648
34	1	1999	27335	3018281	7647	931896
34	1	2000	28467	3053249	7761	944013
34	1	2001	27811	3098889	7741	957830
34	1	2002	28643	3140656	7647	970945
34	1	2003	29385	3184153	7839	984613
34	1	2004	28410	3220784	7762	996176
34	1	2005	29592	3273471	8025	1012220
34	1	2006	29313	3342659	7889	1033403
34	1	2007	29890	3419971	8002	1057026
34	1	2008	30810	3478970	7817	1078178
34	1	2009	30345	3524924	7931	1096038
35	0	1990	2935	301757	0	2001
35	0	1991	2861	300542	0	1980
35	0	1992	2963	301593	0	1937
35	0	1993	2971	303059	0	1892
35	0	1994	2991	304533	0	1872
35	0	1995	3008	305858	0	1881
35	0	1996	2946	306508	0	2042
35	0	1997	2890	305963	0	2006
35	0	1998	2910	304109	0	2235
35	0	1999	2928	302033	0	2351
35	0	2000	2857	298966	0	2945
35	0	2001	2882	296192	0	3178
35	0	2002	2768	294455	0	3406
35	0	2003	2889	293797	0	3593
35	0	2004	2665	295448	0	4014
35	0	2005	2698	294379	0	4261
35	0	2006	2783	294744	0	4521
35	0	2007	2591	295004	0	4596
35	0	2008	2830	295938	0	4951
35	0	2009	2815	298153	0	5233
35	1	1990	2515	303898	0	1365
35	1	1991	2473	302295	0	1449
35	1	1992	2505	302839	0	1539
35	1	1993	2629	304038	0	1477
35	1	1994	2638	305426	0	1480
35	1	1995	2728	306432	0	1389
35	1	1996	2830	307027	0	1472
35	1	1997	2755	306407	0	1495
35	1	1998	2758	305021	0	1485
35	1	1999	2937	302966	0	1656
35	1	2000	2771	300287	0	2015
35	1	2001	2912	297152	0	2216
35	1	2002	2842	295130	0	2402
35	1	2003	2911	294004	0	2568
35	1	2004	2637	294251	0	2824
35	1	2005	2746	293205	0	3062
35	1	2006	2747	292708	0	3259
35	1	2007	2677	292841	0	3438
35	1	2008	2724	293757	0	3639
35	1	2009	2776	295596	0	3929
36	0	1990	43908	4636052	5644	543015
36	0	1991	44514	4664342	5774	555121
36	0	1992	43816	4693679	5645	569603
36	0	1993	45113	4717687	5822	582227
36	0	1994	45074	4732142	5884	593659
36	0	1995	45730	4749292	6100	603024
36	0	1996	45256	4759266	5971	613033
36	0	1997	45521	4767071	5798	622474
36	0	1998	45125	4774144	5634	631346
36	0	1999	45942	4779030	5844	638003
36	0	2000	45378	4782567	5889	646594
36	0	2001	45606	4792176	5794	653127
36	0	2002	46340	4798254	6046	659191
36	0	2003	45847	4805238	5861	664574
36	0	2004	44965	4809521	6188	668862
36	0	2005	46474	4809677	6137	673720
36	0	2006	45402	4812284	6185	679807
36	0	2007	45382	4820308	6119	686043
36	0	2008	46801	4819486	6253	689767
36	0	2009	46158	4822505	5998	693378
36	1	1990	44104	4952133	4995	620090
36	1	1991	44839	4974907	4833	632318
36	1	1992	44483	4996722	4969	644892
36	1	1993	46323	5014105	5240	656903
36	1	1994	46890	5023750	5203	667199
36	1	1995	48499	5032493	5371	676899
36	1	1996	48212	5035382	5514	686551
36	1	1997	48354	5037414	5417	695303
36	1	1998	49368	5041427	5503	702384
36	1	1999	50687	5037428	5736	709739
36	1	2000	50556	5035678	5972	717120
36	1	2001	50500	5039491	5778	723955
36	1	2002	51207	5039073	5800	729721
36	1	2003	51180	5038725	5912	734605
36	1	2004	48825	5038281	5995	739313
36	1	2005	50085	5032581	5984	743734
36	1	2006	49021	5030294	5820	748623
36	1	2007	48814	5032687	5755	754434
36	1	2008	50348	5027585	5898	758240
36	1	2009	48622	5026484	5876	761460
37	0	1990	13861	1274588	967	115028
37	0	1991	13689	1283798	1033	116901
37	0	1992	13895	1301752	1026	120552
37	0	1993	14714	1313457	1051	121994
37	0	1994	14597	1323801	1080	123470
37	0	1995	14889	1334251	1031	124815
37	0	1996	14666	1345180	1072	126977
37	0	1997	14924	1355783	1080	129462
37	0	1998	14889	1365937	1030	132792
37	0	1999	14919	1375751	1123	136433
37	0	2000	15020	1378407	1121	138505
37	0	2001	15033	1382564	995	140451
37	0	2002	15178	1390097	1113	142284
37	0	2003	15389	1393186	1101	142170
37	0	2004	14864	1401227	1089	144393
37	0	2005	15483	1406773	1130	145479
37	0	2006	15234	1422242	1138	148478
37	0	2007	15481	1436434	1157	152404
37	0	2008	15935	1447383	1164	154530
37	0	2009	15479	1463317	1161	158210
37	1	1990	13513	1345399	902	121114
37	1	1991	13286	1353098	923	123519
37	1	1992	13361	1366502	920	126974
37	1	1993	14316	1375670	971	128528
37	1	1994	14254	1384103	965	130442
37	1	1995	14651	1391450	948	131772
37	1	1996	14896	1399680	998	133849
37	1	1997	15262	1408276	1043	136151
37	1	1998	15354	1417595	1003	138835
37	1	1999	15821	1424430	1131	140624
37	1	2000	16269	1426370	999	142178
37	1	2001	15824	1427294	1099	143387
37	1	2002	16202	1432837	1051	144902
37	1	2003	16199	1438417	1103	146579
37	1	2004	15293	1440584	1038	146849
37	1	2005	16106	1446967	1070	148625
37	1	2006	15584	1461679	1077	151390
37	1	2007	15876	1473183	1058	154117
37	1	2008	16256	1484588	1026	156407
37	1	2009	15271	1498564	1039	159971
38	0	1990	12685	1326921	159	24656
38	0	1991	12660	1357371	138	25889
38	0	1992	12726	1385849	175	26889
38	0	1993	13798	1416812	203	28026
38	0	1994	13472	1444396	166	29199
38	0	1995	13808	1472040	186	30585
38	0	1996	14206	1499507	193	31756
38	0	1997	13767	1525090	187	32612
38	0	1998	14149	1545242	172	33899
38	0	1999	13937	1562845	187	35120
38	0	2000	13985	1576901	198	37072
38	0	2001	14204	1592251	183	38362
38	0	2002	14766	1611177	182	39860
38	0	2003	14638	1623837	192	40803
38	0	2004	14351	1632405	178	41567
38	0	2005	14710	1649374	172	42950
38	0	2006	14892	1673197	166	44790
38	0	2007	15038	1695392	195	46389
38	0	2008	15394	1714907	197	48141
38	0	2009	15212	1731918	197	49880
38	1	1990	11731	1374066	106	22730
38	1	1991	11685	1403210	101	23872
38	1	1992	12298	1429561	89	24626
38	1	1993	13011	1458862	99	25458
38	1	1994	13153	1484238	130	26626
38	1	1995	13532	1510194	100	27756
38	1	1996	13829	1535743	87	29000
38	1	1997	14100	1558592	102	29576
38	1	1998	14331	1576935	129	30609
38	1	1999	14579	1591411	108	31249
38	1	2000	14605	1603003	120	32708
38	1	2001	14969	1618268	133	34125
38	1	2002	15340	1636789	121	35517
38	1	2003	15193	1649804	118	36451
38	1	2004	14831	1658467	174	37323
38	1	2005	15296	1676644	138	38503
38	1	2006	15392	1701585	149	40094
38	1	2007	15204	1724164	111	41797
38	1	2008	15381	1744939	150	43327
38	1	2009	15225	1760432	146	44962
39	0	1990	54840	5109879	6156	517798
39	0	1991	54915	5137187	6120	528018
39	0	1992	54974	5157177	6212	540370
39	0	1993	55927	5179197	6680	552044
39	0	1994	56071	5191526	6550	561222
39	0	1995	56166	5196912	6538	570211
39	0	1996	56523	5196225	6402	578215
39	0	1997	55288	5191688	6106	585742
39	0	1998	54965	5188931	5839	593972
39	0	1999	55522	5190271	6114	603144
39	0	2000	55542	5190996	6127	611903
39	0	2001	55267	5191804	5987	617386
39	0	2002	55525	5198406	5934	624450
39	0	2003	55472	5208326	6132	631188
39	0	2004	54483	5214552	5801	639823
39	0	2005	55203	5220968	6129	647508
39	0	2006	53784	5237656	6143	657552
39	0	2007	53860	5252403	5932	667302
39	0	2008	55060	5265407	5833	673890
39	0	2009	53964	5277985	5881	679468
39	1	1990	55239	5526599	5354	592440
39	1	1991	55887	5547187	5383	603416
39	1	1992	56390	5559574	5583	615770
39	1	1993	57793	5574922	5676	627479
39	1	1994	59314	5579738	5636	637480
39	1	1995	59146	5580329	5551	645101
39	1	1996	60286	5575815	5613	652650
39	1	1997	60314	5563911	5715	659753
39	1	1998	59797	5556508	5603	668673
39	1	1999	62138	5544312	5990	676781
39	1	2000	62620	5534785	5967	683945
39	1	2001	61895	5527839	5997	688312
39	1	2002	62148	5523943	6041	693462
39	1	2003	61600	5520752	5995	699171
39	1	2004	60900	5517055	5778	706844
39	1	2005	61636	5512779	5907	714296
39	1	2006	59204	5517361	5709	722900
39	1	2007	58764	5523801	5804	731198
39	1	2008	59955	5530203	5870	738734
39	1	2009	58303	5534840	5873	743728
40	0	1990	4457	449326	124	21822
40	0	1991	4374	450725	116	22640
