stnum	gender	year	deathsw	popw	deathsb	popb
40	0	1992	4387	450441	82	23424
40	0	1993	4507	450449	114	24231
40	0	1994	4275	449307	137	25190
40	0	1995	4427	448440	107	26020
40	0	1996	4328	448880	65	26910
40	0	1997	4417	449677	117	28036
40	0	1998	4379	450367	96	29343
40	0	1999	4262	452991	111	30871
40	0	2000	4361	455751	129	32260
40	0	2001	4413	458525	134	33087
40	0	2002	4496	461581	145	34031
40	0	2003	4362	463442	145	34822
40	0	2004	4366	463460	156	35649
40	0	2005	4336	460249	165	35896
40	0	2006	4374	458181	99	36446
40	0	2007	4262	455705	143	36596
40	0	2008	4368	454958	162	36923
40	0	2009	4187	454602	139	37427
40	1	1990	4742	489691	80	21852
40	1	1991	4618	490251	66	22785
40	1	1992	4719	490110	76	23623
40	1	1993	4873	490046	64	24559
40	1	1994	4719	489258	85	25388
40	1	1995	4838	488386	93	26430
40	1	1996	4850	488931	91	27488
40	1	1997	4994	489150	114	28621
40	1	1998	4827	490284	95	29800
40	1	1999	5004	492396	106	31432
40	1	2000	5225	495179	116	32935
40	1	2001	5192	497041	86	33846
40	1	2002	5318	498982	92	34698
40	1	2003	5203	500045	100	35392
40	1	2004	4946	498181	123	35685
40	1	2005	5176	494113	101	35906
40	1	2006	4892	490617	104	36002
40	1	2007	5046	487400	87	36301
40	1	2008	4931	485490	81	36542
40	1	2009	4759	484307	108	36818
41	0	1990	10630	1192060	5111	488889
41	0	1991	10839	1213865	5023	500020
41	0	1992	11085	1228843	5198	510324
41	0	1993	11360	1237754	5338	518501
41	0	1994	11517	1249011	5241	525512
41	0	1995	12159	1260761	5256	532208
41	0	1996	11937	1276893	5465	538711
41	0	1997	11923	1298806	5325	546127
41	0	1998	12306	1322035	5283	552479
41	0	1999	12671	1345376	5428	558524
41	0	2000	13203	1362953	5448	564490
41	0	2001	12989	1376512	5544	568242
41	0	2002	13507	1392312	5451	571771
41	0	2003	13449	1406473	5561	575811
41	0	2004	13403	1429356	5411	580965
41	0	2005	14034	1450064	5507	585267
41	0	2006	13998	1481087	5652	593877
41	0	2007	14263	1514050	5580	601451
41	0	2008	14663	1542405	5546	608933
41	0	2009	15119	1563747	5510	613974
41	1	1990	9621	1231287	4313	558026
41	1	1991	9607	1254159	4435	570138
41	1	1992	9917	1268815	4381	579304
41	1	1993	10598	1282394	4591	589473
41	1	1994	10812	1296200	4617	598215
41	1	1995	11199	1309799	4832	606350
41	1	1996	11660	1324925	4922	613375
41	1	1997	11456	1346605	4893	621899
41	1	1998	12151	1367544	4966	628560
41	1	1999	12827	1384465	5025	634128
41	1	2000	12905	1398468	5257	640301
41	1	2001	12829	1413177	5096	644871
41	1	2002	13274	1428994	5340	648021
41	1	2003	13763	1445999	5206	652171
41	1	2004	13038	1464436	5255	657003
41	1	2005	13815	1486008	5171	661966
41	1	2006	13697	1517521	5212	669929
41	1	2007	13999	1549791	5416	677437
41	1	2008	14549	1579580	5309	686635
41	1	2009	14301	1602765	5282	691716
42	0	1990	3067	315101	0	1894
42	0	1991	3268	318123	0	1975
42	0	1992	3157	321904	0	2210
42	0	1993	3289	326327	0	2201
42	0	1994	3199	330091	0	2329
42	0	1995	3296	333222	0	2222
42	0	1996	3272	333858	0	2627
42	0	1997	3280	334270	0	2672
42	0	1998	3142	334454	0	2874
42	0	1999	3182	335726	0	3058
42	0	2000	3171	336550	0	3890
42	0	2001	3284	337722	0	4187
42	0	2002	3097	338855	0	4497
42	0	2003	3239	340893	0	4781
42	0	2004	3070	343789	0	5135
42	0	2005	3246	346015	0	5421
42	0	2006	3220	349425	0	5794
42	0	2007	3148	352757	0	6146
42	0	2008	3238	355854	0	6418
42	0	2009	3168	359353	0	6955
42	1	1990	2779	325429	0	1196
42	1	1991	2896	327643	0	1192
42	1	1992	3029	330779	0	1277
42	1	1993	2991	334756	0	1278
42	1	1994	3012	338514	0	1328
42	1	1995	3116	341468	0	1222
42	1	1996	3021	342135	0	1420
42	1	1997	3064	341937	0	1490
42	1	1998	3204	341992	0	1654
42	1	1999	3255	342471	0	1691
42	1	2000	3292	342597	0	2353
42	1	2001	3129	343244	0	2687
42	1	2002	3237	343702	0	3011
42	1	2003	3292	344770	0	3293
42	1	2004	3108	347142	0	3569
42	1	2005	3265	349029	0	3906
42	1	2006	3281	352043	0	4205
42	1	2007	3079	355382	0	4574
42	1	2008	3256	358228	0	4810
42	1	2009	3142	360449	0	5139
43	0	1990	20276	1973973	4089	363294
43	0	1991	20178	2000966	3968	371028
43	0	1992	20139	2031982	4101	381152
43	0	1993	21004	2064017	4251	391829
43	0	1994	21392	2100294	4200	401422
43	0	1995	21661	2139252	4471	409677
43	0	1996	21635	2174035	4328	418618
43	0	1997	22091	2206139	4305	425954
43	0	1998	22449	2234393	4178	433503
43	0	1999	22430	2263315	4133	441667
43	0	2000	22909	2287794	4288	449096
43	0	2001	22783	2306649	4125	455656
43	0	2002	23440	2321893	4270	461194
43	0	2003	23851	2338609	4251	466419
43	0	2004	23396	2362712	4101	474127
43	0	2005	23955	2391364	4391	481839
43	0	2006	24078	2422569	4308	490726
43	0	2007	24194	2458195	4249	497344
43	0	2008	24839	2480606	4160	502274
43	0	2009	25018	2501493	4226	508328
43	1	1990	18159	2096008	3711	419536
43	1	1991	18400	2123226	3675	427610
43	1	1992	18639	2153415	3607	436866
43	1	1993	20083	2184181	3790	447441
43	1	1994	20914	2218473	3896	456948
43	1	1995	21019	2254037	4027	465593
43	1	1996	21369	2286734	3971	474278
43	1	1997	21969	2318492	4150	482480
43	1	1998	22564	2341441	4061	490965
43	1	1999	22875	2362012	4193	498124
43	1	2000	23566	2379305	4324	504845
43	1	2001	23854	2395757	4209	511762
43	1	2002	24451	2412033	4235	518648
43	1	2003	24753	2432192	4261	525797
43	1	2004	24046	2449563	4067	532287
43	1	2005	24522	2478486	4135	541049
43	1	2006	24051	2515576	4161	552447
43	1	2007	24277	2544711	4104	559066
43	1	2008	25415	2574373	4146	566104
43	1	2009	24771	2592599	3974	572689
44	0	1990	57640	7210900	9290	989950
44	0	1991	58023	7347098	9240	1008158
44	0	1992	58613	7494385	9467	1028682
44	0	1993	60986	7657170	9735	1053540
44	0	1994	61583	7824329	9594	1076509
44	0	1995	61718	7980421	9434	1105326
44	0	1996	62114	8133054	9357	1127448
44	0	1997	63055	8298671	9278	1147342
44	0	1998	62213	8471889	9404	1167286
44	0	1999	63412	8642333	9208	1187505
44	0	2000	64593	8801865	9281	1205560
44	0	2001	65943	8958741	9551	1230355
44	0	2002	67234	9113986	9823	1252382
44	0	2003	67275	9249347	9783	1270713
44	0	2004	66776	9397037	9750	1292988
44	0	2005	68352	9551757	9863	1318294
44	0	2006	68202	9747623	10000	1382317
44	0	2007	70486	9939336	10050	1408241
44	0	2008	73036	10128748	9670	1438598
44	0	2009	72159	10318778	10203	1472569
44	1	1990	50474	7385381	7377	1065406
44	1	1991	51209	7519228	7609	1089005
44	1	1992	52593	7655938	7658	1111449
44	1	1993	55087	7808708	8031	1137049
44	1	1994	56098	7961712	7947	1162597
44	1	1995	57484	8111095	8231	1187067
44	1	1996	59039	8255349	8438	1208292
44	1	1997	60875	8408734	8486	1229729
44	1	1998	61230	8571014	8637	1252438
44	1	1999	63905	8716280	9044	1273788
44	1	2000	65491	8853282	9198	1291653
44	1	2001	66366	8993485	9468	1315890
44	1	2002	67480	9130583	9462	1339173
44	1	2003	66577	9265854	9548	1361307
44	1	2004	65246	9399329	9372	1383448
44	1	2005	66783	9536811	9585	1407715
44	1	2006	67565	9722086	9384	1484444
44	1	2007	68367	9898958	9517	1509614
44	1	2008	70439	10067944	9634	1538367
44	1	2009	68961	10239032	9745	1571980
45	0	1990	4836	823676	0	7126
45	0	1991	4906	846653	0	7513
45	0	1992	4961	873824	0	8110
45	0	1993	5221	903118	0	8517
45	0	1994	5335	931983	0	9102
45	0	1995	5474	957511	0	9627
45	0	1996	5597	982827	0	10156
45	0	1997	5727	1007028	0	10810
45	0	1998	5892	1028734	0	11420
45	0	1999	5949	1046887	0	12081
45	0	2000	5994	1065189	0	13157
45	0	2001	6117	1086650	0	14166
45	0	2002	6418	1106673	0	15061
45	0	2003	6476	1128303	0	15883
45	0	2004	6567	1155396	0	16922
45	0	2005	6497	1183340	0	18102
45	0	2006	6687	1222429	0	19818
45	0	2007	6903	1259799	0	21510
45	0	2008	6840	1287688	0	22873
45	0	2009	6954	1312993	0	24444
45	1	1990	4123	835786	0	4959
45	1	1991	4506	857476	0	5344
45	1	1992	4591	883304	0	5730
45	1	1993	4944	911412	0	6142
45	1	1994	4792	938724	0	6720
45	1	1995	5156	962896	0	7167
45	1	1996	5191	987408	0	7672
45	1	1997	5544	1010363	0	8248
45	1	1998	5596	1030370	0	8770
45	1	1999	5717	1045601	0	9293
45	1	2000	6011	1061843	0	10206
45	1	2001	6149	1082168	0	11205
45	1	2002	6291	1100373	11	12125
45	1	2003	6532	1119722	12	12879
45	1	2004	6413	1146071	0	13934
45	1	2005	6469	1172883	0	15042
45	1	2006	6623	1209568	0	16617
45	1	2007	6736	1243673	10	18246
45	1	2008	6702	1271655	0	19596
45	1	2009	6700	1295809	12	21061
46	0	1990	2306	273122	0	1090
46	0	1991	2188	274908	0	1140
46	0	1992	2374	276819	0	1275
46	0	1993	2432	278884	0	1627
46	0	1994	2319	281683	0	1589
46	0	1995	2401	283958	0	1650
46	0	1996	2332	285833	0	1792
46	0	1997	2404	287199	0	1781
46	0	1998	2425	288473	0	1892
46	0	1999	2399	290533	0	2060
46	0	2000	2408	292379	0	2342
46	0	2001	2414	293498	0	2546
46	0	2002	2397	294977	0	2686
46	0	2003	2365	295480	0	2865
46	0	2004	2410	296118	0	3005
46	0	2005	2426	296430	0	3176
46	0	2006	2402	296716	0	3367
46	0	2007	2453	296845	0	3534
46	0	2008	2553	296973	0	3698
46	0	2009	2425	297104	0	3884
46	1	1990	2240	285012	0	800
46	1	1991	2321	286795	0	816
46	1	1992	2358	288449	0	945
46	1	1993	2462	290399	0	1157
46	1	1994	2399	293269	0	1153
46	1	1995	2479	295542	0	1286
46	1	1996	2473	297649	0	1519
46	1	1997	2597	299370	0	1468
46	1	1998	2476	300908	0	1489
46	1	1999	2529	302824	0	1475
46	1	2000	2662	304584	0	1799
46	1	2001	2736	305087	0	1940
46	1	2002	2607	305795	0	2103
46	1	2003	2698	306342	0	2260
46	1	2004	2541	306643	0	2455
46	1	2005	2571	306526	0	2625
46	1	2006	2581	306770	0	2846
46	1	2007	2664	306646	0	2998
46	1	2008	2589	306672	0	3178
46	1	2009	2547	306687	0	3348
47	0	1990	19107	2401926	5747	562253
47	0	1991	19365	2424287	5926	575250
47	0	1992	19381	2458636	5860	593485
47	0	1993	20024	2485075	6192	607683
47	0	1994	20318	2507052	6076	619793
47	0	1995	20350	2526674	6136	630368
47	0	1996	20407	2546589	6133	641456
47	0	1997	20514	2564289	5987	653201
47	0	1998	20733	2580691	5824	664551
47	0	1999	20850	2607592	6062	680199
47	0	2000	20941	2640078	5971	691879
47	0	2001	20922	2669442	5953	697771
47	0	2002	21691	2696482	5916	706512
47	0	2003	21973	2722522	6240	714801
47	0	2004	21374	2750470	5938	724687
47	0	2005	21814	2780220	5980	734581
47	0	2006	22061	2807255	5874	746621
47	0	2007	22079	2828196	6133	755227
47	0	2008	22559	2850579	5882	764725
47	0	2009	22530	2875769	5972	774935
47	1	1990	18243	2462455	4618	612623
47	1	1991	18684	2486726	4839	626944
47	1	1992	18777	2516442	4980	645066
47	1	1993	19765	2544320	5129	660721
47	1	1994	20139	2569508	5239	674941
47	1	1995	20580	2590324	5402	688857
47	1	1996	20967	2612820	5488	701418
47	1	1997	21359	2633804	5483	714595
47	1	1998	21771	2649982	5553	728141
47	1	1999	22071	2674592	5702	742318
47	1	2000	22927	2699843	5778	753951
47	1	2001	22913	2726935	5785	762331
47	1	2002	23020	2757396	5831	772231
47	1	2003	23324	2787340	5922	782121
47	1	2004	22542	2817896	5866	792408
47	1	2005	23302	2844579	5872	803115
47	1	2006	22987	2863347	5821	812792
47	1	2007	23148	2882971	5888	820944
47	1	2008	23531	2901735	6047	830624
47	1	2009	23245	2927191	5805	841411
48	0	1990	18121	2203163	546	82574
48	0	1991	18046	2252751	500	85828
48	0	1992	18674	2308347	521	90134
48	0	1993	19654	2355713	565	93048
48	0	1994	19296	2390749	629	96903
48	0	1995	19437	2432057	573	101254
48	0	1996	20105	2464918	632	105597
48	0	1997	19575	2503174	575	111172
48	0	1998	19992	2535127	602	114682
48	0	1999	20327	2559766	650	118270
48	0	2000	20412	2580938	573	123219
48	0	2001	20494	2610675	594	127135
48	0	2002	20985	2633022	622	130558
48	0	2003	20956	2649571	700	132570
48	0	2004	20746	2670058	606	135560
48	0	2005	21156	2697819	701	139101
48	0	2006	20911	2739547	732	144614
48	0	2007	21653	2770864	715	148522
48	0	2008	22210	2810790	733	155084
48	0	2009	22183	2846984	714	161021
48	1	1990	17066	2237926	282	71800
48	1	1991	17089	2287518	298	75288
48	1	1992	17380	2339663	342	79274
48	1	1993	18565	2385647	364	82342
48	1	1994	18359	2421220	348	85749
48	1	1995	18948	2458516	397	89547
48	1	1996	19709	2487779	399	93863
48	1	1997	19486	2524926	380	97805
48	1	1998	20135	2557716	405	100546
48	1	1999	20782	2578841	451	104049
48	1	2000	20824	2597218	476	108320
48	1	2001	21296	2619695	429	111654
48	1	2002	21307	2642702	484	114959
48	1	2003	21711	2662658	476	117999
48	1	2004	20974	2689598	434	121169
48	1	2005	21718	2713622	499	124314
48	1	2006	21668	2750008	531	128821
48	1	2007	22164	2782149	540	132717
48	1	2008	22598	2812528	551	137069
48	1	2009	22315	2843754	546	141909
49	0	1990	9785	830653	400	26236
49	0	1991	9901	834474	346	26335
49	0	1992	9653	839051	322	26636
49	0	1993	9978	844655	330	27387
49	0	1994	9698	846391	369	27958
49	0	1995	9846	848413	339	28489
49	0	1996	9741	847949	328	29105
49	0	1997	9917	846834	283	29347
49	0	1998	9908	845026	324	29784
49	0	1999	9922	844088	295	30005
49	0	2000	9924	840677	253	30803
49	0	2001	9799	837585	280	31131
49	0	2002	9944	838638	311	31636
49	0	2003	10012	840218	298	32128
49	0	2004	9889	840282	237	32726
49	0	2005	9913	840794	266	33299
49	0	2006	9988	841676	281	34008
49	0	2007	10227	843198	331	34781
49	0	2008	10307	844541	311	35632
49	0	2009	10397	846614	285	36595
49	1	1990	8800	896799	319	29832
49	1	1991	9297	898763	336	29648
49	1	1992	9302	901436	329	29410
49	1	1993	9655	905411	353	29562
49	1	1994	9674	905894	325	29680
49	1	1995	9656	906321	300	29975
49	1	1996	9916	904852	331	29936
49	1	1997	10258	901810	324	30018
49	1	1998	10080	898949	353	30182
49	1	1999	10391	896008	347	29770
49	1	2000	10553	890665	296	30247
49	1	2001	10456	884885	323	30259
49	1	2002	10383	883527	268	30502
49	1	2003	10576	883191	331	31080
49	1	2004	10236	882602	312	31511
49	1	2005	10191	881460	316	31854
49	1	2006	10022	881961	286	32601
49	1	2007	10130	882578	303	33309
49	1	2008	10539	882947	288	34075
49	1	2009	10272	883734	305	34770
50	0	1990	20759	2235553	798	117548
50	0	1991	21149	2260308	768	121888
50	0	1992	20427	2286416	763	126133
50	0	1993	21401	2310933	828	130286
50	0	1994	21134	2330066	864	134529
50	0	1995	21335	2350376	940	138938
50	0	1996	21357	2367018	910	143448
50	0	1997	21011	2381644	852	146288
50	0	1998	21318	2393854	939	148733
50	0	1999	21748	2407804	915	152072
50	0	2000	21315	2423024	968	156579
50	0	2001	21559	2436806	943	159690
50	0	2002	21679	2451468	1022	163579
50	0	2003	21250	2463866	1032	165937
50	0	2004	21030	2478665	996	168302
50	0	2005	21234	2490896	1113	171145
50	0	2006	20915	2502033	1080	173470
50	0	2007	21073	2513600	1097	176050
50	0	2008	21491	2522926	1076	178134
50	0	2009	21172	2532977	1117	180157
50	1	1990	20316	2326350	554	130479
50	1	1991	20342	2348224	525	134756
50	1	1992	20091	2370024	574	138783
50	1	1993	21281	2391399	629	142558
50	1	1994	21333	2407542	715	146605
50	1	1995	21707	2425667	667	149877
50	1	1996	21719	2440437	715	153638
50	1	1997	21883	2451143	700	156638
50	1	1998	22498	2459967	725	159614
50	1	1999	22768	2466785	767	163158
50	1	2000	22834	2476721	886	166947
50	1	2001	22828	2486506	764	169898
50	1	2002	22953	2497580	807	173035
50	1	2003	22415	2505793	876	175302
50	1	2004	22058	2516541	924	177347
50	1	2005	22805	2524682	907	179514
50	1	2006	22598	2534166	992	182117
50	1	2007	22406	2542935	1002	184387
50	1	2008	22612	2550837	937	186716
50	1	2009	21803	2559814	954	188927
51	0	1990	1645	219241	0	1948
51	0	1991	1625	222075	0	1973
51	0	1992	1673	225507	0	2084
51	0	1993	1772	228954	0	2062
51	0	1994	1764	232676	0	2082
51	0	1995	1911	234983	0	2182
51	0	1996	1770	236278	0	2247
51	0	1997	1910	236963	0	2236
51	0	1998	1842	237812	0	2389
51	0	1999	1998	237714	0	2386
51	0	2000	1905	238164	0	2694
51	0	2001	1979	237585	0	2914
51	0	2002	2049	239365	0	3152
51	0	2003	2053	240431	0	3287
51	0	2004	1911	242349	0	3553
51	0	2005	2083	243713	0	3711
51	0	2006	2135	246867	0	3938
51	0	2007	2123	252071	0	4326
51	0	2008	2073	256493	0	4567
51	0	2009	2170	261968	0	4956
51	1	1990	1424	218665	0	1638
51	1	1991	1414	221044	0	1656
51	1	1992	1480	224097	0	1781
51	1	1993	1599	226986	0	1727
51	1	1994	1600	230337	0	1728
51	1	1995	1657	232795	0	1754
51	1	1996	1702	234026	0	1793
51	1	1997	1698	234649	0	1688
51	1	1998	1857	234662	0	1775
51	1	1999	1902	235025	0	1864
51	1	2000	1877	235381	0	2071
51	1	2001	1891	234086	0	2301
51	1	2002	1969	235480	0	2495
51	1	2003	1931	235890	0	2677
51	1	2004	1877	236869	0	2910
51	1	2005	1893	238000	0	3056
51	1	2006	1977	240404	0	3255
51	1	2007	1985	244346	0	3507
51	1	2008	1977	248275	0	3809
51	1	2009	1942	252647	0	4129
