"","stratum.id","age_minbin","COD","age_COD_cont_yrs_lcl","age_COD_cont_yrs_med","age_COD_cont_yrs_ucl","age_COD_cont_yrs_mean","age_COD_cont_prop_lcl","age_COD_cont_prop_med","age_COD_cont_prop_ucl","age_COD_cont_prop_mean"
"1","Ohio.1969.Female",0,"1",0.627152858749979,0.81410846128619,1.00006752411831,0.813264726904193,0.115958857346702,0.146055367168039,0.176016348085557,0.14611795398533
"2","Ohio.1969.Female",0,"2",-0.000233269272177519,0.000562799880137372,0.00172265260717754,0.000621557269479144,-4.25008486621047e-05,0.000101459756494844,0.000316231685139624,0.000112026476309921
"3","Ohio.1969.Female",0,"3",0.0117367039639841,0.0269822978720956,0.049301843085108,0.0282299262679395,0.00202313290933154,0.0048883713554109,0.00883042943965657,0.00507971892908749
"4","Ohio.1969.Female",0,"4",0.0954620930930388,0.14637880873192,0.206059980666636,0.147726065633363,0.0170792660926395,0.02639032078364,0.036970117217498,0.0265621490113958
"5","Ohio.1969.Female",0,"5",0.0170960088372008,0.0374700942654922,0.0633009258793003,0.0386404665306122,0.00307719125078173,0.00678200692557532,0.0113667417525063,0.0069553676102227
"6","Ohio.1969.Female",0,"6",0.00156085833148695,0.006589331667034,0.0142049437420138,0.006862597206303,0.00027674556683335,0.00118732868239604,0.00256300218440501,0.00123560675365124
"7","Ohio.1969.Female",1,"1",0.0166159963781851,0.0389467917729472,0.0686845542090029,0.0397346735772118,0.00294451014975722,0.00699476397936836,0.0122928660636437,0.00714889079289358
"8","Ohio.1969.Female",1,"2",-0.0123284303624616,-0.00808642192126663,-0.0026247765250007,-0.00788347962907711,-0.00222561162104416,-0.00145824120759955,-0.000470415466023986,-0.00141864627732778
"9","Ohio.1969.Female",1,"3",0.000719789490065374,0.0050905194376354,0.0131996463023301,0.00555600813130159,0.000127694255041377,0.000919161321025209,0.00230791907541166,0.00100081307072071
"10","Ohio.1969.Female",1,"4",-0.0155558229414212,-0.00291499704956244,0.0193728249111757,-0.00187392292673335,-0.00279341907411025,-0.000521053784601254,0.00348774814340193,-0.000340517350957917
"11","Ohio.1969.Female",1,"5",0.0118748933270661,0.0430560600890488,0.0802013773434484,0.0438373668528097,0.0022760318798277,0.00776689835100039,0.0143381787873418,0.00788230119860043
"12","Ohio.1969.Female",1,"6",0.00100586742160484,0.00322566539244252,0.00830555607528289,0.00358908758592652,0.000180919253263178,0.00058497890292988,0.00147951223572745,0.000645458741546771
"13","Ohio.1969.Female",5,"1",-0.0210936320853969,-0.00795681841450848,0.00628972581346947,-0.00790617230608399,-0.0038268397407684,-0.00142772746511728,0.00113968790023347,-0.00142622425009004
"14","Ohio.1969.Female",5,"2",-0.00905311919119839,-0.00377950048599912,0.00490736445206493,-0.00325274482931406,-0.00164631186180709,-0.000687299588607482,0.00087884057168601,-0.000586783353333292
"15","Ohio.1969.Female",5,"3",-0.00165899196680321,0.0022442116833016,0.00762528071144586,0.00245971544521742,-0.000292027655641632,0.000405215818663097,0.001349556636489,0.000443867034910774
"16","Ohio.1969.Female",5,"4",-0.00735610085180542,-0.00361989981043628,0.0018229225540048,-0.0033557711290273,-0.00132192631013955,-0.000645764300193482,0.000325739909961249,-0.00060500482414674
"17","Ohio.1969.Female",5,"5",0.0166340038319183,0.0367688508229889,0.0615453188945977,0.0377366124117741,0.00295567349938063,0.00661687168994405,0.0111326444754583,0.00679304645955064
"18","Ohio.1969.Female",5,"6",0.000129232584845502,0.00235628599396389,0.00489529212817615,0.00243348932439621,2.34699969710091e-05,0.000423222064503076,0.000874691217856385,0.000437898330759795
"19","Ohio.1969.Female",10,"1",0.00408605762796969,0.0154364799890554,0.0309932881816822,0.01605690937253,0.000749395425402739,0.00280037441828271,0.00548008854452477,0.00288733013807742
"20","Ohio.1969.Female",10,"2",-0.00012561942272219,0.00533491975016327,0.0139976838029106,0.00569250934086006,-2.30151824427262e-05,0.000954147708588973,0.00248735850957309,0.00102474610956328
"21","Ohio.1969.Female",10,"3",-0.000646327916099403,0.00314379689390505,0.0105929096951821,0.00356100655706015,-0.000117194883863769,0.00056565750687444,0.00192647051963676,0.000640692845685136
"22","Ohio.1969.Female",10,"4",-0.00732936162459224,-0.00417772903875189,-0.000810714901829651,-0.00415844327868626,-0.00130605157385203,-0.000752193789262242,-0.000141413196580199,-0.00074839494012579
"23","Ohio.1969.Female",10,"5",-0.0148480060428694,-0.000761898911787921,0.0184624643503028,-0.000209400083554,-0.00271050644606512,-0.000136423787055339,0.00329544416470296,-4.14338498055614e-05
"24","Ohio.1969.Female",10,"6",-8.41432215452766e-05,0.00125417151007512,0.00286484710828952,0.00125531336195303,-1.51302053570072e-05,0.000224047261778953,0.000523385760459211,0.000225987852393919
"25","Ohio.1969.Female",15,"1",0.0178636830958715,0.0352596373456293,0.0557106958468192,0.035636284856553,0.00314860255733473,0.00633099531052456,0.0100453279495069,0.00641189120533689
"26","Ohio.1969.Female",15,"2",-0.00989321417657007,-0.00574403643351013,0.00146307052129963,-0.00527546467779305,-0.00184109391583818,-0.00102789715606637,0.000252722089087979,-0.000950450950496524
"27","Ohio.1969.Female",15,"3",-0.000750591195516063,0.00616702690298193,0.018596687504022,0.00675725354619916,-0.000134454736988351,0.00109987955863364,0.00335984852378675,0.00121518486887963
"28","Ohio.1969.Female",15,"4",-0.00458718462469343,0.000877617121346961,0.00944117182685352,0.00129799183825998,-0.000822692725985648,0.000154838198512256,0.00172317942279671,0.000233438124843041
