"","stratum.id","age_minbin","COD","age_COD_cont_yrs_lcl","age_COD_cont_yrs_med","age_COD_cont_yrs_ucl","age_COD_cont_yrs_mean","age_COD_cont_prop_lcl","age_COD_cont_prop_med","age_COD_cont_prop_ucl","age_COD_cont_prop_mean"
"1","Massachusetts.1969.Female",0,"1",0.435125246084985,0.748087417395859,1.13282875957528,0.760466891714164,0.111474595839434,0.181649595548414,0.265485602563191,0.18395405550012
"2","Massachusetts.1969.Female",0,"2",-0.00260787984482594,-0.00149080141386885,-0.00020276992974298,-0.00144431041159293,-0.000664509529747713,-0.000363258244333809,-5.05409990124342e-05,-0.000354047429970035
"3","Massachusetts.1969.Female",0,"3",0.00903195718113334,0.0253683859286469,0.0557570947135491,0.026929085712928,0.002235807270651,0.00602671624118089,0.0146685309550504,0.00658247386437135
"4","Massachusetts.1969.Female",0,"4",0.0380654338227064,0.166238998937098,0.353051119702759,0.174855260787417,0.00897789302267745,0.0405535319230964,0.0890666000665455,0.0423901012924669
"5","Massachusetts.1969.Female",0,"5",-0.006736652804845,0.0277585117699946,0.115746003154384,0.0352620299534344,-0.00165261432180056,0.00668766463315639,0.0278105488015165,0.00853148001267643
"6","Massachusetts.1969.Female",0,"6",-0.00284435807705,0.0051966501263321,0.0219118442100571,0.00614465735680423,-0.000608739564818682,0.00122848653646529,0.00541500446485726,0.00150129207217095
"7","Massachusetts.1969.Female",1,"1",-0.0230646604869979,0.012770237757933,0.0680798877735966,0.0154173472575011,-0.0056918509406229,0.00311645945033522,0.015985971190936,0.00369321026505083
"8","Massachusetts.1969.Female",1,"2",-0.00986916198723064,-0.00296160658162546,0.005244878228417,-0.00283349943025329,-0.00248428328774182,-0.000719898293882395,0.00121003381826452,-0.000691170536743527
"9","Massachusetts.1969.Female",1,"3",-0.000223353116007181,0.00982390010848519,0.0278639060376503,0.0112072333068031,-6.0016696992646e-05,0.0023989804671854,0.00701894898535937,0.00272315173797554
"10","Massachusetts.1969.Female",1,"4",-0.0225654199453302,-0.00683430350829811,0.0227604277085615,-0.00497400334469837,-0.00554335709084475,-0.00164055911480958,0.00568511504397067,-0.00121196527702087
"11","Massachusetts.1969.Female",1,"5",-0.0270764005810797,0.0238273410678203,0.146397376031278,0.033590756285454,-0.0066530978440792,0.00578562543613749,0.0356489122880654,0.00803246577986501
"12","Massachusetts.1969.Female",1,"6",-0.000348201093604505,0.00479069823486278,0.016251994527392,0.00558610164162898,-9.09928687596669e-05,0.00113766932780802,0.00378011161084592,0.00136048546317956
"13","Massachusetts.1969.Female",5,"1",-0.010467832526734,0.00718858883707233,0.0357778363611688,0.00855956561273644,-0.00256795505016058,0.0017394997735711,0.0086800905077142,0.00205087996020195
"14","Massachusetts.1969.Female",5,"2",-0.00694132675155184,0.00268381541419263,0.0216860694599375,0.00418174329634207,-0.00170182676329117,0.000645094423036367,0.00543943959280288,0.00103689921275505
"15","Massachusetts.1969.Female",5,"3",-0.00341441310306589,0.00150673668756731,0.0124168686581061,0.00242656991333169,-0.000789288098071971,0.000363782819240834,0.00314720066283396,0.000594109427141021
"16","Massachusetts.1969.Female",5,"4",-0.00258551511506601,0.00780672843303115,0.0327216531464807,0.00998415274953636,-0.000595043536888136,0.00191102088055429,0.0083742606725591,0.00244257888333361
"17","Massachusetts.1969.Female",5,"5",-0.000360719078380995,0.0511025548636024,0.169257651704444,0.0618942656212554,-9.67940728175301e-05,0.0125835067111099,0.0426263454619668,0.0150580860447806
"18","Massachusetts.1969.Female",5,"6",-8.09579293157594e-05,0.00208099151225498,0.0116636546199588,0.00314546343838253,-1.89455612900748e-05,0.000509167891800083,0.00294162205299177,0.000769610330522905
"19","Massachusetts.1969.Female",10,"1",-0.0129603497723826,-0.00253020550329588,0.014692931921015,-0.00130607336301654,-0.0031631376429171,-0.000602938162904002,0.003613365806852,-0.000328904941017696
"20","Massachusetts.1969.Female",10,"2",-0.00699003711757965,-0.00227652955278234,0.00553257538426831,-0.0018638937433596,-0.00178009707974804,-0.000535837615860211,0.00151257706108176,-0.000454002374532286
"21","Massachusetts.1969.Female",10,"3",-0.00352655101903326,0.00030862625601186,0.00594366370194621,0.000648779936745186,-0.000846286368500343,7.24798021449577e-05,0.00145972015164311,0.000154690006323236
"22","Massachusetts.1969.Female",10,"4",-0.00660468273652303,-0.00182896491939591,0.00937156378543934,-0.0010016826133145,-0.00162681163471362,-0.000440878194542529,0.00241759537105746,-0.000242831593917024
"23","Massachusetts.1969.Female",10,"5",-0.0160415256753011,0.00440239552080218,0.0486337122750481,0.00767086834808798,-0.0039879839209004,0.00103500787792391,0.0119330094352305,0.00183303041678757
"24","Massachusetts.1969.Female",10,"6",0.00140684504873264,0.00664999917650818,0.0190144199638241,0.00749107427725798,0.000340221593585595,0.00158702070267094,0.00470878810060936,0.00183980021577888
"25","Massachusetts.1969.Female",15,"1",-0.00239200519765131,0.0144208161240095,0.0436662744215122,0.0162398471293277,-0.000690720150266583,0.00348860200171061,0.0107877752823551,0.00392431797304065
"26","Massachusetts.1969.Female",15,"2",-0.0113850237853459,-0.005665312493844,0.00160354687668179,-0.0053743075285231,-0.0030535615471554,-0.00134465148579286,0.000389662835692712,-0.00131734449752766
"27","Massachusetts.1969.Female",15,"3",0.0022649353301841,0.0130582343725062,0.0330884566260064,0.0145165673173223,0.000551785874789647,0.00321497912928071,0.00812480409663123,0.00353855201232798
