"","stratum.id","LE_white_lcl","LE_white_med","LE_white_ucl","LE_white_mean","LE_black_lcl","LE_black_med","LE_black_ucl","LE_black_mean","LE_wbgap_lcl","LE_wbgap_med","LE_wbgap_ucl","LE_wbgap_mean"
"1","Arkansas.1969.Female",76.3021944922417,76.5318187618024,76.7530883199857,76.5284313578189,70.1748201234806,70.6727227795621,71.2130481404631,70.675258757464,5.25414880487819,5.85338959686828,6.40545416091679,5.85317260035492
"2","Arkansas.1969.Male",67.4979657940871,67.7194569315375,67.9551136611849,67.7225833101967,61.6031936495246,62.1914370680632,62.760881239447,62.1890003303894,4.89055337861503,5.53161066853104,6.17753693634298,5.53358297980723
"3","Arkansas.1970.Female",76.4616511624922,76.6735393490121,76.8715798326761,76.6692803271276,70.4494027863474,70.931231356735,71.3893678553071,70.9284919387597,5.23063877631522,5.73312537314562,6.22612611760649,5.74078838836785
"4","Arkansas.1970.Male",67.602643075016,67.8385005385805,68.0431733004814,67.8346144151302,61.8462977322364,62.3847465531503,62.8647159778755,62.375426128667,4.9272967779102,5.44943100466731,6.01098108226025,5.45918828646326
"5","Arkansas.1971.Female",76.6275481188019,76.8152708013601,77.0096475043339,76.8152295719582,70.7059327561271,71.1818945874184,71.6303098467818,71.1751335724017,5.15281685967149,5.63979606421828,6.13284480733002,5.64009599955642
"6","Arkansas.1971.Male",67.7019103553707,67.9145430370372,68.1088063095862,67.9151858137942,62.1819394728093,62.6461156426966,63.0900801435769,62.639766737456,4.7855066594857,5.26243425643914,5.80300416936116,5.27541907633818
"7","Arkansas.1972.Female",76.6778828862507,76.858382780676,77.0505901360557,76.85984621129,70.9362654645936,71.3614497680337,71.8025330168307,71.3695257570816,5.03851227229663,5.48441145309138,5.96782068945072,5.49032045420836
"8","Arkansas.1972.Male",67.7726854992772,67.9860396108346,68.1812909565909,67.9829595793522,62.3848003447358,62.8346068507044,63.3025561664568,62.8353477871194,4.64564163398189,5.14848705701487,5.63238870275955,5.14761179223284
"9","Arkansas.1973.Female",76.7777012567589,76.9676669069943,77.1624872040749,76.9675124956932,71.2091264630057,71.6464933265463,72.0874878495611,71.6457025707267,4.87068930809613,5.3250288055881,5.79613221054519,5.32180992496654
"10","Arkansas.1973.Male",67.9884881197497,68.1622786391713,68.3565778194751,68.1602873374219,62.4998475678451,62.9504193512648,63.4100273754548,62.9417027903865,4.73941321806084,5.21712108183906,5.70795311708591,5.21858454703539
"11","Arkansas.1974.Female",77.0773724697371,77.2599267092173,77.4459239420514,77.2602829414559,71.5957344255364,72.025919972341,72.4531609677871,72.0152676601257,4.80180126381579,5.24779185377648,5.73209920387733,5.24501528133023
"12","Arkansas.1974.Male",68.3259509898138,68.5086313930288,68.6883315439498,68.5090974014713,62.7939266927569,63.2418760873537,63.6791214706094,63.2464329869933,4.77486761415457,5.2545935810759,5.76259696416587,5.26266441447791
"13","Arkansas.1975.Female",77.6006511108344,77.7861782437452,77.9628862991671,77.7855489307663,71.9476063488126,72.3703499943658,72.8065869289913,72.372688388605,4.9443860506141,5.41762921819011,5.86914796632085,5.41286054216121
"14","Arkansas.1975.Male",68.6531181242805,68.8421284291808,69.0249017396054,68.8439620345016,63.1803840102573,63.6168231519469,64.0802527027677,63.6196739309753,4.71970013954033,5.22243550423951,5.72560587381389,5.22428810352634
"15","Arkansas.1976.Female",77.9253345796631,78.1042495487044,78.2961747040098,78.1068434863062,72.2643374604279,72.6833507040997,73.0990366357688,72.6922056378829,4.94800442314805,5.41142937931713,5.87324186171934,5.41463784842329
"16","Arkansas.1976.Male",69.1123910159852,69.2911336789027,69.4813789525175,69.2928142015165,63.5943917220524,64.045997085351,64.5151752329024,64.0458291292499,4.71960480922015,5.24914780079348,5.72829851535253,5.24698507226661
"17","Arkansas.1977.Female",78.1346809687801,78.3065443192916,78.4993389766396,78.3088474581262,72.6627545267004,73.0770969158645,73.4942179865026,73.0789769824395,4.78278241333201,5.229450894279,5.68815927328354,5.22987047568674
"18","Arkansas.1977.Male",69.4986377920998,69.6889979080123,69.8763731040232,69.6907331787986,63.874449859676,64.2957302865013,64.7410869257506,64.2950846775794,4.9294534358719,5.39528489142417,5.87874432716996,5.39564850121921
"19","Arkansas.1978.Female",78.2293840297019,78.4186467473612,78.5854306832361,78.4140492524858,73.0627773133716,73.480635750767,73.8561528119026,73.4726023298375,4.51105110755566,4.93446955959628,5.39772015535992,4.94144692264833
"20","Arkansas.1978.Male",69.8279896022668,70.0139556111707,70.1921011500846,70.0141095408927,64.076763042611,64.5109159189539,64.8941482737689,64.4997580529077,5.07505136314384,5.50465801753796,5.97845249044496,5.51435148798496
"21","Arkansas.1979.Female",78.4867469806689,78.6676445276844,78.8454703929379,78.6711183518274,73.2618452369354,73.7190838807088,74.0970394140842,73.7043742441997,4.51366759878875,4.95842246215169,5.44973231786823,4.96674410762769
"22","Arkansas.1979.Male",70.0879545194648,70.2748891296141,70.472550478051,70.2762462699712,64.3317033188013,64.753908986119,65.1572482120352,64.7513488780312,5.07490870109955,5.52432772841431,5.99635943624448,5.52489739194003
"23","Arkansas.1980.Female",78.5224800918515,78.6924840759874,78.882608924567,78.6953142356018,73.4327873060416,73.8574655136319,74.2465834904548,73.8484809367103,4.40640817333176,4.83543719064424,5.30446155146183,4.84683329889153
"24","Arkansas.1980.Male",70.167916357736,70.3499208621657,70.5261312277499,70.3485287089238,64.4630157536062,64.8533149476095,65.2713233749002,64.8566399091026,5.06860042126096,5.50082847761568,5.94881895637176,5.49188879982118
