"","stratum.id","LE_white_lcl","LE_white_med","LE_white_ucl","LE_white_mean","LE_black_lcl","LE_black_med","LE_black_ucl","LE_black_mean","LE_wbgap_lcl","LE_wbgap_med","LE_wbgap_ucl","LE_wbgap_mean"
"1","Rhode Island.1969.Female",75.6804772468341,75.9768569780825,76.2657624075233,75.9804333971811,67.8139548085306,70.1690266611591,72.2777501617877,70.1521154644301,3.65568567271592,5.82161047022579,8.1724246324451,5.82831793275095
"2","Rhode Island.1969.Male",68.4611361179679,68.7664693367749,69.0871453473313,68.7657815193111,59.2829998951444,61.8365018106116,63.8898193404116,61.7372415824592,4.86406527648874,6.95346452783699,9.46246430437056,7.02853993685193
"3","Rhode Island.1970.Female",75.8563607702253,76.1161835372662,76.3710870054587,76.117111837718,68.6426206684252,70.7382564973644,72.8944117643561,70.7435070642482,3.29726977812564,5.39832978894763,7.43649482150072,5.37360477346977
"4","Rhode Island.1970.Male",68.5163640665585,68.8033779722795,69.0623543545654,68.7971794641141,60.0496566647535,62.1232871918856,64.0165589035902,62.0802378274297,4.75567190151292,6.66559117635356,8.76655620208428,6.71694163668439
"5","Rhode Island.1971.Female",76.1327403353146,76.3546008552801,76.6057234428015,76.3576639384173,69.253884468746,71.1757687154219,73.1328433266457,71.2048567133473,3.22858400277596,5.15768767440029,7.12464223027204,5.15280722507
"6","Rhode Island.1971.Male",68.7985579275273,69.0451802937472,69.3108055015891,69.046541755891,60.4192786557498,62.6145700411605,64.4349215703484,62.56159892263,4.5806907944664,6.44132801912006,8.6512890186623,6.48494283326102
"7","Rhode Island.1972.Female",76.3623933252544,76.6260044157725,76.8820237425133,76.6230913273295,69.7848537874841,71.6439591794487,73.489712290647,71.6327549535099,3.1742685220769,5.0023933442512,6.87405631673748,4.9903363738196
"8","Rhode Island.1972.Male",68.8895928278344,69.1450220652155,69.4159330046839,69.1480621424777,60.9571614234228,63.1546573702857,64.8053971457607,63.0830129645087,4.29746566873318,6.02142802948149,8.25024702715319,6.06504917796893
"9","Rhode Island.1973.Female",76.6965279319998,76.9380876415474,77.1970905064419,76.9441937634446,70.2359477749411,72.0228074738869,73.7791550976671,72.049807971097,3.17119008895033,4.93227505406649,6.74062577211651,4.89438579234757
"10","Rhode Island.1973.Male",69.1671275839178,69.412631393782,69.6604305814481,69.4111672193267,61.4546556082774,63.4946341276963,65.17449979787,63.4650053808238,4.20031981123359,5.90067496617246,7.96492498504617,5.94616183850286
"11","Rhode Island.1974.Female",77.0674417668226,77.3113650746116,77.5904692493066,77.3141176943607,70.6654998130755,72.5268203856077,74.5467668475096,72.5775686835412,2.76501982835705,4.74364331803854,6.66782940429909,4.73654901081952
"12","Rhode Island.1974.Male",69.6204459396931,69.8781052496146,70.1201245158922,69.8794995383577,61.9986056911411,63.8370481261,65.5829956583837,63.8297917783096,4.26924767905512,6.03305768583515,7.84221986637499,6.04970776004807
"13","Rhode Island.1975.Female",77.3531160990923,77.6040177047346,77.8565207066396,77.6078733281451,71.1914775100809,72.9174838966271,74.8661570930612,72.9690247139826,2.72048286846719,4.6946087309262,6.45546351098997,4.63884861416241
"14","Rhode Island.1975.Male",69.9931479188705,70.2618818269624,70.5151496775271,70.2611284715088,62.83615370448,64.5072612053454,66.2951522742898,64.5215180637776,3.97058642066035,5.75294096136257,7.40806021099204,5.73961040773115
"15","Rhode Island.1976.Female",77.6828012564631,77.9206994774146,78.1847009440595,77.9201624392456,71.4635606224195,73.1892840641259,75.1343421696725,73.22657839957,2.82236379742631,4.71334446149565,6.48837647759852,4.69358403967554
"16","Rhode Island.1976.Male",70.1409363680899,70.3965799169448,70.6458276447806,70.3938020789822,63.2812495237079,64.921739816555,66.6400582660963,64.9533658602143,3.74093905820029,5.46531325706451,7.10817218303697,5.44043621876794
"17","Rhode Island.1977.Female",78.0581992999834,78.2974722824924,78.5525517715818,78.2974535482079,71.5959345273616,73.3223816722222,75.2759568516738,73.3541436855802,3.02663227087518,4.99518600370569,6.75205940404689,4.94330986262773
"18","Rhode Island.1977.Male",70.3708777089443,70.629917345844,70.8617955442381,70.6262613862444,63.7080743084491,65.2714173307427,66.945920310643,65.279902221763,3.62463903296044,5.34907428373683,6.97062543558349,5.34635916448138
"19","Rhode Island.1978.Female",78.2181058074279,78.4641138060398,78.7329663119213,78.4686423982739,71.6221606933175,73.3452559942255,75.2255143555439,73.3441508618657,3.3146065429047,5.13389492600971,6.88034141131354,5.12449153640827
"20","Rhode Island.1978.Male",70.7046690335326,70.9612237298247,71.1901522772177,70.9572124460931,63.9090854430208,65.5564906617642,67.1365887619138,65.5363537992003,3.78818610909795,5.41204939796556,7.03958086625805,5.42085864689281
"21","Rhode Island.1979.Female",78.3306865591485,78.5980821133397,78.835645032137,78.588514172014,71.7601914036106,73.311408958476,75.0493480285697,73.3379729197534,3.52664437717463,5.27100294872857,6.83610802436885,5.25054125226064
"22","Rhode Island.1979.Male",70.8334405620697,71.0661414772057,71.3020102512472,71.0680730745189,64.2657596220943,65.9287888147199,67.4422004560534,65.91124951152,3.62166317795664,5.1269403639689,6.82445820141162,5.15682356299897
"23","Rhode Island.1980.Female",78.4661057756207,78.7029240401391,78.9237514156988,78.7017192769442,72.1428031318336,73.6958085278096,75.3032290765967,73.7547080108815,3.37185695550977,4.96375847200052,6.5756093676134,4.94701126606266
"24","Rhode Island.1980.Male",71.0035879878831,71.2207486743749,71.4706592381297,71.228405562955,64.879448123122,66.4260534646456,67.8801733199739,66.3956108751059,3.33641033693361,4.80864566499513,6.37536330451206,4.8327946878491
