"","sex","state","year","X.1","stratum.id","X","age_minbin","COD.x","age_COD_cont_yrs_lcl","age_COD_cont_yrs_med","age_COD_cont_yrs_ucl","age_COD_cont_yrs_mean","age_COD_cont_prop_lcl","age_COD_cont_prop_med","age_COD_cont_prop_ucl","age_COD_cont_prop_mean","age","widened_gap","age_COD_cont_yrs_SE","COD.y","RE.estimates","fitted.RE","resid.RE","fixed.from.RE"
"24","Female","Alabama",1992,2623,"Alabama.1992.Female",5245,0,"All other causes",0.421787180050959,0.540621143624833,0.671082942171076,0.54119841218176,0.088356497598066,0.110858712764932,0.134246592157172,0.110822040005134,"<1 year",1,0.0635958576837033,"All other causes",0.00751792884454782,0.583847663596822,-0.042649251415062,0.576329734752274
"25","Female","Alabama",1993,2737,"Alabama.1993.Female",5473,0,"All other causes",0.378725202727587,0.494615587781843,0.616814235295634,0.495567845022684,0.084626733589391,0.108730587429821,0.134041043633956,0.108808744382664,"<1 year",1,0.0607369981040936,"All other causes",0.00751792884454782,0.566482594835841,-0.0709147498131565,0.558964665991293
"26","Female","Alabama",1994,2851,"Alabama.1994.Female",5701,0,"All other causes",0.418014274434889,0.53515564808172,0.670529680530911,0.538597212598835,0.0969279279762068,0.12128368990296,0.149379006779403,0.121853924777675,"<1 year",1,0.0644171954326587,"All other causes",0.00751792884454782,0.549484600072345,-0.0108873874735097,0.541966671227797
"27","Female","Alabama",1995,2965,"Alabama.1995.Female",5929,0,"All other causes",0.377627284807002,0.490227680417861,0.622104169931001,0.494359182963741,0.0910557674779488,0.11560183797723,0.143352092553468,0.115888714490219,"<1 year",1,0.0623665523275508,"All other causes",0.00751792884454782,0.533302514480694,-0.0389433315169527,0.525784585636146
"28","Female","Alabama",1996,3079,"Alabama.1996.Female",6157,0,"All other causes",0.38028522727586,0.494905768604908,0.612221245498461,0.49497736076398,0.0932455966733149,0.118498446207067,0.144472254410929,0.118597308318613,"<1 year",1,0.0591673515873982,"All other causes",0.00751792884454782,0.518360979617243,-0.0233836188532626,0.510843050772695
"29","Female","Alabama",1997,3193,"Alabama.1997.Female",6385,0,"All other causes",0.340052266217861,0.455536076313935,0.583215154655943,0.455988441366402,0.0854985377906361,0.113321728081978,0.143583810930246,0.113400994647253,"<1 year",1,0.0620313490913474,"All other causes",0.00751792884454782,0.50472262882822,-0.0487341874618184,0.497204699983673
"30","Female","Alabama",1998,3307,"Alabama.1998.Female",6613,0,"All other causes",0.355876122340904,0.474972300607612,0.608276019909462,0.476000645055194,0.09091696567572,0.119099374147175,0.148734315195976,0.119454570819674,"<1 year",1,0.0643877289715709,"All other causes",0.00751792884454782,0.492171420822853,-0.0161707757676591,0.484653491978305
"31","Female","Alabama",1999,3421,"Alabama.1999.Female",6841,0,"All other causes",0.363730480480926,0.478880383820997,0.599666772289182,0.480995926478538,0.097556880705339,0.12574163567606,0.15572723263834,0.126096558671396,"<1 year",1,0.0601878295429224,"All other causes",0.00751792884454782,0.480484145830957,0.000511780647580673,0.47296621698641
"32","Female","Alabama",2000,3535,"Alabama.2000.Female",7069,0,"All other causes",0.395135712609976,0.517331863748495,0.637016409622006,0.517843948098582,0.108993527810735,0.138665645045607,0.168106423594757,0.138505099503358,"<1 year",1,0.0617042594418444,"All other causes",0.00751792884454782,0.46943759408235,0.0484063540162317,0.461919665237802
"33","Female","Alabama",2001,3649,"Alabama.2001.Female",7297,0,"All other causes",0.394906069090931,0.500510290978619,0.624034768150236,0.503280166363497,0.110532754459395,0.137333575603643,0.166835582887088,0.137622583333661,"<1 year",1,0.0584511987396186,"All other causes",0.00751792884454782,0.458808555806849,0.0444716105566476,0.451290626962302
"34","Female","Alabama",2002,3763,"Alabama.2002.Female",7525,0,"All other causes",0.383721419864302,0.49196914801302,0.607806202174069,0.493420889748104,0.107094148896301,0.1354329606866,0.16463013073772,0.135937316833593,"<1 year",1,0.0571644852831038,"All other causes",0.00751792884454782,0.448373821234272,0.0450470685138323,0.440855892389724
"35","Female","Alabama",2003,3877,"Alabama.2003.Female",7753,0,"All other causes",0.358148355827807,0.473051837891788,0.592809838558608,0.473600774705314,0.107012897252878,0.13789560301296,0.168496131413871,0.13766394067122,"<1 year",1,0.0598626231456125,"All other causes",0.00751792884454782,0.437910180594434,0.0356905941108797,0.430392251749886
"36","Female","Alabama",2004,3991,"Alabama.2004.Female",7981,0,"All other causes",0.289442217919603,0.403763184495052,0.515216613223731,0.405286170617323,0.0873243870952506,0.119007680671738,0.151129820275516,0.119338619229116,"<1 year",1,0.0575955090061551,"All other causes",0.00751792884454782,0.427194424117154,-0.021908253499831,0.419676495272606
"37","Female","Alabama",2005,4105,"Alabama.2005.Female",8209,0,"All other causes",0.317267818056241,0.429943634267357,0.543732727758616,0.430319156344324,0.103406026881221,0.136983204858383,0.170454814022447,0.137174680249841,"<1 year",1,0.057771660638361,"All other causes",0.00751792884454782,0.416023462361363,0.0142956939829607,0.408505533516815
"38","Female","Alabama",2006,4219,"Alabama.2006.Female",8437,0,"All other causes",0.351343469342852,0.456030247172311,0.582679153775226,0.458806514236921,0.116936537738185,0.150292892966113,0.185219334432657,0.150648143802876,"<1 year",1,0.0590142052123403,"All other causes",0.00751792884454782,0.404342907693356,0.0544636065435645,0.396824978848809
"39","Female","Alabama",2007,4333,"Alabama.2007.Female",8665,0,"All other causes",0.336909928382525,0.451860467539925,0.576859681600105,0.456797553751111,0.119647033788396,0.160071193126239,0.196687088606562,0.160061640676334,"<1 year",1,0.0612116717391786,"All other causes",0.00751792884454782,0.392165021069621,0.0646325326814902,0.384647092225073
"40","Female","Alabama",2008,4447,"Alabama.2008.Female",8893,0,"All other causes",0.304804746867397,0.415450055455918,0.53722291940965,0.417626047008635,0.126137226060114,0.165612746153361,0.207883902914889,0.16630429612015,"<1 year",1,0.0592903501383298,"All other causes",0.00751792884454782,0.379502377826786,0.0381236691818493,0.371984448982238
"41","Female","Alabama",2009,4561,"Alabama.2009.Female",9121,0,"All other causes",0.240379383657308,0.346354703358326,0.463905822279602,0.348010260280287,0.105005949372086,0.145900042719066,0.190315468240301,0.146585732124047,"<1 year",1,0.0570220506689526,"All other causes",0.00751792884454782,0.366367553301481,-0.0183572930211939,0.358849624456933
"42","Female","Alabama",2010,4675,"Alabama.2010.Female",9349,0,"All other causes",0.235767226015044,0.346113909979194,0.457689382800178,0.346987974575515,0.111413734486195,0.155930478353803,0.201881365575505,0.155671884612172,"<1 year",1,0.0566127950982485,"All other causes",0.00751792884454782,0.352773122830335,-0.00578514825482046,0.345255193985788
"43","Female","Alabama",2011,4789,"Alabama.2011.Female",9577,0,"All other causes",0.232525694960802,0.338273386383828,0.441246626217226,0.336800147798509,0.11615559553683,0.165145879445147,0.216485434549486,0.165612515922141,"<1 year",1,0.053245135524598,"All other causes",0.00751792884454782,0.338731661749979,-0.00193151395147051,0.331213732905432
"44","Female","Alabama",2012,4903,"Alabama.2012.Female",9805,0,"All other causes",0.260728031414755,0.368494497938495,0.497530555149255,0.37071502168592,0.141419061818242,0.196792229677864,0.256018052202581,0.196432708558514,"<1 year",1,0.0604088070751276,"All other causes",0.00751792884454782,0.324255745397042,0.0464592762888777,0.316737816552494
"45","Female","Alabama",2013,5017,"Alabama.2013.Female",10033,0,"All other causes",0.22717107167321,0.35246656929189,0.49667085061151,0.355347094992746,0.124611617121169,0.187008516587505,0.25328356923609,0.187393559688463,"<1 year",1,0.0687499436067092,"All other causes",0.00751792884454782,0.309357949108153,0.0459891458845927,0.301840020263605
"46","Female","Arizona",1969,5131,"Arizona.1969.Female",1,0,"All other causes",0.195349677327756,0.690109996487606,1.32888299233461,0.699917779616037,0.0647841717246907,0.209606544155944,0.477191406652672,0.224993403135855,"<1 year",1,0.289166661991544,"All other causes",-0.0830220942266281,0.727648632803285,-0.0277308531872483,0.810670727029913
"47","Female","Arizona",1970,5245,"Arizona.1970.Female",229,0,"All other causes",0.245071407770831,0.695481463128614,1.21352674228528,0.703379627241334,0.0832285222070596,0.209752184103058,0.449477775501304,0.225425965035314,"<1 year",1,0.247054932274094,"All other causes",-0.0830220942266281,0.738594003863803,-0.0352143766224693,0.821616098090431
"48","Female","Arizona",1971,5359,"Arizona.1971.Female",457,0,"All other causes",0.27669399413785,0.648179860964238,1.10296896049387,0.658041953199388,0.0814501173107377,0.188669254161747,0.396256395809234,0.202879970435541,"<1 year",1,0.210784430192862,"All other causes",-0.0830220942266281,0.740803506655925,-0.082761553456537,0.823825600882553
"49","Female","Arizona",1972,5473,"Arizona.1972.Female",685,0,"All other causes",0.278916309005502,0.646289569446317,1.07658031137317,0.658921641712474,0.0763514157438985,0.172703247658962,0.323967002752437,0.181344461915803,"<1 year",1,0.203485714889711,"All other causes",-0.0830220942266281,0.735835226488831,-0.0769135847763567,0.818857320715459
"50","Female","Arizona",1973,5587,"Arizona.1973.Female",913,0,"All other causes",0.353550540914545,0.696072440705388,1.12190993047739,0.711186758487589,0.0949054505923773,0.182397568813384,0.315738374473244,0.188966449756326,"<1 year",1,0.196010048357869,"All other causes",-0.0830220942266281,0.7252472486717,-0.0140604901841113,0.808269342898328
"51","Female","Arizona",1974,5701,"Arizona.1974.Female",1141,0,"All other causes",0.394146818532082,0.738043097244125,1.16721940191085,0.750980298775879,0.0943281701114183,0.173161594028026,0.278253728119004,0.174916423250068,"<1 year",1,0.197212393719073,"All other causes",-0.0830220942266281,0.710597658513714,0.0403826402621651,0.793619752740342
"52","Female","Arizona",1975,5815,"Arizona.1975.Female",1369,0,"All other causes",0.446989858120431,0.794164032989803,1.21048198767014,0.806770760987843,0.0994958451146488,0.170123167215249,0.259146584828623,0.172672180007277,"<1 year",1,0.194768400395334,"All other causes",-0.0830220942266281,0.693444541324051,0.113326219663792,0.77646663555068
"53","Female","Arizona",1976,5929,"Arizona.1976.Female",1597,0,"All other causes",0.420645339863869,0.768753784294227,1.24604652091314,0.789596144826142,0.0881020442103691,0.155620299478493,0.23907895642302,0.158961678220288,"<1 year",1,0.210561525777875,"All other causes",-0.0830220942266281,0.675345982411893,0.114250162414249,0.758368076638521
"54","Female","Arizona",1977,6043,"Arizona.1977.Female",1825,0,"All other causes",0.41474105316699,0.779526185314653,1.18917970708199,0.786189907235984,0.0834335330632403,0.152261497939031,0.226243022929638,0.152598990895434,"<1 year",1,0.197560881100765,"All other causes",-0.0830220942266281,0.657860067086418,0.128329840149566,0.740882161313046
"55","Female","Arizona",1978,6157,"Arizona.1978.Female",2053,0,"All other causes",0.392796148136541,0.712871180703093,1.11519306935442,0.723359899472262,0.0823653923793294,0.144590513031859,0.222206514721004,0.146679044177444,"<1 year",1,0.184284928882112,"All other causes",-0.0830220942266281,0.642541905835749,0.0808179936365125,0.725564000062378
"56","Female","Arizona",1979,6271,"Arizona.1979.Female",2281,0,"All other causes",0.373272250883166,0.694688211540224,1.06796010995428,0.701351683038784,0.0844870984362548,0.145085171188672,0.221779908738331,0.146919633833198,"<1 year",1,0.177216290579366,"All other causes",-0.0830220942266281,0.630315947083726,0.0710357359550584,0.713338041310354
"57","Female","Arizona",1980,6385,"Arizona.1980.Female",2509,0,"All other causes",0.380102650745766,0.660604525861474,1.05480972067467,0.67886530648993,0.0885219597900442,0.150534195828885,0.233153748128667,0.152355677633198,"<1 year",1,0.172119150492067,"All other causes",-0.0830220942266281,0.62069954889378,0.0581657575961504,0.703721643120408
"58","Female","Arizona",1981,6499,"Arizona.1981.Female",2737,0,"All other causes",0.377171484617478,0.661052507085788,1.0141963037599,0.671743606793294,0.0840166106086422,0.150103245803704,0.228895744856866,0.15151501548973,"<1 year",1,0.162506331413883,"All other causes",-0.0830220942266281,0.613019680781637,0.058723926011657,0.696041775008265
"59","Female","Arizona",1982,6613,"Arizona.1982.Female",2965,0,"All other causes",0.35642918626609,0.631995712244174,0.96848293159227,0.638282664435132,0.0848888627001571,0.149741948972303,0.231184770745331,0.151749240506298,"<1 year",1,0.156136159521985,"All other causes",-0.0830220942266281,0.606603312263022,0.0316793521721096,0.689625406489651
"60","Female","Arizona",1983,6727,"Arizona.1983.Female",3193,0,"All other causes",0.358334980234462,0.636787058805092,0.988903244365049,0.650745436155866,0.0849039727103266,0.149539764356127,0.227986924225986,0.151383238116816,"<1 year",1,0.160859251053721,"All other causes",-0.0830220942266281,0.600777412853661,0.0499680233022046,0.683799507080289
"61","Female","Arizona",1984,6841,"Arizona.1984.Female",3421,0,"All other causes",0.333966466438298,0.595015087145635,0.923856875210693,0.604244206924476,0.0832228827858318,0.146612107118642,0.225993445281023,0.148672142992972,"<1 year",1,0.150482247135815,"All other causes",-0.0830220942266281,0.594868952069279,0.00937525485519719,0.677891046295907
"62","Female","Arizona",1985,6955,"Arizona.1985.Female",3649,0,"All other causes",0.301498447200635,0.545631733499051,0.855544107693144,0.550206650509852,0.0764935250861503,0.138443019887178,0.218876701585756,0.140265369956263,"<1 year",1,0.141338178697069,"All other causes",-0.0830220942266281,0.5882048994256,-0.0379982489157481,0.671226993652228
"63","Female","Arizona",1986,7069,"Arizona.1986.Female",3877,0,"All other causes",0.300811200981311,0.525570415319777,0.837044215171301,0.535700708105353,0.0727141449418207,0.130910611032417,0.205921706932264,0.133256383873597,"<1 year",1,0.136794136272957,"All other causes",-0.0830220942266281,0.58011222443835,-0.0444115163329971,0.663134318664978
"64","Female","Arizona",1987,7183,"Arizona.1987.Female",4105,0,"All other causes",0.344777064674992,0.585057834329615,0.88827622717689,0.587810414513706,0.0865957318372518,0.142529518911678,0.210829537365046,0.14421083212907,"<1 year",1,0.138647745536198,"All other causes",-0.0830220942266281,0.56992986319028,0.0178805513234263,0.652951957416908
